X,Day,Month,Tmax,Tmin,Year,JDay,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Hour_24
3/21/14,21,3,19.73695055,9.313186813,2014,80,11.62323251,11.10583054,10.65806526,10.26339626,9.910555572,9.591520489,9.406520148,11.42679754,13.3667705,15.15273177,16.71682562,17.99962593,18.95239404,19.53893053,19.73695055,18.48134158,17.2257326,15.97012363,15.00423535,14.03834707,13.07245879,12.44997366,11.82748854,11.20500341
3/22/14,22,3,21.70707418,8.225961538,2014,81,10.58251828,10.05312276,9.595162774,9.191631809,8.830955473,8.504899063,8.39665078,11.00231896,13.50300098,15.80413517,17.81870564,19.4705327,20.69715358,21.4521844,21.70707418,20.41014194,19.11320971,17.81627747,16.77483974,15.73340201,14.69196429,14.07739151,13.46281873,12.84824595
3/23/14,23,3,19.81507555,10.10989011,2014,82,12.23367317,11.7551382,11.34134383,10.97684198,10.65112905,10.35673779,10.26855218,12.13924729,13.9335652,15.58397468,17.02836064,18.21236196,19.09141737,19.6324426,19.81507555,18.64955357,17.48403159,16.31850962,15.29063645,14.26276328,13.23489011,12.05555125,10.87621239,9.696873526
3/24/14,24,3,17.92307692,5.241666667,2014,83,8.517534665,7.777192504,7.137271541,6.573754658,6.070327754,5.615401498,5.495504862,7.933151639,10.2699774,12.41844638,14.29807853,15.83846423,16.98190177,17.68555882,17.92307692,17.02953297,16.13598901,15.24244505,14.08756868,12.93269231,11.77781593,12.03357626,12.28933659,12.54509692
3/25/14,25,3,17.92307692,12.29166667,2014,84,12.80085725,12.68544294,12.58572346,12.49793673,12.41952974,12.34869018,12.42481356,13.50433259,14.5386377,15.48916508,16.32047455,17.00157097,17.50705982,17.81809408,17.92307692,16.8889652,15.85485348,14.82074176,13.80643315,12.79212454,11.77781593,11.21627786,10.65473979,10.09320173
3/26/14,26,3,13.87946429,6.909684066,2014,85,9.531663655,8.935509818,8.420643711,7.967534234,7.56294044,7.197470449,7.100199079,8.432534015,9.708359721,10.88033342,11.90496602,12.74423591,13.36699982,13.75014852,13.87946429,12.70054945,11.52163462,10.34271978,9.705929487,9.069139194,8.432348901,8.108537591,7.78472628,7.460914969
3/27/14,27,3,16.10748626,5.320741758,2014,86,7.137103659,6.722873903,6.365273653,6.050665074,5.769811575,5.516166578,5.654632204,7.710910313,9.6789095,11.48594329,13.06527034,14.35855948,15.3180441,15.9082864,16.10748626,15.03434066,13.96119505,12.88804945,11.53582875,10.18360806,8.831387363,8.268889343,7.706391324,7.143893305
3/28/14,28,3,20.56559066,4.128090659,2014,87,6.581395285,6.020176554,5.535887801,5.109958564,4.729824146,4.38658609,4.696391411,7.82115104,10.8101494,13.55350731,15.95037563,17.91264261,19.36817293,20.26345955,20.56559066,19.43715659,18.30872253,17.18028846,16.29292582,15.40556319,14.51820055,13.93722302,13.35624549,12.77526797
3/29/14,29,3,21.07692308,10.8801511,2014,88,12.19429044,11.89274776,11.63264898,11.40396644,11.19992223,11.01571985,11.26967825,13.20263705,15.0506203,16.74601361,18.22678555,19.43875733,20.33758508,20.89038228,21.07692308,19.81158425,18.54624542,17.28090659,16.32852564,15.37614469,14.42376374,13.75754632,13.0913289,12.42511148
3/30/14,30,3,16.21634615,9.317994505,2014,89,11.75889407,11.19713133,10.71277663,10.28705782,9.907298834,9.564536048,9.605277184,10.90946116,12.1556771,13.29853242,14.2963994,15.1129314,15.7183868,16.09071228,16.21634615,15.33711081,14.45787546,13.57864011,12.60645604,11.63427198,10.66208791,10.22654845,9.791008981,9.355469516
3/31/14,31,3,19.50343407,6.87603022,2014,90,8.919930051,8.44809199,8.041443292,7.684138029,7.365486794,7.077936701,7.446937011,9.827569593,12.10119434,14.18538107,16.00456766,17.49279957,18.59612101,19.27453108,19.50343407,18.50309066,17.50274725,16.50240385,15.35542582,14.2084478,13.06146978,12.36449908,11.66752838,10.97055768
4/1/14,1,4,24.57657967,8.167582418,2014,91,10.27358698,9.785884359,9.365745969,8.996709333,8.667680575,8.37082728,8.968742948,12.05350527,14.99804896,17.69612375,20.05037288,21.97584612,23.40306511,24.28053039,24.57657967,22.87225275,21.16792582,19.4635989,18.63518773,17.80677656,16.97836538,15.90222129,14.8260772,13.74993311
4/2/14,2,4,24.57657967,9.976648352,2014,92,12.67378902,12.04728608,11.50780512,11.03409341,10.61184336,10.23096148,10.74044767,13.47751987,16.08884538,18.48062868,20.56695994,22.27290077,23.53717591,24.31437421,24.57657967,22.87225275,21.16792582,19.4635989,18.63518773,17.80677656,16.97836538,16.26545716,15.55254894,14.83964071
4/3/14,3,4,21.09615385,11.78571429,2014,93,14.12673249,13.58128787,13.11180628,12.69969273,12.33244143,12.0012369,12.30551736,14.04606424,15.7057972,17.22537598,18.55047123,19.63370694,20.43635429,20.9297163,21.09615385,18.92857143,16.76098901,14.59340659,13.95398352,13.31456044,12.67513736,12.43509598,12.19505459,11.95501321
4/4/14,4,4,17.67135989,9.14010989,2014,94,11.71497182,11.11311751,10.59531454,10.14093784,9.736131017,9.371134503,9.64572418,11.23620523,12.75208406,14.13940882,15.3488031,16.33722317,17.06949007,17.51954159,17.67135989,16.58218864,15.4930174,14.40384615,13.65167125,12.89949634,12.14732143,11.62503732,11.1027532,10.58046909
4/5/14,5,4,19.90212912,8.091346154,2014,95,10.05818498,9.597056718,9.200495462,8.852620845,8.542774791,8.263456251,8.831998595,11.02775904,13.11948465,15.03306703,16.70070927,18.06332796,19.07264645,19.69290529,19.90212912,18.7970467,17.69196429,16.58688187,15.61080586,14.63472985,13.65865385,13.00850804,12.35836223,11.70821643
4/6/14,6,4,22.35199176,9.014766484,2014,96,11.05807062,10.57755756,10.16450233,9.802275281,9.479726715,9.189015696,9.896536145,12.36922356,14.72360055,16.87662891,18.75237198,20.28467283,21.41948766,22.11679188,22.35199176,21.23489011,20.11778846,19.00068681,17.5485348,16.09638278,14.64423077,13.84828714,13.05234351,12.25639989
4/7/14,7,4,24.18646978,8.792239011,2014,97,11.46045626,10.83097331,10.29010603,9.815955858,9.393856097,9.013500982,9.862937939,12.70896911,15.41748899,17.8934047,20.04978984,21.81093632,23.11501239,23.91623351,24.18646978,22.99713828,21.80780678,20.61847527,19.01224817,17.40602106,15.79979396,14.93714642,14.07449889,13.21185136
4/8/14,8,4,26.38633242,9.566277473,2014,98,12.34920382,11.69062234,11.12500075,10.62931301,10.18815318,9.790704703,10.79367522,13.89456464,16.84418497,19.53944975,21.88616203,23.80230642,25.22091546,26.0924101,26.38633242,25.06169872,23.73706502,22.41243132,20.75972985,19.10702839,17.45432692,16.56102529,15.66772365,14.77442201
4/9/14,9,4,26.12396978,11.0154533,2014,99,13.88112038,13.20083568,12.61683325,12.10520762,11.64998117,11.23994496,12.16886865,14.94646364,17.58729139,19.99947226,22.09908164,23.81306995,25.0818041,25.86114229,26.12396978,24.55025183,22.97653388,21.40281593,19.66701007,17.93120421,16.19539835,15.67499204,15.15458573,14.63417941
4/10/14,10,4,26.43475275,11.22836538,2014,100,14.1137731,13.42663747,12.83701842,12.32064616,11.86131671,11.4476716,12.44031265,15.22809387,17.8773418,20.29629763,22.4011789,24.11908135,25.39050407,26.17141031,26.43475275,25.07692308,23.71909341,22.36126374,20.58058608,18.79990842,17.01923077,16.2033933,15.38755582,14.57171835
4/11/14,11,4,27.02918956,10.6146978,2014,101,13.75588087,13.00549247,12.36188433,11.79841828,11.2973277,10.84616883,11.97723637,14.97817165,17.82864535,20.43036688,22.69362314,24.54037207,25.90693369,26.74618595,27.02918956,25.72321429,24.41723901,23.11126374,21.51854396,19.92582418,18.3331044,17.87991978,17.42673516,16.97355054
4/12/14,12,4,28.26510989,14.41826923,2014,102,16.52036592,16.01665824,15.58481777,15.20687438,14.87085507,14.5683806,15.61348075,18.13794738,20.53472209,22.72152624,24.62328922,26.1747256,27.32257626,28.02743672,28.26510989,26.38324176,24.50137363,22.61950549,21.37934982,20.13919414,18.89903846,18.29417076,17.68930306,17.08443537
4/13/14,13,4,23.55872253,13.52403846,2014,103,16.47956767,15.76911732,15.16030745,14.62766255,14.15422708,13.72814449,14.42291624,16.24732916,17.97866557,19.55775168,20.93061732,22.05034052,22.87865128,23.38723947,23.55872253,22.2779304,20.99713828,19.71634615,18.51259158,17.308837,16.10508242,15.4904379,14.87579337,14.26114885
4/14/14,14,4,23.18921703,10.94745879,2014,104,13.64650433,12.99565177,12.438167,11.9505921,11.51733105,11.12748693,12.08361769,14.30317935,16.40855021,18.32808688,19.99646972,21.35692553,22.36315953,22.98093072,23.18921703,22.26499542,21.34077381,20.4165522,19.20581502,17.99507784,16.78434066,16.01445576,15.24457086,14.47468595
4/15/14,15,4,25.21531593,11.47424451,2014,105,13.70480105,13.16519146,12.70320521,12.29929282,11.94047092,11.61767562,12.79456567,15.27898825,17.63451462,19.78134441,21.64674743,23.16752766,24.2921642,24.98255665,25.21531593,23.83333333,22.45135073,21.06936813,19.72458791,18.37980769,17.03502747,16.26502658,15.49502568,14.72502479
4/16/14,16,4,24.60576923,11.20226648,2014,106,13.95502389,13.28702477,12.71537331,12.21574779,11.7720124,11.37291152,12.53274619,14.94951153,17.23987625,19.32658227,21.13924123,22.6167089,23.70914762,24.37970746,24.60576923,23.45375458,22.30173993,21.14972527,19.33836996,17.52701465,15.71565934,14.97632188,14.23698442,13.49764696
4/17/14,17,4,24.01854396,9.72081044,2014,107,12.7583095,12.01891934,11.38645878,10.83387165,10.34322696,9.902027003,11.18514188,13.75611419,16.19155341,18.40966036,20.33593541,21.90568068,23.06617309,23.7784351,24.01854396,22.71462912,21.41071429,20.10679945,18.62511447,17.14342949,15.66174451,14.76457102,13.86739754,12.97022406
4/18/14,18,4,24.72184066,9.117101648,2014,108,12.07305058,11.35124958,10.73411608,10.19510371,9.71663816,9.286480356,10.76495192,13.56318179,16.21273026,18.62499323,20.7193017,22.42561944,23.68688509,24.46092039,24.72184066,23.48901099,22.25618132,21.02335165,19.49519231,17.96703297,16.43887363,15.5831779,14.72748216,13.87178643
4/19/14,19,4,28.52644231,10.33825549,2014,109,13.0160907,12.36019912,11.7996674,11.31025423,10.87592803,10.48553305,12.31571128,15.56830002,18.64673787,21.44851784,23.88034516,25.86124391,27.32525331,28.22362422,28.52644231,26.7081044,24.88976648,23.07142857,22.00103022,20.93063187,19.86023352,19.30224299,18.74425246,18.18626194
4/20/14,20,4,24.47699176,15.63976648,2014,110,17.62827141,17.13971592,16.72237944,16.35811552,16.03493598,15.74450543,16.62741532,18.20355462,19.69468017,21.05134673,22.22856768,23.18730676,23.89577246,24.3304723,24.47699176,23.13301282,21.78903388,20.44505495,19.2272207,18.00938645,16.7915522,16.21212496,15.63269771,15.05327047
4/21/14,21,4,25.72664835,11.5676511,2014,111,14.47384323,13.75749297,13.1458603,12.61219816,12.13885623,11.71357269,13.19485599,15.71308779,18.09445703,20.26034169,22.13923407,23.66910163,24.79943505,25.49291583,25.72664835,24.12374084,22.52083333,20.91792582,19.52896062,18.13999542,16.75103022,16.15350176,15.55597329,14.95844483
4/22/14,22,4,21.86092033,11.62877747,2014,112,14.36091637,13.68533804,13.10878486,12.60590377,12.15998253,11.75942063,12.83601692,14.65089483,16.36641777,17.92618591,19.27892002,20.38014733,21.19366369,21.69272375,21.86092033,20.6404533,19.41998626,18.19951923,17.25160256,16.3036859,15.35576923,14.65119104,13.94661285,13.24203467
4/23/14,23,4,23.71737637,10.1043956,2014,113,12.53745648,11.93403865,11.4192945,10.9704706,10.57258366,10.21524144,11.74940659,14.15778776,16.4334358,18.50183131,20.29524169,21.75493909,22.8331236,23.49448848,23.71737637,22.67067308,21.62396978,20.57726648,19.03479853,17.49233059,15.94986264,15.13637689,14.32289114,13.50940538
4/24/14,24,4,26.6040522,10.03193681,2014,114,12.69591963,12.03308026,11.46791818,10.97530861,10.53872525,10.14671549,12.08524596,15.00910216,17.77066591,20.27988901,22.45495149,24.22492957,25.53210833,26.33386367,26.6040522,25.2915522,23.9790522,22.6665522,20.9375,19.2084478,17.4793956,16.78355733,16.08771905,15.39188077
4/25/14,25,4,22.15178571,12.08207418,2014,115,14.69604249,14.04366859,13.48768004,13.00322798,12.5739848,12.1886446,13.35987463,15.13169997,16.80449831,18.3239503,19.64071603,20.71203727,21.50312589,21.98829352,22.15178571,20.61034799,19.06891026,17.52747253,16.27815934,15.02884615,13.77953297,13.23913785,12.69874273,12.15834761
4/26/14,26,4,23.46050824,8.656936813,2014,116,11.61795249,10.8767413,10.24532265,9.695327563,9.20813486,8.770860724,10.5766996,13.17489623,15.62695543,17.85356243,19.78269496,21.3519529,22.5105767,23.22108928,23.46050824,22.52461081,21.58871337,20.65281593,18.92651099,17.20020604,15.4739011,14.8167006,14.1595001,13.5022996
4/27/14,27,4,25.34546703,10.52300824,2014,117,12.8450991,12.26193515,11.76539303,11.33303645,10.950155,10.60657941,12.48954783,15.08397402,17.53148725,19.75325004,21.67769663,23.24283813,24.39825936,25.10674271,25.34546703,23.86973443,22.39400183,20.91826923,19.42662546,17.93498168,16.44333791,15.55961598,14.67589405,13.79217211
4/28/14,28,4,26.03331044,9.829326923,2014,118,12.90845018,12.13285006,11.47275078,10.8981691,10.38946691,9.93307922,12.02508811,14.85396887,17.52164288,19.94252166,22.03893478,23.74362181,25.00189029,25.77337045,26.03331044,24.92811355,23.82291667,22.71771978,20.93555403,19.15338828,17.37122253,16.35733091,15.34343929,14.32954767
4/29/14,29,4,28.63392857,10.31833791,2014,119,13.31565605,12.55835678,11.91412712,11.35354816,10.85737192,10.41231361,12.85224,16.04141393,19.04770399,21.77504162,24.13627238,26.05594107,27.47270298,28.34128425,28.63392857,27.22367216,25.81341575,24.40315934,22.75492216,21.10668498,19.4584478,18.47268265,17.4869175,16.50115235
4/30/14,30,4,29.62259615,12.65659341,2014,120,15.51538721,14.79085436,14.17478439,13.63889205,13.16469099,12.73943259,15.05208163,17.99848852,20.77487533,23.29287514,25.47234499,27.24391663,28.55120439,29.35259985,29.62259615,28.09958791,26.57657967,25.05357143,23.48225733,21.91094322,20.33962912,19.20754233,18.07545553,16.94336874
5/1/14,1,5,27.71771978,12.46703297,2014,121,15.81128195,14.96115312,14.23861726,13.61032548,13.05450502,12.55615292,14.66157188,17.30343672,19.79195656,22.04822846,24.00071332,25.58750412,26.75828882,27.47594557,27.71771978,26.35199176,24.98626374,23.62053571,22.07371795,20.52690018,18.98008242,18.00174576,17.0234091,16.04507245
5/2/14,2,5,27.50137363,11.96153846,2014,122,15.06673579,14.27496861,13.60234416,13.01765159,12.50053579,12.036982,14.24089911,16.92586889,19.45405572,21.74561369,23.72817017,25.33911145,26.52756032,27.2559828,27.50137363,25.25206044,23.00274725,20.75343407,19.50778388,18.2621337,17.01648352,16.27057721,15.5246709,14.77876459
5/3/14,3,5,22.95467033,10.62534341,2014,123,14.03285828,13.16143114,12.42146506,11.7784464,11.20988949,10.70032487,12.46585132,14.5909182,16.59120565,18.40377258,19.97158468,21.24530911,22.18486678,22.76069352,22.95467033,21.73282967,20.51098901,19.28914835,17.93555403,16.58195971,15.22836538,14.45859544,13.68882549,12.91905555
5/4/14,4,5,24.0364011,9.395260989,2014,124,12.1492856,11.44300043,10.8435187,10.32274186,9.862381738,9.449866074,11.6187622,14.13614208,16.50489472,18.65075853,20.50645954,22.01382053,23.12558492,23.80689829,24.0364011,22.84832875,21.66025641,20.47218407,18.89674908,17.3213141,15.74587912,14.80820076,13.8705224,12.93284404
5/5/14,5,5,26.08447802,9.059065934,2014,125,11.99516568,11.23974793,10.59887853,10.04234893,9.550520116,9.109902832,11.69122437,14.61098153,17.35736238,19.84460126,21.99502513,23.74147921,25.02942413,25.8186391,26.08447802,24.90659341,23.72870879,22.55082418,20.85622711,19.16163004,17.46703297,16.53107074,15.59510851,14.65914628
5/6/14,6,5,28.66449176,11.00755495,2014,126,13.72318406,13.02251735,12.42835228,11.91254356,11.4568118,11.04861107,13.78295503,16.80358446,19.64388072,22.21547183,24.43834619,26.24334204,27.57429931,28.38980703,28.66449176,27.5867674,26.50904304,25.43131868,23.73305861,22.03479853,20.33653846,19.40991223,18.48328601,17.55665978
5/7/14,7,5,30.25343407,14.15006868,2014,127,16.63003355,15.98830742,15.44436577,14.97231125,14.55534176,14.18193428,16.72425079,19.47208945,22.05497422,24.39284852,26.41324986,28.05355582,29.26292502,30.00387302,30.25343407,28.67193223,27.0904304,25.50892857,23.95375458,22.39858059,20.84340659,19.98107159,19.11873658,18.25640157
5/8/14,8,5,29.61366758,14.33070055,2014,128,17.39406657,16.59898492,15.92536673,15.34097162,14.82490454,14.36284707,16.81048016,19.41231872,21.85719683,24.0695963,25.9811798,27.53290167,28.67683177,29.37763597,29.61366758,28.02461081,26.43555403,24.84649725,23.44333791,22.04017857,20.63701923,19.91907236,19.20112549,18.48317862
5/9/14,9,5,28.57589286,15.0103022,2014,129,17.76523175,17.04809914,16.440796,15.91410656,15.44911578,15.03287231,17.24616906,19.54994077,21.71400798,23.67177198,25.36298293,26.73559413,27.7473637,28.3671546,28.57589286,27.215087,25.85428114,24.49347527,23.0779533,21.66243132,20.24690934,19.45180194,18.65669453,17.86158713
5/10/14,10,5,29.84168956,14.19677198,2014,130,17.06647972,16.31729763,15.68313697,15.13333511,14.64806083,14.21374605,16.81362367,19.46423336,21.95331067,24.20452428,26.14883725,27.72662425,28.88949997,29.60180304,29.84168956,28.67822802,27.51476648,26.35130495,24.79246795,23.23363095,21.67479396,20.82673605,19.97867814,19.13062023
5/11/14,11,5,31.45776099,15.70913462,2014,131,18.28256232,17.60890062,17.03890495,16.54488424,16.10894657,15.71885965,18.38026151,21.04236863,23.54147931,25.80121354,27.75250734,29.33572349,30.50247431,31.2171005,31.45776099,30.07886905,28.69997711,27.32108516,25.85576923,24.3904533,22.92513736,21.92236827,20.91959917,19.91683007
5/12/14,12,5,32.95673077,15.93440934,2014,132,18.91406097,18.13195047,17.470471,16.89733555,16.39170276,15.94106543,18.86031267,21.73133923,24.42578027,26.86155669,28.96446889,30.67045711,31.9275528,32.69746179,32.95673077,31.65590659,30.35508242,29.05425824,27.21668956,25.37912088,23.5415522,22.65334465,21.76513711,20.87692956
5/13/14,13,5,30.94848901,17.02266484,2014,133,19.98872201,19.20801316,18.54800368,17.97632196,17.47209284,17.04225804,19.44916894,21.79251245,23.99105347,25.97804785,27.69317361,29.08436224,30.10937945,30.73710732,30.94848901,28.64869505,26.3489011,24.04910714,22.88873626,21.72836538,20.56799451,19.98973124,19.41146797,18.8332047
5/14/14,14,5,25.22493132,14.92925824,2014,134,18.25494143,17.37708721,16.63527849,15.9929514,15.42655143,14.96155304,16.74534359,18.47417427,20.09572417,21.56091905,22.82541657,23.8509482,24.60647746,25.06913914,25.22493132,23.99713828,22.76934524,21.5415522,19.99141484,18.44127747,16.89114011,16.25136591,15.61159171,14.97181751
5/15/14,15,5,25.03056319,11.22046703,2014,135,14.33204332,13.50863553,12.81310821,12.21102817,11.68023353,11.29978129,13.68796039,16.00171366,18.17125029,20.13112949,21.82223446,23.19355553,24.20372883,24.82228399,25.03056319,23.8402587,22.64995421,21.45964973,20.02340888,18.58716804,17.1509272,16.46484218,15.77875716,15.09267213
5/16/14,16,5,24.83619505,11.95776099,2014,136,14.40658711,13.75677798,13.20812384,12.73333245,12.31485542,12.06484835,14.28775554,16.44061448,18.4587002,20.28133961,21.85373562,23.1286146,24.0676477,24.64260315,24.83619505,23.68337912,22.53056319,21.37774725,20.05540293,18.73305861,17.41071429,16.79884288,16.18697148,15.57510007
5/17/14,17,5,23.30288462,12.69505495,2014,137,14.96322867,14.35971907,13.85037377,13.40973581,13.0214529,12.81323058,14.64044142,16.40937749,18.06704802,19.5637953,20.85478228,21.90133572,22.67210467,23.14399973,23.30288462,21.66815476,20.03342491,18.39869505,17.88095238,17.36320971,16.84546703,16.59068801,16.33590898,16.08112995
5/18/14,18,5,23.00377747,14.24450549,2014,138,15.82635092,15.40445522,15.04851986,14.7406815,14.46947549,14.3590544,15.86570672,17.32391563,18.69010676,19.92345539,20.98710641,21.84927564,22.48419957,22.87290531,23.00377747,22.18303571,21.36229396,20.5415522,19.63472985,18.72790751,17.82108516,17.27836989,16.73565462,16.19293935
5/19/14,19,5,26.85164835,13.83035714,2014,139,15.65022407,15.16362909,14.7532712,14.39846592,14.08595002,14.03046242,16.26643613,18.42983038,20.45618783,22.28513403,23.86217632,25.14032736,26.08150514,26.65766765,26.85164835,25.52483974,24.19803114,22.87122253,21.82326007,20.77529762,19.72733516,19.03999436,18.35265355,17.66531275
5/20/14,20,5,31.24072802,14.73317308,2014,140,16.97797194,16.3759961,15.86856914,15.42998297,15.04377066,15.03090669,17.85994095,20.59613619,23.15824759,25.47019929,27.46334329,29.07849783,30.26770462,30.99565294,31.24072802,29.69253663,28.14434524,26.59615385,25.54956502,24.50297619,23.45638736,22.67145673,21.8865261,21.10159547
5/21/14,21,5,32.54807692,18.16964286,2014,141,20.31666484,19.73976349,19.25362535,18.83353564,18.4636751,18.45838328,20.91879152,23.29778756,25.52491823,27.53422776,29.26621104,30.66957588,31.70276201,32.33517191,32.54807692,30.4739011,28.39972527,26.32554945,24.80689103,23.2882326,21.76957418,21.17981407,20.59005396,20.00029385
5/22/14,22,5,28.45570055,15.95535714,2014,142,19.41053374,18.4796744,17.69559434,17.01824796,16.42202793,16.23393738,18.36945814,20.43369117,22.36567823,24.10836633,25.61029259,26.827104,27.72286719,28.27112958,28.45570055,26.73557692,25.0154533,23.29532967,22.03125,20.76717033,19.50309066,18.93287967,18.36266867,17.79245768
5/23/14,23,5,26.55391484,14.30013736,2014,143,17.22224669,16.43319951,15.76881124,15.19501436,14.69004237,14.5966091,16.68701955,18.70711928,20.59739996,22.30217743,23.77123209,24.96128828,25.83728912,26.37342921,26.55391484,25.29258242,24.03125,22.76991758,21.39102564,20.0121337,18.63324176,18.06673908,17.50023641,16.93373374
5/24/14,24,5,27.41552198,13.86401099,2014,144,16.36723106,15.68973027,15.11947509,14.62710711,14.19388446,14.22194584,16.52989155,18.75953266,20.84537605,22.72615244,24.34661613,25.6591678,26.62525268,27.21649309,27.41552198,25.72138278,24.02724359,22.3331044,21.4077381,20.48237179,19.55700549,18.98396658,18.41092767,17.83788876
5/25/14,25,5,26.32554945,14.98729396,2014,145,17.26484985,16.64713779,16.1273797,15.67871975,15.28402675,15.30762646,17.2359583,19.09839753,20.84036706,22.41082002,23.76373566,24.85946794,25.66590736,26.15942187,26.32554945,25.28365385,24.24175824,23.19986264,22.10084707,21.0018315,19.90281593,19.11495876,18.32710158,17.53924441
5/26/14,26,5,28.28846154,14.36916209,2014,146,16.75138724,16.10369356,15.55892222,15.08880433,14.6753236,14.79215229,17.1556274,19.43767615,21.57160993,23.49506849,25.15184228,26.4935151,27.48087899,28.08508004,28.28846154,26.39503205,24.50160256,22.60817308,21.65762363,20.70707418,19.75652473,19.15519961,18.55387449,17.95254938
5/27/14,27,5,26.02369505,14.78743132,2014,147,17.35122426,16.65284892,16.06562659,15.55898556,15.1134554,15.14742618,17.05293797,18.89238839,20.61213782,22.16203715,23.49689017,24.57777159,25.37316209,25.85986748,26.02369505,24.40075549,22.77781593,21.15487637,20.21279762,19.27071886,18.32864011,17.8787552,17.42887029,16.97898537
5/28/14,28,5,25.15178571,14.16517857,2014,148,16.52910046,15.88384777,15.34147118,14.87363302,14.4622993,14.53747055,16.39802499,18.19362643,19.87203929,21.38443705,22.68682273,23.74130873,24.51721909,24.99198185,25.15178571,23.78731685,22.42284799,21.05837912,20.00641026,18.95444139,17.90247253,17.29642576,16.69037899,16.08433222
5/29/14,29,5,26.01339286,12.99347527,2014,149,15.47828545,14.79841274,14.22715465,13.73454056,13.30151403,13.46128976,15.66273809,17.78674427,19.77168314,21.55996433,23.09970323,24.34622629,25.26336725,25.82451645,26.01339286,25.0294185,24.04544414,23.06146978,21.62843407,20.19539835,18.76236264,17.89497431,17.02758599,16.16019766
5/30/14,30,5,28.62328297,12.67788462,2014,150,15.29280934,14.5761227,13.97409585,13.45505093,12.99885854,13.27438613,15.96743064,18.56522042,20.99252896,23.17906652,25.0615155,26.58536407,27.70648469,28.39241201,28.62328297,27.67032967,26.71737637,25.76442308,24.10565476,22.44688645,20.78811813,19.82380631,18.85949448,17.89518265
5/31/14,31,5,24.84958791,14.36538462,2014,151,16.93087083,16.22649576,15.63497821,15.12509822,14.67703021,14.77600088,16.5443063,18.24966134,19.84279539,21.27768006,22.51285902,23.51264578,24.24815472,24.69813568,24.84958791,24.84958791,24.84958791,24.84958791,23.62007784,22.39056777,21.16105769,20.26941358,19.37776946,18.48612535
6/1/14,1,6,25.04395604,16.10027473,2014,152,17.59448123,17.18342283,16.83833563,16.54094357,16.27964931,16.46794674,17.97416179,19.4263761,20.78273904,22.00416227,23.05544617,23.90629427,24.53218637,24.91508516,25.04395604,24.69860348,24.35325092,24.00789835,22.23706502,20.46623168,18.69539835,18.22744648,17.75949461,17.29154274
6/2/14,2,6,19.91414835,14.64663462,2014,153,16.82359087,16.22373325,15.72027944,15.28649096,14.90541068,14.86874145,15.75512468,16.60960826,17.40760115,18.12613798,18.74454005,19.24501042,19.61314607,19.83835245,19.91414835,18.82234432,17.73054029,16.63873626,16.15613553,15.6735348,15.19093407,14.88886805,14.58680203,14.28473601
6/3/14,3,6,22.88770604,12.21428571,2014,154,13.98266999,13.49450835,13.08491997,12.73208295,12.42216753,12.67727033,14.47163946,16.20114999,17.8161074,19.27010866,20.52137547,21.53395478,22.27875179,22.73436599,22.88770604,22.86206502,22.83642399,22.81078297,21.41014194,20.00950092,18.60885989,18.22226903,17.83567816,17.4490873
6/4/14,4,6,30.40144231,16.23866758,2014,155,17.06249644,16.83482735,16.64383745,16.47933175,16.33485174,16.87593085,19.25392405,21.54546565,23.68485142,25.61073976,27.26791055,28.60884845,29.59510533,30.19840264,30.40144231,29.53010531,28.65876832,27.78743132,25.72664835,23.66586538,21.60508242,20.88958202,20.17408162,19.45858122
6/5/14,5,6,33.32554945,15.89835165,2014,156,18.74308082,17.95535265,17.29474741,16.72587976,16.22634982,16.70806953,19.63083174,22.44678405,25.07534104,27.44128,29.47689365,31.12392775,32.33524826,33.07619014,33.32554945,32.10164835,30.87774725,29.65384615,28.24908425,26.84432234,25.43956044,24.46582041,23.49208038,22.51834035
6/6/14,6,6,34.50549451,19.18956044,2014,157,21.54460032,20.89130466,20.34359612,19.87204573,19.45803654,19.91934496,22.48564428,24.95776835,27.26508112,29.34165561,31.12815771,32.57354155,33.63650802,34.28668487,34.50549451,32.9478022,31.39010989,29.83241758,28.34752747,26.86263736,25.37774725,24.48115556,23.58456386,22.68797217
6/7/14,7,6,34.5989011,18.66758242,2014,158,21.79138047,20.92407379,20.19704611,19.57117444,19.02171731,19.4473359,22.11404256,24.68244451,27.07927945,29.23617892,31.09161841,32.59267242,33.69652409,34.37168655,34.5989011,33.13839286,31.67788462,30.21737637,28.54235348,26.86733059,25.19230769,24.2394292,23.28655071,22.33367222
6/8/14,8,6,33.86778846,18.13358516,2014,159,21.38079372,20.47765779,19.72080934,19.06939822,18.49760733,18.92010012,21.55165926,24.08585684,26.45050516,28.57824612,30.40847001,31.889042,32.97778725,33.64369228,33.86778846,32.45970696,31.05162546,29.64354396,27.68326465,25.72298535,23.76270604,23.09383422,22.4249624,21.75609057
