,Total
4/3/14 23:59,68997.21
4/4/14 00:59,62970.24
4/4/14 01:59,59838.61
4/4/14 02:59,58280.38
4/4/14 03:59,58902.82
4/4/14 04:59,60670.55
4/4/14 05:59,64004.3
4/4/14 06:59,70463.81
4/4/14 07:59,79424.27
4/4/14 08:59,87767.26
4/4/14 09:59,98564.24
4/4/14 10:59,113708.46
4/4/14 11:59,116951.7
4/4/14 12:59,106915.5
4/4/14 13:59,92808.8
4/4/14 14:59,84413.87
4/4/14 15:59,82253.15
4/4/14 16:59,86475.99
4/4/14 17:59,93114.09
4/4/14 18:59,102298.23
4/4/14 19:59,111601.47
4/4/14 20:59,107936.27
4/4/14 21:59,95908.09
4/4/14 22:59,84775.07
4/4/14 23:59,75383.37
4/5/14 00:59,68956.86
4/5/14 01:59,66132.92
4/5/14 02:59,65166.67
4/5/14 03:59,65897.45
4/5/14 04:59,68120.12
4/5/14 05:59,71974.55
4/5/14 06:59,79440.86
4/5/14 07:59,86803.34
4/5/14 08:59,92593.24
4/5/14 09:59,101004.11
4/5/14 10:59,107472.04
4/5/14 11:59,109583.26
4/5/14 12:59,101716.27
4/5/14 13:59,91660.51
4/5/14 14:59,84593.5
4/5/14 15:59,82573.07
4/5/14 16:59,86860.73
4/5/14 17:59,93443.08
4/5/14 18:59,103800.62
4/5/14 19:59,115022.48
4/5/14 20:59,111960.47
4/5/14 21:59,98459.2
4/5/14 22:59,86891.68
4/5/14 23:59,76588.11
4/6/14 00:59,69624.22
4/6/14 01:59,67052.66
4/6/14 02:59,65988.07
4/6/14 03:59,67189.68
4/6/14 04:59,70502.61
4/6/14 05:59,75716.36
4/6/14 06:59,84648.24
4/6/14 07:59,94178.65
4/6/14 08:59,94980.55
4/6/14 09:59,98623.13
4/6/14 10:59,100361.74
4/6/14 11:59,98677.33
4/6/14 12:59,85255.42
4/6/14 13:59,73271.7
4/6/14 14:59,67148.02
4/6/14 15:59,66641.58
4/6/14 16:59,70721.49
4/6/14 17:59,79668.04
4/6/14 18:59,91088.37
4/6/14 19:59,103287.69
4/6/14 20:59,95863.56
4/6/14 21:59,82402.93
4/6/14 22:59,72543.37
4/6/14 23:59,63894.06
4/7/14 00:59,58793.81
4/7/14 01:59,56787.28
4/7/14 02:59,56652.87
4/7/14 03:59,57277.46
4/7/14 04:59,60246.26
4/7/14 05:59,65668.97
4/7/14 06:59,74331.62
4/7/14 07:59,84268.74
4/7/14 08:59,84777.14
4/7/14 09:59,86877.8
4/7/14 10:59,88658.98
4/7/14 11:59,87764.23
4/7/14 12:59,75289.73
4/7/14 13:59,65364.28
4/7/14 14:59,59113.05
4/7/14 15:59,57903.7
4/7/14 16:59,62459.68
4/7/14 17:59,71417.81
4/7/14 18:59,82980.17
4/7/14 19:59,92164.19
4/7/14 20:59,85459.32
4/7/14 21:59,72023.75
4/7/14 22:59,62480.88
4/7/14 23:59,54515.92
4/8/14 00:59,49990.44
4/8/14 01:59,47844.8
4/8/14 02:59,48423.62
4/8/14 03:59,50016.09
4/8/14 04:59,52980.06
4/8/14 05:59,57419.95
4/8/14 06:59,67144.77
4/8/14 07:59,77134.54
4/8/14 08:59,76577.49
4/8/14 09:59,78070.77
4/8/14 10:59,80412.68
4/8/14 11:59,78160.53
4/8/14 12:59,65877.71
4/8/14 13:59,53652.1
4/8/14 14:59,46003.35
4/8/14 15:59,47476.57
4/8/14 16:59,53822.36
4/8/14 17:59,60559.9
4/8/14 18:59,70248.85
4/8/14 19:59,78818.5
4/8/14 20:59,74796.1
4/8/14 21:59,63007.91
4/8/14 22:59,54064.7
4/8/14 23:59,46548.25
4/9/14 00:59,41403.71
4/9/14 01:59,39583.95
4/9/14 02:59,37220.26
4/9/14 03:59,40390.52
4/9/14 04:59,43337.32
4/9/14 05:59,47034.1
4/9/14 06:59,54807.91
4/9/14 07:59,64975.41
4/9/14 08:59,66676.96
4/9/14 09:59,66159.45
4/9/14 10:59,68463.56
4/9/14 11:59,72058.66
4/9/14 12:59,62157.34
4/9/14 13:59,55647.36
4/9/14 14:59,48075.45
4/9/14 15:59,49786.62
4/9/14 16:59,53410.34
4/9/14 17:59,57942.96
4/9/14 18:59,65958.29
4/9/14 19:59,75877.46
4/9/14 20:59,70951.4
4/9/14 21:59,60455.01
4/9/14 22:59,54706.3
4/9/14 23:59,49549.81
4/10/14 00:59,43953.33
4/10/14 01:59,40268.87
4/10/14 02:59,39209.43
4/10/14 03:59,39691.22
4/10/14 04:59,40787.5
4/10/14 05:59,43500.66
4/10/14 06:59,47843.08
4/10/14 07:59,60372.33
4/10/14 08:59,65205.82
4/10/14 09:59,59546.51
4/10/14 10:59,73555.78
4/10/14 11:59,71332.93
4/10/14 12:59,62982.14
4/10/14 13:59,51602.72
4/10/14 14:59,47867.05
4/10/14 15:59,47272.4
4/10/14 16:59,50679.67
4/10/14 17:59,56418.32
4/10/14 18:59,65250.2
4/10/14 19:59,70039.64
4/10/14 20:59,64040.44
4/10/14 21:59,53334.68
4/10/14 22:59,46354.02
4/10/14 23:59,41937.07
4/11/14 00:59,39221.84
4/11/14 01:59,38946.11
4/11/14 02:59,37451.24
4/11/14 03:59,35843.59
4/11/14 04:59,37121.38
4/11/14 05:59,38598.31
4/11/14 06:59,42717.98
4/11/14 07:59,49390.74
4/11/14 08:59,59594.06
4/11/14 09:59,69028.94
4/11/14 10:59,76171.7
4/11/14 11:59,76674.23
4/11/14 12:59,66585.22
4/11/14 13:59,51936.46
4/11/14 14:59,42750.3
4/11/14 15:59,41331.13
4/11/14 16:59,48408.02
4/11/14 17:59,53877.22
4/11/14 18:59,60887.79
4/11/14 19:59,69534.04
4/11/14 20:59,63490.47
4/11/14 21:59,50701.1
4/11/14 22:59,42908.48
4/11/14 23:59,34636.05
4/12/14 00:59,34668.58
4/12/14 01:59,33950.71
4/12/14 02:59,34730.97
4/12/14 03:59,35954.12
4/12/14 04:59,37476.47
4/12/14 05:59,38556.9
4/12/14 06:59,44509.28
4/12/14 07:59,50316.47
4/12/14 08:59,56393.4
4/12/14 09:59,58561.04
4/12/14 10:59,64403.62
4/12/14 11:59,68585.97
4/12/14 12:59,58224.01
4/12/14 13:59,49114.54
4/12/14 14:59,44251.01
4/12/14 15:59,41850.17
4/12/14 16:59,49619.57
4/12/14 17:59,56442.67
4/12/14 18:59,65270.64
4/12/14 19:59,71556.72
4/12/14 20:59,62743.51
4/12/14 21:59,55968.76
4/12/14 22:59,46704.27
4/12/14 23:59,39453.07
4/13/14 00:59,34711.7
4/13/14 01:59,33412.33
4/13/14 02:59,34424.9
4/13/14 03:59,36109.37
4/13/14 04:59,39149.82
4/13/14 05:59,43810.32
4/13/14 06:59,50889.51
4/13/14 07:59,58051.8
4/13/14 08:59,61403.33
4/13/14 09:59,63159.48
4/13/14 10:59,70044.59
4/13/14 11:59,71368.7
4/13/14 12:59,60604.59
4/13/14 13:59,50725.84
4/13/14 14:59,45404.73
4/13/14 15:59,45819.18
4/13/14 16:59,50018.08
4/13/14 17:59,57302.48
4/13/14 18:59,66420.22
4/13/14 19:59,73511.04
4/13/14 20:59,65677.3
4/13/14 21:59,54834.64
4/13/14 22:59,50294.07
4/13/14 23:59,44272.22
4/14/14 00:59,38800.89
4/14/14 01:59,36494.14
4/14/14 02:59,35814.04
4/14/14 03:59,37309.21
4/14/14 04:59,40334.7
4/14/14 05:59,44377.79
4/14/14 06:59,54110.15
4/14/14 07:59,64124.31
4/14/14 08:59,64767.23
4/14/14 09:59,66224.1
4/14/14 10:59,69691.89
4/14/14 11:59,69043.88
4/14/14 12:59,54844.21
4/14/14 13:59,47634.61
4/14/14 14:59,44469.13
4/14/14 15:59,44044.54
4/14/14 16:59,47935.1
4/14/14 17:59,55550.47
4/14/14 18:59,64257.9
4/14/14 19:59,70006.41
4/14/14 20:59,65031.68
4/14/14 21:59,53039.25
4/14/14 22:59,47129.77
4/14/14 23:59,43029.93
4/15/14 00:59,41728.34
4/15/14 01:59,39364.16
4/15/14 02:59,36935.05
4/15/14 03:59,37029.65
4/15/14 04:59,38592.38
4/15/14 05:59,41844.83
4/15/14 06:59,50938.61
4/15/14 07:59,59537.69
4/15/14 08:59,62362.12
4/15/14 09:59,66551.32
4/15/14 10:59,69220.86
4/15/14 11:59,67840.48
4/15/14 12:59,58061.04
4/15/14 13:59,47805.28
4/15/14 14:59,44221.77
4/15/14 15:59,44842.9
4/15/14 16:59,47839.03
4/15/14 17:59,53549.67
4/15/14 18:59,58444.06
4/15/14 19:59,66972.32
4/15/14 20:59,61525.41
4/15/14 21:59,51385.92
4/15/14 22:59,43151.48
4/15/14 23:59,39368.62
4/16/14 00:59,39480.75
4/16/14 01:59,38302.65
4/16/14 02:59,34384.14
4/16/14 03:59,39447.84
4/16/14 04:59,40152.06
4/16/14 05:59,41843.13
4/16/14 06:59,50283.93
4/16/14 07:59,58573.07
4/16/14 08:59,62375.97
4/16/14 09:59,65385.43
4/16/14 10:59,70588.86
4/16/14 11:59,71432.49
4/16/14 12:59,61024.39
4/16/14 13:59,50788.4
4/16/14 14:59,44191.63
4/16/14 15:59,41698.33
4/16/14 16:59,46839.76
4/16/14 17:59,52197.17
4/16/14 18:59,59744.98
4/16/14 19:59,66738.55
4/16/14 20:59,60961.71
4/16/14 21:59,47989.78
4/16/14 22:59,44297.3
4/16/14 23:59,41122.7
4/17/14 00:59,38524.41
4/17/14 01:59,33448.61
4/17/14 02:59,33939.7
4/17/14 03:59,36747.84
4/17/14 04:59,36838.07
4/17/14 05:59,42036.71
4/17/14 06:59,45218.78
4/17/14 07:59,52225.41
4/17/14 08:59,57439.64
4/17/14 09:59,63248.2
4/17/14 10:59,68165.69
4/17/14 11:59,66881.12
4/17/14 12:59,61733.32
4/17/14 13:59,52934.57
4/17/14 14:59,46119.13
4/17/14 15:59,42642.7
4/17/14 16:59,44866.95
4/17/14 17:59,43520.17
4/17/14 18:59,54903.33
4/17/14 19:59,63211.97
4/17/14 20:59,58976.37
4/17/14 21:59,47814.21
4/17/14 22:59,41854.74
4/17/14 23:59,37080.92
4/18/14 00:59,30780.23
4/18/14 01:59,32372.69
4/18/14 02:59,32396.72
4/18/14 03:59,34139.64
4/18/14 04:59,36026.19
4/18/14 05:59,34061.59
4/18/14 06:59,46276.4
4/18/14 07:59,55332.5
4/18/14 08:59,59880.06
4/18/14 09:59,66469.79
4/18/14 10:59,73213.34
4/18/14 11:59,76027.14
4/18/14 12:59,63767.14
4/18/14 13:59,49962.81
4/18/14 14:59,43017.55
4/18/14 15:59,42775.18
4/18/14 16:59,44725.57
4/18/14 17:59,47713.65
4/18/14 18:59,53191.6
4/18/14 19:59,58075.6
4/18/14 20:59,56276.49
4/18/14 21:59,46146.25
4/18/14 22:59,36131.43
4/18/14 23:59,34458.48
4/19/14 00:59,31226.45
4/19/14 01:59,28585.35
4/19/14 02:59,26964.73
4/19/14 03:59,30782.36
4/19/14 04:59,33717.36
4/19/14 05:59,37686.5
4/19/14 06:59,43962.87
4/19/14 07:59,47766.94
4/19/14 08:59,59987.49
4/19/14 09:59,66390.3
4/19/14 10:59,68623.23
4/19/14 11:59,66911.06
4/19/14 12:59,55382.81
4/19/14 13:59,44467.22
4/19/14 14:59,41844.75
4/19/14 15:59,41073.74
4/19/14 16:59,44328.47
4/19/14 17:59,50549.81
4/19/14 18:59,54297.17
4/19/14 19:59,65466.94
4/19/14 20:59,59701.26
4/19/14 21:59,46917.19
4/19/14 22:59,39550.59
4/19/14 23:59,32760.71
4/20/14 00:59,31256.39
4/20/14 01:59,28896.56
4/20/14 02:59,28112.44
4/20/14 03:59,28679.18
4/20/14 04:59,30576.1
4/20/14 05:59,34049.46
4/20/14 06:59,42729.31
4/20/14 07:59,52723.63
4/20/14 08:59,58336.66
4/20/14 09:59,64393.15
4/20/14 10:59,70316.34
4/20/14 11:59,66076.23
4/20/14 12:59,59654.79
4/20/14 13:59,50982.76
4/20/14 14:59,44429.26
4/20/14 15:59,42946.93
4/20/14 16:59,46679.44
4/20/14 17:59,50492.13
4/20/14 18:59,57764.06
4/20/14 19:59,66851.2
4/20/14 20:59,57659.51
4/20/14 21:59,49804.41
4/20/14 22:59,44035.49
4/20/14 23:59,40006.41
4/21/14 00:59,34564.33
4/21/14 01:59,30633.35
4/21/14 02:59,28029.94
4/21/14 03:59,27984.3
4/21/14 04:59,31610.52
4/21/14 05:59,35001.22
4/21/14 06:59,43667.72
4/21/14 07:59,52842.42
4/21/14 08:59,55262.56
4/21/14 09:59,59308.95
4/21/14 10:59,62824.86
4/21/14 11:59,63977.74
4/21/14 12:59,54669.74
4/21/14 13:59,46748.05
4/21/14 14:59,43212.63
4/21/14 15:59,43760.55
4/21/14 16:59,43954.88
4/21/14 17:59,52035.18
4/21/14 18:59,61799.42
4/21/14 19:59,67054.28
4/21/14 20:59,59931.51
4/21/14 21:59,48883.73
4/21/14 22:59,42539
4/21/14 23:59,38740.32
4/22/14 00:59,36476.96
4/22/14 01:59,35152.64
4/22/14 02:59,33796.61
4/22/14 03:59,32685.88
4/22/14 04:59,33135.76
4/22/14 05:59,34735.85
4/22/14 06:59,44657.58
4/22/14 07:59,53875.08
4/22/14 08:59,56974.01
4/22/14 09:59,61227.87
4/22/14 10:59,65822.64
4/22/14 11:59,67867.48
4/22/14 12:59,58949.22
4/22/14 13:59,51858.32
4/22/14 14:59,47761.16
4/22/14 15:59,47936.47
4/22/14 16:59,52279.44
4/22/14 17:59,56732.01
4/22/14 18:59,62927.21
4/22/14 19:59,73160.09
4/22/14 20:59,65795.48
4/22/14 21:59,53240.71
4/22/14 22:59,46050.65
4/22/14 23:59,40998.95
4/23/14 00:59,37449.78
4/23/14 01:59,36898.9
4/23/14 02:59,37377.77
4/23/14 03:59,38863.71
4/23/14 04:59,39518.49
4/23/14 05:59,40598.34
4/23/14 06:59,47962.34
4/23/14 07:59,54979.54
4/23/14 08:59,59182.53
4/23/14 09:59,61115.67
4/23/14 10:59,61930.49
4/23/14 11:59,60854.8
4/23/14 12:59,52588.33
4/23/14 13:59,45564.5
4/23/14 14:59,43465.69
4/23/14 15:59,44841.33
4/23/14 16:59,49783.14
4/23/14 17:59,55768.41
4/23/14 18:59,63801.54
4/23/14 19:59,69285.88
4/23/14 20:59,57491.27
4/23/14 21:59,52921.28
4/23/14 22:59,45900.12
4/23/14 23:59,40242.23
4/24/14 00:59,37107.82
4/24/14 01:59,35503.64
4/24/14 02:59,34642.07
4/24/14 03:59,35657.75
4/24/14 04:59,38594.31
4/24/14 05:59,42498.13
4/24/14 06:59,48456.03
4/24/14 07:59,54185.73
4/24/14 08:59,56977.89
4/24/14 09:59,59181.25
4/24/14 10:59,66047.13
4/24/14 11:59,64071.16
4/24/14 12:59,52906.84
4/24/14 13:59,44283.06
4/24/14 14:59,40496.03
4/24/14 15:59,41247.23
4/24/14 16:59,45622.21
4/24/14 17:59,52412.97
4/24/14 18:59,60299.6
4/24/14 19:59,65132.75
4/24/14 20:59,60562.96
4/24/14 21:59,47229.16
4/24/14 22:59,40812.61
4/24/14 23:59,40035.88
4/25/14 00:59,35089.67
4/25/14 01:59,32324.03
4/25/14 02:59,31097.09
4/25/14 03:59,31570.29
4/25/14 04:59,33421.56
4/25/14 05:59,36354.29
4/25/14 06:59,43536.46
4/25/14 07:59,53061.58
4/25/14 08:59,60487.16
4/25/14 09:59,69006.27
4/25/14 10:59,77652.66
4/25/14 11:59,76589.46
4/25/14 12:59,66879.52
4/25/14 13:59,52840.49
4/25/14 14:59,47405.67
4/25/14 15:59,46659.61
4/25/14 16:59,50049.87
4/25/14 17:59,55264.46
4/25/14 18:59,61805.44
4/25/14 19:59,68676.83
4/25/14 20:59,66779.14
4/25/14 21:59,56647.76
4/25/14 22:59,49776.53
4/25/14 23:59,40791.36
4/26/14 00:59,37212.51
4/26/14 01:59,39092.87
4/26/14 02:59,36497.19
4/26/14 03:59,36070.96
4/26/14 04:59,35350.66
4/26/14 05:59,37227.11
4/26/14 06:59,47893.1
4/26/14 07:59,56635.64
4/26/14 08:59,58827.07
4/26/14 09:59,62098.56
4/26/14 10:59,70919.76
4/26/14 11:59,71533.9
4/26/14 12:59,60893.66
4/26/14 13:59,50246.91
4/26/14 14:59,43232.38
4/26/14 15:59,42991.45
4/26/14 16:59,46793.57
4/26/14 17:59,51507.68
4/26/14 18:59,58254.21
4/26/14 19:59,64509.49
4/26/14 20:59,61018.75
4/26/14 21:59,50317.98
4/26/14 22:59,43260.88
4/26/14 23:59,39089.63
4/27/14 00:59,32928.67
4/27/14 01:59,35353.56
4/27/14 02:59,39592.67
4/27/14 03:59,42192.14
4/27/14 04:59,44981.54
4/27/14 05:59,44061.62
4/27/14 06:59,48169.08
4/27/14 07:59,57933.4
4/27/14 08:59,57932.74
4/27/14 09:59,61293.01
4/27/14 10:59,68689.1
4/27/14 11:59,70446.11
4/27/14 12:59,61135.93
4/27/14 13:59,52599.77
4/27/14 14:59,44562.5
4/27/14 15:59,47223.9
4/27/14 16:59,52697.02
4/27/14 17:59,55703.75
4/27/14 18:59,59966.82
4/27/14 19:59,65026.28
4/27/14 20:59,61653.87
4/27/14 21:59,49961.9
4/27/14 22:59,42596.16
4/27/14 23:59,37984.17
4/28/14 00:59,34665.27
4/28/14 01:59,33599.76
4/28/14 02:59,33906.18
4/28/14 03:59,35977.48
4/28/14 04:59,39127.26
4/28/14 05:59,42178.31
4/28/14 06:59,51465.56
4/28/14 07:59,59136.14
4/28/14 08:59,58204.83
4/28/14 09:59,60319.82
4/28/14 10:59,67876.45
4/28/14 11:59,66821.11
4/28/14 12:59,55807.18
4/28/14 13:59,46994.92
4/28/14 14:59,42944.61
4/28/14 15:59,44627.58
4/28/14 16:59,49180.87
4/28/14 17:59,56460.4
4/28/14 18:59,63155.52
4/28/14 19:59,66039.9
4/28/14 20:59,59985.87
4/28/14 21:59,45218.88
4/28/14 22:59,39526.51
4/28/14 23:59,34181.21
4/29/14 00:59,30326.28
4/29/14 01:59,29053.89
4/29/14 02:59,29571.29
4/29/14 03:59,32274.31
4/29/14 04:59,35599.93
4/29/14 05:59,39883.65
4/29/14 06:59,49075.88
4/29/14 07:59,55837.66
4/29/14 08:59,57434.55
4/29/14 09:59,60999.56
4/29/14 10:59,64154.41
4/29/14 11:59,60882.89
4/29/14 12:59,54524.11
4/29/14 13:59,45114.27
4/29/14 14:59,40058.76
4/29/14 15:59,40282.15
4/29/14 16:59,44242.09
4/29/14 17:59,50364.92
4/29/14 18:59,57908.96
4/29/14 19:59,63477.49
4/29/14 20:59,56624.88
4/29/14 21:59,42951.84
4/29/14 22:59,36100.96
4/29/14 23:59,30179.76
4/30/14 00:59,28564.13
4/30/14 01:59,27520.24
4/30/14 02:59,26911.88
4/30/14 03:59,28012.02
4/30/14 04:59,30410.7
4/30/14 05:59,34222.76
4/30/14 06:59,41738.5
4/30/14 07:59,48696.85
4/30/14 08:59,53226.03
4/30/14 09:59,56837.63
4/30/14 10:59,62001.09
4/30/14 11:59,59015.11
4/30/14 12:59,47960.65
4/30/14 13:59,41902.12
4/30/14 14:59,38582.62
4/30/14 15:59,39870.48
4/30/14 16:59,42361.96
4/30/14 17:59,46935.46
4/30/14 18:59,53996.56
4/30/14 19:59,59465.32
4/30/14 20:59,56390.6
4/30/14 21:59,45509.81
4/30/14 22:59,38762.26
4/30/14 23:59,27681.5
5/1/14 00:59,26509.6
5/1/14 01:59,24640.58
5/1/14 02:59,24271.1
5/1/14 03:59,25604.27
5/1/14 04:59,28446.88
5/1/14 05:59,30371.89
5/1/14 06:59,36014.21
5/1/14 07:59,43435.2
5/1/14 08:59,49670.53
5/1/14 09:59,55320.1
5/1/14 10:59,61405.97
5/1/14 11:59,62633.74
5/1/14 12:59,52916.89
5/1/14 13:59,43173.78
5/1/14 14:59,38546.01
5/1/14 15:59,38612.76
5/1/14 16:59,42061.46
5/1/14 17:59,46105.74
5/1/14 18:59,51648.04
5/1/14 19:59,56516.5
5/1/14 20:59,53997.64
5/1/14 21:59,41638.82
5/1/14 22:59,34561.45
5/1/14 23:59,29572.88
5/2/14 00:59,25495.23
5/2/14 01:59,23781.61
5/2/14 02:59,23261.79
5/2/14 03:59,24196.03
5/2/14 04:59,26558.56
5/2/14 05:59,28052.58
5/2/14 06:59,33660.25
5/2/14 07:59,42406.78
5/2/14 08:59,50657.76
5/2/14 09:59,60138.61
5/2/14 10:59,69654.1
5/2/14 11:59,71452.12
5/2/14 12:59,58223.94
5/2/14 13:59,43594.6
5/2/14 14:59,36866.08
5/2/14 15:59,36488.52
5/2/14 16:59,40177.23
5/2/14 17:59,45581.2
5/2/14 18:59,51316.44
5/2/14 19:59,56097.5
5/2/14 20:59,53074.97
5/2/14 21:59,41832.67
5/2/14 22:59,34751.17
5/2/14 23:59,30273.69
5/3/14 00:59,26192.3
5/3/14 01:59,24617.27
5/3/14 02:59,24590.89
5/3/14 03:59,26131.25
5/3/14 04:59,28792.89
5/3/14 05:59,30900.28
5/3/14 06:59,37443.86
5/3/14 07:59,45476.62
5/3/14 08:59,52357.24
5/3/14 09:59,58163.94
5/3/14 10:59,64112.49
5/3/14 11:59,65468.71
5/3/14 12:59,54911.73
5/3/14 13:59,43911.2
5/3/14 14:59,39809.23
5/3/14 15:59,39994.84
5/3/14 16:59,43333.69
5/3/14 17:59,48301.59
5/3/14 18:59,55617.01
5/3/14 19:59,61008.96
5/3/14 20:59,59003.47
5/3/14 21:59,46356.55
5/3/14 22:59,38376.18
5/3/14 23:59,31961.52
5/4/14 00:59,27857.35
5/4/14 01:59,25822
5/4/14 02:59,25908.84
5/4/14 03:59,27920.68
5/4/14 04:59,31039.8
5/4/14 05:59,34864.24
5/4/14 06:59,43935.22
5/4/14 07:59,50763.33
5/4/14 08:59,53530.95
5/4/14 09:59,57297.09
5/4/14 10:59,62439.91
5/4/14 11:59,62741.58
5/4/14 12:59,52233.75
5/4/14 13:59,46061.19
5/4/14 14:59,43085.69
5/4/14 15:59,43509.96
5/4/14 16:59,47558.23
5/4/14 17:59,53386.63
5/4/14 18:59,60721.9
5/4/14 19:59,64555.52
5/4/14 20:59,60420.86
5/4/14 21:59,48430.96
5/4/14 22:59,41323.11
5/4/14 23:59,34792.27
5/5/14 00:59,27149.51
5/5/14 01:59,26515.58
5/5/14 02:59,26531.93
5/5/14 03:59,28685.82
5/5/14 04:59,31475.63
5/5/14 05:59,35159.87
5/5/14 06:59,43850.87
5/5/14 07:59,51797.38
5/5/14 08:59,53858.98
5/5/14 09:59,57593.31
5/5/14 10:59,62488.36
5/5/14 11:59,62358.38
5/5/14 12:59,51223.45
5/5/14 13:59,43567.99
5/5/14 14:59,39840.98
5/5/14 15:59,41333.08
5/5/14 16:59,45974.75
5/5/14 17:59,52258.02
5/5/14 18:59,59404.6
5/5/14 19:59,62892.49
5/5/14 20:59,57404.25
5/5/14 21:59,45222.97
5/5/14 22:59,38118.04
5/5/14 23:59,32132.66
5/6/14 00:59,28863.36
5/6/14 01:59,27395.98
5/6/14 02:59,27303.25
5/6/14 03:59,28905.81
5/6/14 04:59,31995.92
5/6/14 05:59,35832.56
5/6/14 06:59,44250.77
5/6/14 07:59,51414.92
5/6/14 08:59,52528.48
5/6/14 09:59,56605.13
5/6/14 10:59,60343.62
5/6/14 11:59,59296.87
5/6/14 12:59,49127.67
5/6/14 13:59,41258.53
5/6/14 14:59,38486.32
5/6/14 15:59,39681.75
5/6/14 16:59,44132.75
5/6/14 17:59,50014.31
5/6/14 18:59,56298.22
5/6/14 19:59,61233.77
5/6/14 20:59,55502.97
5/6/14 21:59,42456
5/6/14 22:59,35068.71
5/6/14 23:59,30017.31
5/7/14 00:59,26951.77
5/7/14 01:59,25248.82
5/7/14 02:59,25235.47
5/7/14 03:59,26516.79
5/7/14 04:59,28835.31
5/7/14 05:59,32629.62
5/7/14 06:59,39870.72
5/7/14 07:59,47999.97
5/7/14 08:59,51338.84
5/7/14 09:59,56403.98
5/7/14 10:59,61659.81
5/7/14 11:59,60311.7
5/7/14 12:59,49636.31
5/7/14 13:59,42007.35
5/7/14 14:59,38469.54
5/7/14 15:59,38693.97
5/7/14 16:59,42474.3
5/7/14 17:59,47896.28
5/7/14 18:59,54479.51
5/7/14 19:59,58845.4
5/7/14 20:59,53866.86
5/7/14 21:59,41593.39
5/7/14 22:59,35178.55
5/7/14 23:59,30408.31
5/8/14 00:59,26839.47
5/8/14 01:59,25443.91
5/8/14 02:59,24652.98
5/8/14 03:59,25939.69
5/8/14 04:59,28438.49
5/8/14 05:59,31341.57
5/8/14 06:59,37970.26
5/8/14 07:59,45163.52
5/8/14 08:59,49081.27
5/8/14 09:59,54013.26
5/8/14 10:59,59212.5
5/8/14 11:59,59092.01
5/8/14 12:59,49124.84
5/8/14 13:59,41360.86
5/8/14 14:59,37850.96
5/8/14 15:59,38246.96
5/8/14 16:59,41914.69
5/8/14 17:59,47282.59
5/8/14 18:59,53011.74
5/8/14 19:59,56871.93
5/8/14 20:59,51134.13
5/8/14 21:59,39360.66
5/8/14 22:59,33767.32
5/8/14 23:59,29141.18
5/9/14 00:59,25834.4
5/9/14 01:59,23775.47
5/9/14 02:59,23280.15
5/9/14 03:59,24244.23
5/9/14 04:59,26144.58
5/9/14 05:59,27747.02
5/9/14 06:59,32724.81
5/9/14 07:59,39938.36
5/9/14 08:59,48101.75
5/9/14 09:59,58312.69
5/9/14 10:59,67346.73
5/9/14 11:59,68853.91
5/9/14 12:59,55833.34
5/9/14 13:59,41119.38
5/9/14 14:59,35281.02
5/9/14 15:59,35541.85
5/9/14 16:59,38303.04
5/9/14 17:59,41850.71
5/9/14 18:59,46151.91
5/9/14 19:59,49850.12
5/9/14 20:59,48511.7
5/9/14 21:59,38514.42
5/9/14 22:59,32570.54
5/9/14 23:59,27788.28
5/10/14 00:59,24462.9
5/10/14 01:59,23169.52
5/10/14 02:59,22914.73
5/10/14 03:59,23975.73
5/10/14 04:59,26388.16
5/10/14 05:59,28390.93
5/10/14 06:59,34020.47
5/10/14 07:59,40978.37
5/10/14 08:59,47277.66
5/10/14 09:59,43002.9
5/10/14 10:59,59261.98
5/10/14 11:59,60466.79
5/10/14 12:59,51373.93
5/10/14 13:59,40832.48
5/10/14 14:59,36051.47
5/10/14 15:59,35748.4
5/10/14 16:59,38775.43
5/10/14 17:59,43560.31
5/10/14 18:59,48879.44
5/10/14 19:59,53483.72
5/10/14 20:59,51692.35
5/10/14 21:59,39542.06
5/10/14 22:59,32345.78
5/10/14 23:59,27441.21
5/11/14 00:59,23722.88
5/11/14 01:59,22677.76
5/11/14 02:59,22740.75
5/11/14 03:59,23014.25
5/11/14 04:59,24718.12
5/11/14 05:59,27358.2
5/11/14 06:59,34582.53
5/11/14 07:59,42371.12
5/11/14 08:59,46126.94
5/11/14 09:59,51221.61
5/11/14 10:59,55500.64
5/11/14 11:59,56214.95
5/11/14 12:59,46426.1
5/11/14 13:59,38927.74
5/11/14 14:59,35476.15
5/11/14 15:59,35796.07
5/11/14 16:59,39303.31
5/11/14 17:59,44714.99
5/11/14 18:59,50678.32
5/11/14 19:59,54229.09
5/11/14 20:59,49703.58
5/11/14 21:59,38176.86
5/11/14 22:59,31812.19
5/11/14 23:59,27141.13
5/12/14 00:59,24573.31
5/12/14 01:59,22924.01
5/12/14 02:59,22224.73
5/12/14 03:59,22996.68
5/12/14 04:59,24796.47
5/12/14 05:59,27764.4
5/12/14 06:59,35213.72
5/12/14 07:59,41965.29
5/12/14 08:59,44529.7
5/12/14 09:59,49847
5/12/14 10:59,54723.03
5/12/14 11:59,55362.81
5/12/14 12:59,45196.91
5/12/14 13:59,37376.49
5/12/14 14:59,34706.03
5/12/14 15:59,35845.57
5/12/14 16:59,40001.15
5/12/14 17:59,44763.8
5/12/14 18:59,49994.93
5/12/14 19:59,52781.77
