,Total
10/5/14 06:59,21420.62
10/5/14 07:59,27522.76
10/5/14 08:59,31311.62
10/5/14 09:59,35600
10/5/14 10:59,42824.42
10/5/14 11:59,42055.25
10/5/14 12:59,35649.03
10/5/14 13:59,28072.27
10/5/14 14:59,23307.94
10/5/14 15:59,22441.59
10/5/14 16:59,22788.83
10/5/14 17:59,24837.67
10/5/14 18:59,30923.77
10/5/14 19:59,31547.48
10/5/14 20:59,27692.34
10/5/14 21:59,25370.9
10/5/14 22:59,24060.53
10/5/14 23:59,21196.45
10/6/14 00:59,18019.81
10/6/14 01:59,15763.08
10/6/14 02:59,14506.84
10/6/14 03:59,14309.52
10/6/14 04:59,12503.9
10/6/14 05:59,17279.17
10/6/14 06:59,25420.38
10/6/14 07:59,29960.33
10/6/14 08:59,34047.29
10/6/14 09:59,35969.26
10/6/14 10:59,42511.02
10/6/14 11:59,45208.65
10/6/14 12:59,36343.87
10/6/14 13:59,28743
10/6/14 14:59,27855.7
10/6/14 15:59,29458.79
10/6/14 16:59,31485.81
10/6/14 17:59,34861.65
10/6/14 18:59,42484.09
10/6/14 19:59,41441.81
10/6/14 20:59,32709.05
10/6/14 21:59,28460.44
10/6/14 22:59,28117.01
10/6/14 23:59,25320.86
10/7/14 00:59,20317.84
10/7/14 01:59,18117.41
10/7/14 02:59,16708.06
10/7/14 03:59,16886.31
10/7/14 04:59,17226.23
10/7/14 05:59,20665.81
10/7/14 06:59,27838.1
10/7/14 07:59,32113.55
10/7/14 08:59,36455.48
10/7/14 09:59,41839.76
10/7/14 10:59,47828.64
10/7/14 11:59,46435.12
10/7/14 12:59,38054
10/7/14 13:59,30866.13
10/7/14 14:59,30047.2
10/7/14 15:59,31538.82
10/7/14 16:59,32701.54
10/7/14 17:59,37192.75
10/7/14 18:59,44380.95
10/7/14 19:59,41183.51
10/7/14 20:59,31335.38
10/7/14 21:59,27322.27
10/7/14 22:59,27431.39
10/7/14 23:59,26721.98
10/8/14 00:59,21869.97
10/8/14 01:59,19096.51
10/8/14 02:59,18063.67
10/8/14 03:59,17599.32
10/8/14 04:59,18084.13
10/8/14 05:59,21704.19
10/8/14 06:59,28933.16
10/8/14 07:59,33017.88
10/8/14 08:59,37166.78
10/8/14 09:59,43061.55
10/8/14 10:59,48653.83
10/8/14 11:59,46520.53
10/8/14 12:59,36825.02
10/8/14 13:59,30401.6
10/8/14 14:59,29693.18
10/8/14 15:59,31597.64
10/8/14 16:59,33833.95
10/8/14 17:59,38571.68
10/8/14 18:59,45676.98
10/8/14 19:59,42310.38
10/8/14 20:59,33438.97
10/8/14 21:59,30055.42
10/8/14 22:59,30227.47
10/8/14 23:59,28258.77
10/9/14 00:59,23573.45
10/9/14 01:59,20100.98
10/9/14 02:59,18736.32
10/9/14 03:59,18745.62
10/9/14 04:59,18606.28
10/9/14 05:59,22053.19
10/9/14 06:59,28913.25
10/9/14 07:59,32991.97
10/9/14 08:59,37082.11
10/9/14 09:59,42591.63
10/9/14 10:59,47829.61
10/9/14 11:59,46504.79
10/9/14 12:59,37122.94
10/9/14 13:59,31248
10/9/14 14:59,30007.08
10/9/14 15:59,31211.76
10/9/14 16:59,33247.92
10/9/14 17:59,37664.01
10/9/14 18:59,43703.54
10/9/14 19:59,38991.73
10/9/14 20:59,30859.04
10/9/14 21:59,28126.69
10/9/14 22:59,28857.78
10/9/14 23:59,27174.05
10/10/14 00:59,22706.43
10/10/14 01:59,20070.23
10/10/14 02:59,17333.43
10/10/14 03:59,16251.67
10/10/14 04:59,15599.34
10/10/14 05:59,17600.68
10/10/14 06:59,22633.43
10/10/14 07:59,27906.75
10/10/14 08:59,35621.57
10/10/14 09:59,42402.9
10/10/14 10:59,53987.94
10/10/14 11:59,54333.41
10/10/14 12:59,41845.64
10/10/14 13:59,30308.1
10/10/14 14:59,29053.64
10/10/14 15:59,30408.93
10/10/14 16:59,31814.74
10/10/14 17:59,34235.99
10/10/14 18:59,38828.9
10/10/14 19:59,33940.98
10/10/14 20:59,27336.32
10/10/14 21:59,25491.75
10/10/14 22:59,25787.7
10/10/14 23:59,24025.11
10/11/14 00:59,20877.55
10/11/14 01:59,19171.54
10/11/14 02:59,17813.5
10/11/14 03:59,17755.15
10/11/14 04:59,17574.13
10/11/14 05:59,20110.91
10/11/14 06:59,24306.66
10/11/14 07:59,29955.44
10/11/14 08:59,35230.65
10/11/14 09:59,41589.97
10/11/14 10:59,46826.86
10/11/14 11:59,46552.85
10/11/14 12:59,38490.57
10/11/14 13:59,31056.26
10/11/14 14:59,29214.99
10/11/14 15:59,31311.55
10/11/14 16:59,33439.47
10/11/14 17:59,38072.46
10/11/14 18:59,44655.41
10/11/14 19:59,39459.64
10/11/14 20:59,31230
10/11/14 21:59,27976.86
10/11/14 22:59,27470.87
10/11/14 23:59,25217.59
10/12/14 00:59,21974.3
10/12/14 01:59,19259.93
10/12/14 02:59,18268.64
10/12/14 03:59,17993.57
10/12/14 04:59,18130.53
10/12/14 05:59,21314.7
10/12/14 06:59,28136.65
10/12/14 07:59,32308.12
10/12/14 08:59,35854.58
10/12/14 09:59,42420.81
10/12/14 10:59,47754.63
10/12/14 11:59,46057.8
10/12/14 12:59,37324.34
10/12/14 13:59,31653.51
10/12/14 14:59,29943.4
10/12/14 15:59,32486.91
10/12/14 16:59,35452.84
10/12/14 17:59,41212.42
10/12/14 18:59,47277.03
10/12/14 19:59,40586.46
10/12/14 20:59,32070.16
10/12/14 21:59,29566.35
10/12/14 22:59,30023.75
10/12/14 23:59,26745.25
10/13/14 00:59,22763.74
10/13/14 01:59,20635.62
10/13/14 02:59,19261.69
10/13/14 03:59,19646.54
10/13/14 04:59,20318.94
10/13/14 05:59,24250.29
10/13/14 06:59,31410.26
10/13/14 07:59,35245.75
10/13/14 08:59,38984.73
10/13/14 09:59,45188.1
10/13/14 10:59,49398.35
10/13/14 11:59,47999.26
10/13/14 12:59,39373.97
10/13/14 13:59,33345.22
10/13/14 14:59,31728.79
10/13/14 15:59,33620.93
10/13/14 16:59,37043.21
10/13/14 17:59,42646.11
10/13/14 18:59,48569.58
10/13/14 19:59,41485.59
10/13/14 20:59,32829.32
10/13/14 21:59,30374.31
10/13/14 22:59,30491.03
10/13/14 23:59,27120.97
10/14/14 00:59,23032.5
10/14/14 01:59,20736.98
10/14/14 02:59,18865.95
10/14/14 03:59,18759.76
10/14/14 04:59,19899.33
10/14/14 05:59,24159
10/14/14 06:59,30973.33
10/14/14 07:59,35366.48
10/14/14 08:59,38739.18
10/14/14 09:59,44546.26
10/14/14 10:59,50238.39
10/14/14 11:59,49048.54
10/14/14 12:59,41529.69
10/14/14 13:59,36598.8
10/14/14 14:59,35906.15
10/14/14 15:59,37565.98
10/14/14 16:59,41124.7
10/14/14 17:59,47534.17
10/14/14 18:59,53576.36
10/14/14 19:59,48091.67
10/14/14 20:59,39079.43
10/14/14 21:59,35144.3
10/14/14 22:59,34132.35
10/14/14 23:59,31895.91
10/15/14 00:59,27534.55
10/15/14 01:59,25114.25
10/15/14 02:59,23890.1
10/15/14 03:59,23874.98
10/15/14 04:59,24878.01
10/15/14 05:59,29377.91
10/15/14 06:59,36636.5
10/15/14 07:59,42083.14
10/15/14 08:59,44858.58
10/15/14 09:59,50653.15
10/15/14 10:59,55641.72
10/15/14 11:59,55082.25
10/15/14 12:59,44862.25
10/15/14 13:59,37843.81
10/15/14 14:59,36657.89
10/15/14 15:59,39351.79
10/15/14 16:59,43095.43
10/15/14 17:59,47069.45
10/15/14 18:59,53878.71
10/15/14 19:59,50118.95
10/15/14 20:59,38902.21
10/15/14 21:59,35163.65
10/15/14 22:59,35776.16
10/15/14 23:59,33760.72
10/16/14 00:59,28841.21
10/16/14 01:59,24613.69
10/16/14 02:59,23020.96
10/16/14 03:59,23416.28
10/16/14 04:59,23784.98
10/16/14 05:59,28008.66
10/16/14 06:59,35389.28
10/16/14 07:59,40390.09
10/16/14 08:59,44108.24
10/16/14 09:59,49723.54
10/16/14 10:59,54271.32
10/16/14 11:59,53782.8
10/16/14 12:59,43248.69
10/16/14 13:59,36184.52
10/16/14 14:59,33821.8
10/16/14 15:59,35307.13
10/16/14 16:59,39252.58
10/16/14 17:59,44788.91
10/16/14 18:59,50726.71
10/16/14 19:59,46161.38
10/16/14 20:59,37198.51
10/16/14 21:59,33207.94
10/16/14 22:59,34093
10/16/14 23:59,31015.13
10/17/14 00:59,27451.57
10/17/14 01:59,24386.36
10/17/14 02:59,22292.65
10/17/14 03:59,21551.03
10/17/14 04:59,21507.26
10/17/14 05:59,23620.24
10/17/14 06:59,28349.36
10/17/14 07:59,33263.37
10/17/14 08:59,41480.76
10/17/14 09:59,50407.83
10/17/14 10:59,58487.65
10/17/14 11:59,59591.37
10/17/14 12:59,47472.15
10/17/14 13:59,35206.42
10/17/14 14:59,31871.66
10/17/14 15:59,31864.36
10/17/14 16:59,33186.69
10/17/14 17:59,36224.22
10/17/14 18:59,42574.19
10/17/14 19:59,39095.12
10/17/14 20:59,32290.83
10/17/14 21:59,29669.7
10/17/14 22:59,29008
10/17/14 23:59,25498.24
10/18/14 00:59,21666.75
10/18/14 01:59,19685.4
10/18/14 02:59,18618.84
10/18/14 03:59,19203.25
10/18/14 04:59,20096.38
10/18/14 05:59,23099.72
10/18/14 06:59,27846.95
10/18/14 07:59,32269.59
10/18/14 08:59,37906.07
10/18/14 09:59,43224.83
10/18/14 10:59,47930.8
10/18/14 11:59,48849.35
10/18/14 12:59,40776.57
10/18/14 13:59,33594.41
10/18/14 14:59,30620.71
10/18/14 15:59,32212.56
10/18/14 16:59,33936.64
10/18/14 17:59,40289.99
10/18/14 18:59,48078.69
10/18/14 19:59,41494.72
10/18/14 20:59,32423.17
10/18/14 21:59,29449.79
10/18/14 22:59,28884.34
10/18/14 23:59,25916.99
10/19/14 00:59,22283.63
10/19/14 01:59,20287.45
10/19/14 02:59,19882.94
10/19/14 03:59,21216.87
10/19/14 04:59,22175.74
10/19/14 05:59,26576.21
10/19/14 06:59,33424.27
10/19/14 07:59,36564.03
10/19/14 08:59,39195.2
10/19/14 09:59,44494.62
10/19/14 10:59,49460.05
10/19/14 11:59,47712.28
10/19/14 12:59,39052.09
10/19/14 13:59,33034.7
10/19/14 14:59,31366.6
10/19/14 15:59,32730.4
10/19/14 16:59,35491.93
10/19/14 17:59,41650.21
10/19/14 18:59,48885.52
10/19/14 19:59,42000.98
10/19/14 20:59,32999.59
10/19/14 21:59,30464.06
10/19/14 22:59,30315.29
10/19/14 23:59,27854.85
10/20/14 00:59,24316.2
10/20/14 01:59,22310.87
10/20/14 02:59,20980.97
10/20/14 03:59,21506.74
10/20/14 04:59,22544.34
10/20/14 05:59,27374.42
10/20/14 06:59,33932.94
10/20/14 07:59,36887.87
10/20/14 08:59,39004.09
10/20/14 09:59,44457.3
10/20/14 10:59,48754.05
10/20/14 11:59,47999.98
10/20/14 12:59,40901.78
10/20/14 13:59,34889.32
10/20/14 14:59,33393.03
10/20/14 15:59,33698.29
10/20/14 16:59,36085.46
10/20/14 17:59,41910.74
10/20/14 18:59,48794.57
10/20/14 19:59,41537.78
10/20/14 20:59,34196.36
10/20/14 21:59,31457.84
10/20/14 22:59,30718.64
10/20/14 23:59,27002.86
10/21/14 00:59,23482.69
10/21/14 01:59,21570.91
10/21/14 02:59,19844.47
10/21/14 03:59,19719.16
10/21/14 04:59,20633.25
10/21/14 05:59,24619.01
10/21/14 06:59,30664.82
10/21/14 07:59,34913.37
10/21/14 08:59,37297.4
10/21/14 09:59,41989.51
10/21/14 10:59,47409.76
10/21/14 11:59,47338.03
10/21/14 12:59,39989.81
10/21/14 13:59,35619.7
10/21/14 14:59,32542.78
10/21/14 15:59,32768.52
10/21/14 16:59,34934.69
10/21/14 17:59,41913.55
10/21/14 18:59,49375
10/21/14 19:59,42439.51
10/21/14 20:59,35071.47
10/21/14 21:59,31325.51
10/21/14 22:59,29790.35
10/21/14 23:59,26361.73
10/22/14 00:59,22270.88
10/22/14 01:59,19741.91
10/22/14 02:59,19077.34
10/22/14 03:59,19635.34
10/22/14 04:59,20507.66
10/22/14 05:59,24748.98
10/22/14 06:59,31784.73
10/22/14 07:59,35979.95
10/22/14 08:59,39542.5
10/22/14 09:59,45500.77
10/22/14 10:59,50371.83
10/22/14 11:59,50124.47
10/22/14 12:59,42288.43
10/22/14 13:59,36502.26
10/22/14 14:59,34962.69
10/22/14 15:59,35411.55
10/22/14 16:59,38345.12
10/22/14 17:59,44371.39
10/22/14 18:59,49931.91
10/22/14 19:59,44765.8
10/22/14 20:59,37585.14
10/22/14 21:59,34322.31
10/22/14 22:59,33061.21
10/22/14 23:59,29739.34
10/23/14 00:59,26290.11
10/23/14 01:59,22812.38
10/23/14 02:59,21770.7
10/23/14 03:59,22209.11
10/23/14 04:59,22771.11
10/23/14 05:59,27291.65
10/23/14 06:59,33648.88
10/23/14 07:59,37529.75
10/23/14 08:59,41106.54
10/23/14 09:59,47163.91
10/23/14 10:59,52252.54
10/23/14 11:59,52115.04
10/23/14 12:59,43254.45
10/23/14 13:59,38153.57
10/23/14 14:59,36047.63
10/23/14 15:59,36159.74
10/23/14 16:59,37940.3
10/23/14 17:59,43221.92
10/23/14 18:59,49436.98
10/23/14 19:59,44756.89
10/23/14 20:59,38291.21
10/23/14 21:59,35247.97
10/23/14 22:59,33917.74
10/23/14 23:59,30542.88
10/24/14 00:59,26323.44
10/24/14 01:59,23673
10/24/14 02:59,21935.32
10/24/14 03:59,21337.29
10/24/14 04:59,21570.05
10/24/14 05:59,24672.85
10/24/14 06:59,28897.86
10/24/14 07:59,33208.79
10/24/14 08:59,41091.63
10/24/14 09:59,48470.95
10/24/14 10:59,56961.71
10/24/14 11:59,59628.28
10/24/14 12:59,48809.43
10/24/14 13:59,38032.35
10/24/14 14:59,34872.13
10/24/14 15:59,35424.79
10/24/14 16:59,35989.69
10/24/14 17:59,39433.67
10/24/14 18:59,46428.5
10/24/14 19:59,40628.22
10/24/14 20:59,35162.56
10/24/14 21:59,32365.75
10/24/14 22:59,31261.03
10/24/14 23:59,27505.67
10/25/14 00:59,24163.5
10/25/14 01:59,22057.04
10/25/14 02:59,20878.92
10/25/14 03:59,20836.26
10/25/14 04:59,21627.95
10/25/14 05:59,25204.23
10/25/14 06:59,29122.7
10/25/14 07:59,32837.26
10/25/14 08:59,38980.07
10/25/14 09:59,44718.66
10/25/14 10:59,50781.27
10/25/14 11:59,51343.27
10/25/14 12:59,42798.58
10/25/14 13:59,36157.33
10/25/14 14:59,35509.69
10/25/14 15:59,36257.47
10/25/14 16:59,38023.25
10/25/14 17:59,44746.89
10/25/14 18:59,53805.37
10/25/14 19:59,48426.03
10/25/14 20:59,39920.22
10/25/14 21:59,34723.04
10/25/14 22:59,33647.98
10/25/14 23:59,30445.25
10/26/14 00:59,24836.15
10/26/14 01:59,25626.67
10/26/14 02:59,24100.91
10/26/14 03:59,24396.92
10/26/14 04:59,26454.33
10/26/14 05:59,31815.32
10/26/14 06:59,37208.52
10/26/14 07:59,41051.61
10/26/14 08:59,42265.74
10/26/14 09:59,46855.24
10/26/14 10:59,49778.46
10/26/14 11:59,48759.73
10/26/14 12:59,41982.81
10/26/14 13:59,36006.76
10/26/14 14:59,34747.42
10/26/14 15:59,35318.47
10/26/14 16:59,39486.67
10/26/14 17:59,45035.4
10/26/14 18:59,50436.76
10/26/14 19:59,44087.46
10/26/14 20:59,37744.06
10/26/14 21:59,35399.78
10/26/14 22:59,34829.52
10/26/14 23:59,31802.08
10/27/14 00:59,27170.94
10/27/14 01:59,25202.53
10/27/14 02:59,24311.73
10/27/14 03:59,24405.09
10/27/14 04:59,26294.76
10/27/14 05:59,31243.16
10/27/14 06:59,36305.07
10/27/14 07:59,40451.8
10/27/14 08:59,42891.97
10/27/14 09:59,47055.98
10/27/14 10:59,49756.32
10/27/14 11:59,48838.12
10/27/14 12:59,40696.26
10/27/14 13:59,35702.97
10/27/14 14:59,34383.42
10/27/14 15:59,36218.25
10/27/14 16:59,40536.9
10/27/14 17:59,45923.31
10/27/14 18:59,50667.36
10/27/14 19:59,43656.26
10/27/14 20:59,36872.84
10/27/14 21:59,34400.09
10/27/14 22:59,31908.14
10/27/14 23:59,29091.7
10/28/14 00:59,26798.48
10/28/14 01:59,24937.92
10/28/14 02:59,24313.99
10/28/14 03:59,25011.66
10/28/14 04:59,26797.86
10/28/14 05:59,31185.14
10/28/14 06:59,36514.67
10/28/14 07:59,41063.54
10/28/14 08:59,44447.12
10/28/14 09:59,49012.45
10/28/14 10:59,51988.22
10/28/14 11:59,50431.98
10/28/14 12:59,43787.61
10/28/14 13:59,38767.46
10/28/14 14:59,38211.09
10/28/14 15:59,38001.39
10/28/14 16:59,41377.17
10/28/14 17:59,46661.22
10/28/14 18:59,51685.57
10/28/14 19:59,44541.32
10/28/14 20:59,37831.99
10/28/14 21:59,34625.83
10/28/14 22:59,33607.32
10/28/14 23:59,30198.63
10/29/14 00:59,26494
10/29/14 01:59,24592.57
10/29/14 02:59,24274.41
10/29/14 03:59,24589.08
10/29/14 04:59,26287.02
10/29/14 05:59,30932.3
10/29/14 06:59,36379.22
10/29/14 07:59,41319.95
10/29/14 08:59,44843.71
10/29/14 09:59,49485.84
10/29/14 10:59,48621.66
10/29/14 11:59,47360.74
10/29/14 12:59,38868.85
10/29/14 13:59,32862.93
10/29/14 14:59,32540.4
10/29/14 15:59,33775.46
10/29/14 16:59,36894.71
10/29/14 17:59,41579.22
10/29/14 18:59,52127.86
10/29/14 19:59,46530.61
10/29/14 20:59,39258.04
10/29/14 21:59,37597.28
10/29/14 22:59,36124.98
10/29/14 23:59,33919.65
10/30/14 00:59,31576.42
10/30/14 01:59,27464.06
10/30/14 02:59,26000.41
10/30/14 03:59,26409.5
10/30/14 04:59,27157
10/30/14 05:59,31222.51
10/30/14 06:59,35756.37
10/30/14 07:59,39868.41
10/30/14 08:59,42899.04
10/30/14 09:59,47501.85
10/30/14 10:59,51465.3
10/30/14 11:59,51607.2
10/30/14 12:59,45733.74
10/30/14 13:59,40192.91
10/30/14 14:59,39438.98
10/30/14 15:59,40903.3
10/30/14 16:59,42922.07
10/30/14 17:59,46699.32
10/30/14 18:59,49793.08
10/30/14 19:59,45121.19
10/30/14 20:59,38545.54
10/30/14 21:59,35807.91
10/30/14 22:59,35291.47
10/30/14 23:59,33633.9
10/31/14 00:59,30849.39
10/31/14 01:59,27508.06
10/31/14 02:59,25486.82
10/31/14 03:59,27372.27
10/31/14 04:59,26233.27
10/31/14 05:59,28926.59
10/31/14 06:59,34828.81
10/31/14 07:59,39033.28
10/31/14 08:59,45371.93
10/31/14 09:59,53117.46
10/31/14 10:59,60694.42
10/31/14 11:59,61949.41
10/31/14 12:59,52008.35
10/31/14 13:59,43115.93
10/31/14 14:59,40991.21
10/31/14 15:59,42354.41
10/31/14 16:59,44382.6
10/31/14 17:59,47067.98
10/31/14 18:59,50510.48
10/31/14 19:59,46031.85
10/31/14 20:59,39480.19
10/31/14 21:59,37464.21
10/31/14 22:59,37203.43
10/31/14 23:59,37433.49
11/1/14 00:59,37146.09
11/1/14 01:59,36752.43
11/1/14 02:59,37485.8
11/1/14 03:59,39868.32
11/1/14 04:59,43132.18
11/1/14 05:59,45057.3
11/1/14 06:59,45785.78
11/1/14 07:59,44652.54
11/1/14 08:59,49851.67
11/1/14 09:59,54259.88
11/1/14 10:59,57024.05
11/1/14 11:59,57497.5
11/1/14 12:59,49812.89
11/1/14 13:59,40985.9
11/1/14 14:59,37050.39
11/1/14 15:59,39077.16
11/1/14 16:59,44107.43
11/1/14 17:59,49663.86
11/1/14 18:59,57011.99
11/1/14 19:59,50221.07
11/1/14 20:59,42407.05
11/1/14 21:59,38980.83
11/1/14 22:59,41364.99
11/1/14 23:59,40565.67
11/2/14 00:59,37831.94
11/2/14 01:59,36582.29
11/2/14 02:59,37314.51
11/2/14 03:59,40208.83
11/2/14 04:59,44450.68
11/2/14 05:59,47933.81
11/2/14 06:59,47862.46
11/2/14 07:59,46559.45
11/2/14 08:59,49476.81
11/2/14 09:59,53329.36
11/2/14 10:59,57488.06
11/2/14 11:59,57966.88
11/2/14 12:59,51679.37
11/2/14 13:59,45698.19
11/2/14 14:59,43974.5
11/2/14 15:59,47871.22
11/2/14 16:59,57569.93
11/2/14 17:59,65884.73
11/2/14 18:59,57111.89
11/2/14 19:59,49456.02
11/2/14 20:59,43037.04
11/2/14 21:59,40909.91
11/2/14 22:59,43647.79
11/2/14 23:59,41954.26
11/3/14 00:59,39583.84
11/3/14 01:59,38581.14
11/3/14 02:59,38064.87
11/3/14 03:59,40232.82
11/3/14 04:59,43659.27
11/3/14 05:59,47280.57
11/3/14 06:59,47325.95
11/3/14 07:59,43297.24
11/3/14 08:59,47503.9
11/3/14 09:59,52214.99
11/3/14 10:59,55523.97
11/3/14 11:59,56903.01
11/3/14 12:59,51728.05
11/3/14 13:59,44785.77
11/3/14 14:59,42903.43
11/3/14 15:59,48691.65
11/3/14 16:59,59929.13
11/3/14 17:59,68938.97
11/3/14 18:59,56793.42
11/3/14 19:59,49136.87
11/3/14 20:59,43829.26
11/3/14 21:59,41373.54
11/3/14 22:59,43735.67
11/3/14 23:59,42226.63
11/4/14 00:59,39516.49
11/4/14 01:59,38387.27
11/4/14 02:59,39310.82
11/4/14 03:59,43134.27
11/4/14 04:59,46019.83
11/4/14 05:59,51072.29
11/4/14 06:59,50617.4
11/4/14 07:59,54277.45
11/4/14 08:59,58293.69
11/4/14 09:59,61797.55
11/4/14 10:59,63735.8
11/4/14 11:59,64044.15
11/4/14 12:59,56659.81
11/4/14 13:59,49040.27
11/4/14 14:59,45897.59
11/4/14 15:59,47967.01
11/4/14 16:59,54285.11
11/4/14 17:59,63448.14
11/4/14 18:59,67618.72
11/4/14 19:59,61483.37
11/4/14 20:59,55923.83
11/4/14 21:59,51692.5
11/4/14 22:59,48902.36
11/4/14 23:59,45693.2
11/5/14 00:59,46666.09
11/5/14 01:59,44255.18
11/5/14 02:59,45308.2
11/5/14 03:59,47745.91
11/5/14 04:59,49237.27
11/5/14 05:59,55619.12
11/5/14 06:59,57704.95
11/5/14 07:59,64016.54
11/5/14 08:59,66171.6
11/5/14 09:59,69990.21
11/5/14 10:59,75163.93
11/5/14 11:59,74004.1
11/5/14 12:59,65909.57
11/5/14 13:59,57603.83
11/5/14 14:59,54896.89
11/5/14 15:59,58370.28
11/5/14 16:59,65774.68
11/5/14 17:59,75988.14
11/5/14 18:59,83210.08
11/5/14 19:59,79633.24
11/5/14 20:59,72352.44
11/5/14 21:59,66977.8
11/5/14 22:59,62768.28
11/5/14 23:59,59823.49
11/6/14 00:59,56583.34
11/6/14 01:59,52707.46
11/6/14 02:59,52275.33
11/6/14 03:59,53815.68
11/6/14 04:59,56183.84
11/6/14 05:59,62919.21
11/6/14 06:59,70930.06
11/6/14 07:59,78450.59
11/6/14 08:59,82209.67
11/6/14 09:59,88890.2
11/6/14 10:59,92702.83
11/6/14 11:59,92313.93
11/6/14 12:59,83144.07
11/6/14 13:59,75526.02
11/6/14 14:59,73205.48
11/6/14 15:59,76002.92
11/6/14 16:59,84984.36
11/6/14 17:59,94892.76
11/6/14 18:59,102094.21
11/6/14 19:59,99901.29
11/6/14 20:59,91959.9
11/6/14 21:59,85284.11
11/6/14 22:59,78869.9
11/6/14 23:59,73838.48
11/7/14 00:59,69846.96
11/7/14 01:59,66933.62
11/7/14 02:59,66011.67
11/7/14 03:59,67006.26
11/7/14 04:59,69468.7
11/7/14 05:59,73731.05
11/7/14 06:59,77243.64
11/7/14 07:59,82742.79
11/7/14 08:59,91746.25
11/7/14 09:59,100714.18
11/7/14 10:59,110615.05
11/7/14 11:59,112163.02
11/7/14 12:59,102229.24
11/7/14 13:59,87707.85
11/7/14 14:59,80809.92
11/7/14 15:59,83117.2
11/7/14 16:59,85272.49
11/7/14 17:59,91998.33
11/7/14 18:59,101813.7
11/7/14 19:59,96649.97
11/7/14 20:59,88337.84
11/7/14 21:59,77906.35
11/7/14 22:59,77347.29
11/7/14 23:59,71527.8
11/8/14 00:59,65711.61
11/8/14 01:59,63343.15
11/8/14 02:59,64821.91
11/8/14 03:59,66441.83
11/8/14 04:59,69645.83
11/8/14 05:59,73590.34
11/8/14 06:59,76487.51
11/8/14 07:59,80473.07
11/8/14 08:59,84622.99
11/8/14 09:59,86623.36
11/8/14 10:59,89051.76
11/8/14 11:59,89425.59
11/8/14 12:59,82713.29
11/8/14 13:59,69855.4
11/8/14 14:59,71649.64
11/8/14 15:59,73267.08
11/8/14 16:59,77993.16
11/8/14 17:59,84924.38
11/8/14 18:59,93700.88
11/8/14 19:59,89474.59
11/8/14 20:59,83816.16
11/8/14 21:59,80192.93
11/8/14 22:59,74679.29
11/8/14 23:59,68596.55
11/9/14 00:59,64131.55
11/9/14 01:59,60743.9
11/9/14 02:59,60421.41
11/9/14 03:59,64448.71
11/9/14 04:59,67477.4
11/9/14 05:59,72517.35
11/9/14 06:59,78376.37
11/9/14 07:59,81259.63
11/9/14 08:59,81850.98
11/9/14 09:59,85488.46
11/9/14 10:59,90011.93
11/9/14 11:59,91169.53
11/9/14 12:59,83527.83
11/9/14 13:59,78933.16
11/9/14 14:59,77166.79
11/9/14 15:59,80800.44
11/9/14 16:59,81481.37
11/9/14 17:59,97793.15
11/9/14 18:59,105801.99
11/9/14 19:59,100923.2
11/9/14 20:59,94652.1
11/9/14 21:59,85815.42
11/9/14 22:59,81709.08
11/9/14 23:59,79310.44
11/10/14 00:59,75882.57
11/10/14 01:59,72276.09
11/10/14 02:59,70635.18
11/10/14 03:59,71229.99
11/10/14 04:59,73957.58
11/10/14 05:59,78259.86
11/10/14 06:59,85206.04
11/10/14 07:59,91770.75
11/10/14 08:59,92054.39
11/10/14 09:59,85842.13
11/10/14 10:59,100489.66
11/10/14 11:59,102031.31
11/10/14 12:59,97030.29
11/10/14 13:59,92687.87
11/10/14 14:59,84547.97
11/10/14 15:59,92739.07
11/10/14 16:59,100259.09
11/10/14 17:59,111747.32
11/10/14 18:59,119956.95
11/10/14 19:59,114847.49
11/10/14 20:59,106260.52
11/10/14 21:59,98981.75
11/10/14 22:59,92457.41
11/10/14 23:59,84475.96
11/11/14 00:59,80669.5
11/11/14 01:59,77586.62
11/11/14 02:59,78933.04
11/11/14 03:59,78634.44
11/11/14 04:59,79703.81
11/11/14 05:59,84382.4
11/11/14 06:59,91115.41
11/11/14 07:59,96645.86
11/11/14 08:59,97585.26
11/11/14 09:59,98260.83
11/11/14 10:59,89133.39
11/11/14 11:59,81274.12
11/11/14 12:59,83974.39
11/11/14 13:59,85481.21
11/11/14 14:59,82371.27
11/11/14 15:59,83220.53
11/11/14 16:59,88565.42
11/11/14 17:59,99043.76
11/11/14 18:59,110545.38
11/11/14 19:59,107585.9
11/11/14 20:59,102264.08
11/11/14 21:59,95630.9
11/11/14 22:59,89202.44
11/11/14 23:59,82879.55
11/12/14 00:59,79164.83
11/12/14 01:59,77369.67
11/12/14 02:59,73381.1
11/12/14 03:59,72956.34
11/12/14 04:59,76842.13
11/12/14 05:59,80228.74
11/12/14 06:59,84874.69
11/12/14 07:59,89607.74
11/12/14 08:59,89634.04
11/12/14 09:59,90459.1
11/12/14 10:59,94976.01
11/12/14 11:59,93814.87
11/12/14 12:59,88310.82
11/12/14 13:59,84992.33
11/12/14 14:59,82170.06
11/12/14 15:59,81554.81
11/12/14 16:59,84794.85
11/12/14 17:59,92936.14
11/12/14 18:59,101456.29
11/12/14 19:59,100331.1
11/12/14 20:59,95768.33
11/12/14 21:59,89621.06
11/12/14 22:59,84650.36
11/12/14 23:59,80173.5
11/13/14 00:59,76742.9
11/13/14 01:59,74604.03
11/13/14 02:59,72962.24
11/13/14 03:59,72947.11
