X,Tmax,Tmin,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Hour_24
3/23/14,21.14285714,10.71428571,12.8232845,12.34808829,11.93718011,11.57522003,11.25177798,10.95943891,10.88463943,12.89478812,14.82286972,16.59631745,18.14838445,19.42065591,20.36524763,20.94660822,21.14285714,20.11904762,19.0952381,18.07142857,16.92857143,15.78571429,14.64285714,12.93035489,11.21785264,9.505350394
3/24/14,20,3.8,7.792848144,6.890486226,6.110520138,5.423677646,4.810074885,4.255586544,4.124034972,7.238066101,10.22330744,12.96793201,15.3691263,17.33694169,18.79766392,19.6965744,20,19.33333333,18.66666667,18,16.57142857,15.14285714,13.71428571,13.9242839,14.13428209,14.34428028
3/25/14,20,14.33333333,14.55427847,14.50419574,14.46092393,14.42283038,14.38880717,14.35806781,14.46736398,15.55363425,16.59440644,17.55087607,18.38738181,19.07273513,19.58138309,19.8943611,20,19.14285714,18.28571429,17.42857143,16.19047619,14.95238095,13.71428571,12.75335996,11.79243421,10.83150846
3/26/14,15.57142857,6.571428571,9.870582706,9.120488321,8.472668805,7.902551133,7.393476032,6.933626875,6.817001114,8.537494268,10.18502694,11.69845939,13.02162829,14.10543101,14.90964773,15.40443407,15.57142857,14.47619048,13.38095238,12.28571429,11.47619048,10.66666667,9.857142857,9.477420666,9.097698476,8.717976285
3/27/14,16.57142857,6.571428571,8.338254094,7.935332332,7.587492852,7.281470707,7.008281775,6.761558375,6.880447607,8.786824491,10.61137201,12.28669746,13.75091986,14.94995572,15.83951664,16.38674519,16.57142857,15.57142857,14.57142857,13.57142857,12.38095238,11.19047619,10,9.479612941,8.959225882,8.438838822
3/28/14,21.14285714,5.714285714,7.918451763,7.414267842,6.979190796,6.596539672,6.255027903,5.946662047,6.246576058,9.179704717,11.98542832,14.56059532,16.81053048,18.65251565,20.01883082,20.85924382,21.14285714,20.04761905,18.95238095,17.85714286,17.19047619,16.52380952,15.85714286,15.40983657,14.96253028,14.51522398
3/29/14,21.42857143,13.14285714,14.06791769,13.85567331,13.67259731,13.5116327,13.36800933,13.2383515,13.45838268,15.02921741,16.53102279,17.90884185,19.11225475,20.09722389,20.82770536,21.27696797,21.42857143,20,18.57142857,17.14285714,16.38095238,15.61904762,14.85714286,14.09214997,13.32715708,12.56216419
3/30/14,16.85714286,9,11.79717131,11.15343198,10.59839449,10.11054834,9.675368167,9.282582621,9.327192259,10.8126457,12.23207456,13.53377693,14.67033906,15.60036232,16.28997112,16.71404688,16.85714286,16.14285714,15.42857143,14.71428571,13.57142857,12.42857143,11.28571429,10.66412144,10.0425286,9.420935754
3/31/14,20.28571429,6.571428571,8.79934291,8.285041344,7.84179393,7.452329581,7.104997376,6.79156498,7.19112084,9.776714985,12.24609769,14.50973859,16.4855667,18.10194604,19.30027289,20.03710049,20.28571429,19.38095238,18.47619048,17.57142857,16.71428571,15.85714286,15,14.20357796,13.40715593,12.61073389
4/1/14,24.57142857,10.14285714,11.81431186,11.42728096,11.09386288,10.80099553,10.5398762,10.30428992,10.8456735,13.55837734,16.14781782,18.52054416,20.59092657,22.28424663,23.53939381,24.31107086,24.57142857,23.23809524,21.9047619,20.57142857,19.61904762,18.66666667,17.71428571,16.62966676,15.5450478,14.46042884
4/2/14,24.57142857,10.71428571,13.37580989,12.75762807,12.22530664,11.75787781,11.34122544,10.9653909,11.43783291,14.03586168,16.51456791,18.78490788,20.7653231,22.38467018,23.58477656,24.32253025,24.57142857,23.23809524,21.9047619,20.57142857,19.61904762,18.66666667,17.71428571,16.74418744,15.77408917,14.80399091
4/3/14,19,11.28571429,13.83389264,13.24021132,12.72920718,12.28064247,11.88090636,11.52040426,11.71539727,13.15770102,14.53306433,15.79230555,16.89039543,17.78806733,18.45322137,18.8620723,19,17.47619048,15.95238095,14.42857143,13.85714286,13.28571429,12.71428571,12.45339832,12.19251092,11.93162353
4/4/14,18.85714286,9.714285714,11.67073613,11.213508,10.82012427,10.47492039,10.16737198,9.890066004,10.25521724,11.95986028,13.58457012,15.07151375,16.36776211,17.42717409,18.21203897,18.69441881,18.85714286,17.95238095,17.04761905,16.14285714,15.19047619,14.23809524,13.28571429,12.76304512,12.24037596,11.7177068
4/5/14,20.57142857,9.285714286,11.19503763,10.74744108,10.36251111,10.02483602,9.72407189,9.452938591,9.992297107,12.09061386,14.08954169,15.91825052,17.51194182,18.81414465,19.77871673,20.37147936,20.57142857,19.85714286,19.14285714,18.42857143,17.28571429,16.14285714,15,14.14813502,13.29627003,12.44440505
4/6/14,24,9.428571429,11.59254006,11.08367364,10.64624272,10.2626377,9.921051653,9.613181357,10.39075112,13.09243669,15.66488491,18.01735653,20.06687165,21.7411367,22.98109449,23.74300736,24,23.0952381,22.19047619,21.28571429,19.66666667,18.04761905,16.42857143,15.59385937,14.75914731,13.92443526
4/7/14,26.28571429,10.57142857,13.0897232,12.49569483,11.98528065,11.53782032,11.13947577,10.78052312,11.66253464,14.56801815,17.3331643,19.86087698,22.06239737,23.86042068,25.19181062,26.00981638,26.28571429,25,23.71428571,22.42857143,21,19.57142857,18.14285714,17.29706711,16.45127707,15.60548704
4/8/14,28.28571429,12.14285714,14.759697,14.14050171,13.60869691,13.14263828,12.72784367,12.35414481,13.31829088,16.29472263,19.12602017,21.71321156,23.96585794,25.80521492,27.16698523,28.0035663,28.28571429,26.85714286,25.42857143,24,22.42857143,20.85714286,19.28571429,18.54203312,17.79835196,17.0546708
4/9/14,27.85714286,13.57142857,16.31098963,15.66073545,15.10250175,14.61344371,14.17829187,13.78633371,14.65961327,17.28631124,19.7837319,22.06496544,24.05062531,25.67161086,26.87151209,27.60857261,27.85714286,26.42857143,25,23.57142857,21.57142857,19.57142857,17.57142857,17.21708164,16.86273471,16.50838777
4/10/14,28.42857143,13.28571429,16.15404084,15.4710985,14.88506225,14.37181761,13.9152633,13.50411228,14.48970749,17.26628495,19.904957,22.31430785,24.41086641,26.1219982,27.38842168,28.16626209,28.42857143,26.95238095,25.47619048,24,22.0952381,20.19047619,18.28571429,17.62116465,16.95661501,16.29206538
4/11/14,28.28571429,12.42857143,15.62751574,14.86347454,14.20813851,13.6343932,13.12415316,12.66475071,13.74189574,16.64138887,19.39557862,21.90947083,24.09635937,25.88081674,27.20129561,28.01225163,28.28571429,26.9047619,25.52380952,24.14285714,22.71428571,21.28571429,19.85714286,19.48426511,19.11138737,18.73850963
4/12/14,28.71428571,16.42857143,18.36563189,17.90153456,17.50364506,17.15541013,16.84580023,16.56709616,17.48652292,19.72676205,21.85374689,23.79444036,25.48220234,26.85907792,27.87778752,28.50335037,28.71428571,26.9047619,25.0952381,23.28571429,21.9047619,20.52380952,19.14285714,18.73237201,18.32188687,17.91140173
4/13/14,24.71428571,14.57142857,17.5009166,16.79684909,16.19349372,15.66561099,15.19640146,14.77411722,15.47798502,17.32237606,19.07271986,20.66917703,22.05716913,23.18924458,24.02670086,24.54090767,24.71428571,23.47619048,22.23809524,21,20,19,18,17.30659052,16.61318104,15.91977156
4/14/14,24.28571429,12.71428571,15.22636208,14.62072464,14.10195271,13.64822554,13.24503453,12.88224198,13.78604594,15.88440874,17.87486841,19.68967464,21.26705591,22.55332208,23.50469184,24.08878291,24.28571429,23.33333333,22.38095238,21.42857143,20.38095238,19.33333333,18.28571429,17.45599227,16.62627026,15.79654825
4/15/14,26.28571429,12.71428571,14.96682624,14.42206004,13.95563893,13.5478361,13.18554906,12.85963006,14.01496121,16.46923224,18.79625102,20.91715667,22.76007334,24.262546,25.373657,26.05575165,26.28571429,24.80952381,23.33333333,21.85714286,20.66666667,19.47619048,18.28571429,17.60381278,16.92191127,16.24000977
4/16/14,26.42857143,13,15.55810826,14.93750481,14.40639297,13.9421862,13.52989849,13.1590756,14.32986288,16.75163268,19.04681354,21.13796065,22.95451378,24.43517814,25.52999262,26.20201559,26.42857143,25.66666667,24.9047619,24.14285714,22.0952381,20.04761905,18,17.149616,16.29923201,15.44884801
4/17/14,26.57142857,11.57142857,14.59846401,13.86179861,13.23164662,12.68106209,12.19218562,11.75256858,13.10442986,15.80219054,18.35781065,20.68542923,22.70684548,24.35414603,25.57198666,26.31945168,26.57142857,25,23.42857143,21.85714286,20.42857143,19,17.57142857,16.72468532,15.87794206,15.0311988
4/18/14,27.28571429,11.14285714,14.18445555,13.44192966,12.80705289,12.25252794,11.76028176,11.3177271,12.84337822,15.73875445,18.48038448,20.97655275,23.14375514,24.90949239,26.21469543,27.01570139,27.28571429,26.04761905,24.80952381,23.57142857,21.9047619,20.23809524,18.57142857,17.65073575,16.73004293,15.8093501
4/19/14,29.85714286,12,14.88865728,14.18126252,13.57669882,13.04882939,12.58036797,12.15928512,13.93674372,17.13087416,20.15409317,22.90569614,25.29402611,27.23952686,28.677393,29.55972865,29.85714286,28,26.14285714,24.28571429,23,21.71428571,20.42857143,19.84684646,19.26512149,18.68339653
4/20/14,24.28571429,15.71428571,18.10167156,17.5152049,17.01421891,16.57693583,16.18896776,15.84031034,16.67039858,18.19942118,19.6460135,20.96219303,22.10430296,23.03446029,23.7218123,24.14356,24.28571429,23.19047619,22.0952381,21,19.76190476,18.52380952,17.28571429,16.67704348,16.06837267,15.45970187
4/21/14,25.42857143,12.14285714,14.85103106,14.18368577,13.61386985,13.11667778,12.67567278,12.27943523,13.66550722,16.02908498,18.26430156,20.29732825,22.06101468,23.49710669,24.5581705,25.20915941,25.42857143,23.71428571,22,20.28571429,19.0952381,17.9047619,16.71428571,16.2670892,15.81989269,15.37269618
4/22/14,22.71428571,12.42857143,14.92549967,14.30829171,13.78152664,13.32205464,12.91461397,12.54861001,13.63860179,15.46354074,17.18865438,18.75720078,20.11758778,21.22506993,22.04322024,22.54512838,22.71428571,21.76190476,20.80952381,19.85714286,18.76190476,17.66666667,16.57142857,15.706697,14.84196542,13.97723385
4/23/14,25.42857143,10.57142857,13.11250227,12.4824279,11.9449278,11.47625142,11.06075769,10.68759759,12.36390251,14.99285676,17.4769864,19.73492335,21.69270852,23.28621432,24.46324521,25.18524734,25.42857143,24.33333333,23.23809524,22.14285714,20.61904762,19.0952381,17.57142857,16.8201068,16.06878504,15.31746327
4/24/14,28.57142857,12.14285714,14.5661415,13.96340801,13.44946709,13.00148548,12.60444231,12.2479272,14.17382056,17.07307728,19.8115094,22.2997888,24.4567474,26.21202486,27.50836372,28.3034772,28.57142857,27.28571429,26,24.71428571,22.80952381,20.9047619,19,18.25938112,17.51876224,16.77814337
4/25/14,22.28571429,13.14285714,16.03752449,15.31531553,14.69978185,14.16342808,13.6881857,13.26154235,14.30007783,15.90929111,17.42863201,18.80874212,20.00478618,20.97790864,21.69649595,22.13720354,22.28571429,21.14285714,20,18.85714286,17.61904762,16.38095238,15.14285714,14.48127938,13.81970162,13.15812386
4/26/14,24.85714286,9.714285714,12.4965461,11.80023762,11.20705051,10.69034406,10.23263012,9.821808089,11.67510664,14.333323,16.84209107,19.12024,21.09406062,22.69969023,23.88517891,24.61217036,24.85714286,24.04761905,23.23809524,22.42857143,20.38095238,18.33333333,16.28571429,15.88112481,15.47653534,15.07194587
4/27/14,26,12.57142857,14.66735639,14.14119869,13.69316869,13.30303623,12.95753549,12.6474949,14.34903251,16.70012412,18.91817023,20.93169521,22.67581406,24.09432327,25.14151196,25.78363492,26,24.95238095,23.9047619,22.85714286,21.33333333,19.80952381,18.28571429,17.43266503,16.57961578,15.72656653
4/28/14,27.28571429,12.14285714,14.87351727,14.18591314,13.60067729,13.09124206,12.64020448,12.2355424,14.19062841,16.83493372,19.32864247,21.59171678,23.55152118,25.14515392,26.32146589,27.04270226,27.28571429,26.14285714,25,23.85714286,22.28571429,20.71428571,19.14285714,18.22754167,17.31222619,16.39691071
4/29/14,30.28571429,12.71428571,15.48159523,14.7826312,14.18799852,13.67055835,13.21255245,12.80172323,15.14008845,18.20051577,21.08555434,23.70297264,25.96909468,27.81147503,29.17121482,30.00484465,30.28571429,29,27.71428571,26.42857143,25,23.57142857,22.14285714,21.06484773,19.98683832,18.90882891
4/30/14,30.71428571,15.14285714,17.83081951,17.14982897,16.5707513,16.06701662,15.62125747,15.22149565,17.33601571,20.04110926,22.59022516,24.90219056,26.90338434,28.5300814,29.73048198,30.46636108,30.71428571,28.9047619,27.0952381,25.28571429,23.80952381,22.33333333,20.85714286,20.10765038,19.35815789,18.60866541
5/1/14,30,14.71428571,17.85917293,17.06000548,16.380746,15.79006254,15.26749661,14.79894951,16.90936374,19.558025,22.05304365,24.31527811,26.27297069,27.8640237,29.0379692,29.75756984,30,28.42857143,26.85714286,25.28571429,23.85714286,22.42857143,21,20.19419755,19.38839511,18.58259266
5/2/14,27.71428571,14.85714286,17.77679022,17.0326215,16.40039604,15.85079744,15.36470353,14.92894706,16.73849942,18.96068564,21.0532088,22.94994969,24.59097542,25.92443312,26.90818842,27.51115678,27.71428571,25.80952381,23.9047619,22,20.76190476,19.52380952,18.28571429,17.54918318,16.81265207,16.07612097
5/3/14,25,12,15.33958986,14.48583071,13.7608288,13.13078922,12.57369177,12.07438581,13.93723235,16.17844733,18.28813502,20.19988761,21.85352781,23.19700307,24.18802407,24.79539591,25,23.71428571,22.42857143,21.14285714,19.80952381,18.47619048,17.14285714,16.2859652,15.42907326,14.57218132
5/4/14,26.42857143,10.85714286,13.71528938,12.98243058,12.36037678,11.81998059,11.34226996,10.91420187,13.21890782,15.8967325,18.41652061,20.69925411,22.67334872,24.27689879,25.45961856,26.18441912,26.42857143,25.19047619,23.95238095,22.71428571,21.23809524,19.76190476,18.28571429,17.3831522,16.48059012,15.57802804
5/5/14,28,12,14.67546596,13.98741503,13.40365705,12.89669727,12.44865811,12.04725863,14.4686778,17.21339097,19.79522614,22.13352101,24.15522202,25.79716671,27.00805704,27.75006211,28,26.57142857,25.14285714,23.71428571,22.28571429,20.85714286,19.42857143,18.67183914,17.91510685,17.15837456
5/6/14,30.85714286,13.85714286,16.40164227,15.7453459,15.18877857,14.70559134,14.27866945,13.89626525,16.52402331,19.43312872,22.16866903,24.64549439,26.78650803,28.52506611,29.80705207,30.59256124,30.85714286,29.42857143,28,26.57142857,25.14285714,23.71428571,22.28571429,21.42728003,20.56884578,19.71041153
5/7/14,30.14285714,16.28571429,18.85197727,18.18813361,17.62541671,17.13705055,16.70566089,16.31933131,18.4948358,20.86036607,23.08401774,25.09682632,26.83636641,28.24868779,29.28998862,29.92797391,30.14285714,28.71428571,27.28571429,25.85714286,24.42857143,23,21.57142857,20.84557778,20.11972698,19.39387619
5/8/14,30.71428571,15.85714286,18.6680254,17.93879587,17.32092763,16.78487151,16.31147357,15.88760696,18.26294658,20.79309267,23.1707044,25.32230706,27.18141024,28.69056256,29.80312708,30.48472252,30.71428571,29.38095238,28.04761905,26.71428571,25.23809524,23.76190476,22.28571429,21.64774766,21.00978104,20.37181442
5/9/14,30.14285714,17.28571429,19.7338478,19.0969016,18.55746172,18.08960035,17.67652809,17.30674744,19.3994087,21.5837573,23.63575514,25.49221451,27.09596896,28.39763367,29.35712614,29.94490046,30.14285714,28.9047619,27.66666667,26.42857143,25.0952381,23.76190476,22.42857143,21.61496323,20.80135502,19.98774682
5/10/14,31.85714286,16.42857143,19.17413862,18.4577736,17.85133807,17.32553929,16.86142811,16.44603793,19.00249637,21.61756186,24.07339968,26.29465079,28.2131546,29.77004052,30.91753446,31.62042479,31.85714286,30.85714286,29.85714286,28.85714286,27.28571429,25.71428571,24.14285714,23.31062719,22.47839725,21.6461673
5/11/14,33.28571429,18.42857143,20.81393735,20.18980055,19.66166984,19.20390933,18.79995215,18.43847045,20.94267311,23.45504676,25.81371079,27.94653725,29.7883043,31.2826907,32.38399811,33.05854856,33.28571429,31.80952381,30.33333333,28.85714286,27.61904762,26.38095238,25.14285714,24.20802639,23.27319563,22.33836487
5/12/14,35.28571429,18.57142857,21.40353411,20.66044,20.03192105,19.48732003,19.00684479,18.57697233,21.43905568,24.25900979,26.90562766,29.29825024,31.36395932,33.03979979,34.27469831,35.03101976,35.28571429,33.80952381,32.33333333,30.85714286,29.23809524,27.61904762,26,25.00132081,24.00264162,23.00396242
5/13/14,30.85714286,18.85714286,22.00528323,21.17698929,20.47670622,19.8701121,19.33507072,18.86025021,20.94364106,22.96365557,24.8589368,26.57191652,28.05056383,29.24996556,30.13369046,30.67489584,30.85714286,28.76190476,26.66666667,24.57142857,23.52380952,22.47619048,21.42857143,20.94204433,20.45551723,19.96899014
5/14/14,27.14285714,16.42857143,19.48246304,18.67677728,17.99589632,17.40629061,16.88635614,16.45907514,18.31578415,20.1153583,21.80331598,23.32855471,24.6448983,25.71249482,26.49902306,26.98067109,27.14285714,25.85714286,24.57142857,23.28571429,21.85714286,20.42857143,19,18.27694106,17.55388213,16.83082319
5/15/14,26.5,13,16.10776426,15.28566036,14.59119513,13.99000974,13.45998725,13.07272096,15.40788241,17.67038123,19.79194206,21.70854258,23.3623456,24.70344432,25.69136844,26.29630539,26.5,25.30952381,24.11904762,22.92857143,21.5952381,20.26190476,18.92857143,18.23640366,17.54423589,16.85206813
5/16/14,25.85714286,13.78571429,16.15990036,15.53018528,14.99845883,14.53829214,14.13268902,13.88080281,15.96508369,17.98380636,19.87624505,21.58547279,23.06007383,24.25569028,25.13635648,25.67558086,25.85714286,24.76190476,23.66666667,22.57142857,21.33333333,20.0952381,18.85714286,18.31006285,17.76298285,17.21590284
5/17/14,23.85714286,14.57142857,16.66882284,16.11106784,15.6402963,15.23300247,14.87408424,14.66723205,16.26767333,17.81724822,19.26948859,20.58084518,21.71199347,22.62901298,23.30440445,23.71791447,23.85714286,22.47619048,21.0952381,19.71428571,19.0952381,18.47619048,17.85714286,17.55944169,17.26174052,16.96403935
5/18/14,24.71428571,15,16.66633818,16.22207211,15.84724173,15.52304776,15.23742317,15.12343156,16.79481112,18.41253277,19.9282329,21.29659792,22.47671903,23.43331517,24.1377878,24.56907593,24.71428571,23.47619048,22.23809524,21,20.0952381,19.19047619,18.28571429,17.68523152,17.08474876,16.484266
5/19/14,28.85714286,13.57142857,15.88378324,15.26572015,14.74446323,14.29375405,13.8967531,13.8013694,16.42681596,18.96715273,21.34666054,23.49441401,25.3463956,26.84740378,27.95269839,28.62933418,28.85714286,27.76190476,26.66666667,25.57142857,24.42857143,23.28571429,22.14285714,21.21162819,20.28039924,19.34917029
5/20/14,31.57142857,16.28571429,18.41794134,17.84660596,17.36494643,16.94859397,16.58193497,16.55055955,19.17157981,21.70683354,24.08097425,26.22344361,28.07056849,29.56745321,30.66961111,31.34428657,31.57142857,29.42857143,27.28571429,25.14285714,24.19047619,23.23809524,22.28571429,21.64911007,21.01250586,20.37590164
5/21/14,30.42857143,17,19.73929743,19.00350336,18.38343707,17.847594,17.37580638,17.26260401,19.56137722,21.78424537,23.86533491,25.74297387,27.36151938,28.6730067,29.6385706,30.2295971,30.42857143,28.19047619,25.95238095,23.71428571,22.42857143,21.14285714,19.85714286,19.39468427,18.93222568,18.4697671
5/22/14,27,14.71428571,18.00730851,17.12066192,16.3737522,15.72847199,15.16044799,14.98125135,17.08098108,19.11077105,21.01063762,22.72443659,24.20152237,25.39824463,26.27923825,26.81846842,27,25.85714286,24.71428571,23.57142857,22.0952381,20.61904762,19.14285714,18.25729765,17.37173817,16.48617868
5/23/14,26.71428571,12.57142857,15.60061919,14.78309691,14.09467296,13.50008072,12.97678304,12.9087044,15.32201004,17.65425309,19.83669984,21.80503125,23.50123847,24.87533246,25.88681719,26.50588312,26.71428571,25.42857143,24.14285714,22.85714286,21.23809524,19.61904762,18,17.35149944,16.70299888,16.05449833
5/24/14,28,12.71428571,15.40599777,14.67788876,14.06498143,13.53575253,13.07007399,13.11031913,15.71460784,18.23070877,20.58466677,22.70729247,24.53619605,26.01762096,27.10802402,27.77535527,28,25.76190476,23.52380952,21.28571429,20.42857143,19.57142857,18.71428571,18.20142702,17.68856833,17.17570963
5/25/14,25.28571429,14.14285714,16.66285094,15.97966506,15.40477775,14.90850613,14.47191272,14.45387246,16.34946379,18.18036455,19.89289867,21.43686019,22.76698515,23.8442786,24.63715778,25.12237804,25.28571429,24.52380952,23.76190476,23,21.80952381,20.61904762,19.42857143,18.32357552,17.21857962,16.11358371
5/26/14,27,12.28571429,15.00858781,14.26878762,13.64647695,13.10940238,12.63700289,12.7250173,15.22449433,17.63803237,19.89505212,21.92955135,23.68203504,25.10125515,26.1457093,26.78485445,27,25.80952381,24.61904762,23.42857143,22.23809524,21.04761905,19.85714286,18.99792127,18.13869968,17.2794781
5/27/14,26.28571429,14.14285714,16.42025651,15.80017491,15.27874694,14.82884794,14.43319986,14.52826574,16.58799542,18.5763961,20.43546264,22.11096279,23.55401925,24.72253552,25.58242393,26.10860001,26.28571429,24.95238095,23.61904762,22.28571429,21.23809524,20.19047619,19.14285714,18.52952387,17.91619059,17.30285731
5/28/14,26.14285714,14.42857143,16.68952404,16.07264774,15.55408648,15.10676784,14.71346016,14.82173407,16.8060124,18.72110049,20.51126387,22.12440373,23.51357315,24.63834339,25.46598045,25.97239776,26.14285714,25.33333333,24.52380952,23.71428571,22.52380952,21.33333333,20.14285714,19.30545273,18.46804832,17.63064391
5/29/14,26.57142857,14.57142857,16.7932395,16.18582638,15.67538407,15.23517119,14.84817929,14.99531696,17.02526076,18.98395437,20.8145246,22.46381849,23.88394666,25.03367385,25.87961625,26.39721083,26.57142857,25.80952381,25.04761905,24.28571429,22.9047619,21.52380952,20.14285714,19.28072397,18.4185908,17.55645763
5/30/14,31.42857143,14.28571429,16.69432446,16.0345634,15.480303,15.00240837,14.58236195,14.92038978,17.81653949,20.61039344,23.22100757,25.57274667,27.59747568,29.23653378,30.44243386,31.18023835,31.42857143,30.14285714,28.85714286,27.57142857,26,24.42857143,22.85714286,21.76587005,20.67459724,19.58332443
5/31/14,25.57142857,15.57142857,18.49205162,17.69053854,17.01739645,16.43712601,15.92718022,15.95800758,17.64530777,19.27265096,20.79298975,22.16237031,23.34120308,24.29540736,24.99739656,25.42687579,25.57142857,25.57142857,25.57142857,25.57142857,24.0952381,22.61904762,21.14285714,20.33246733,19.52207752,18.71168771
6/1/14,24.42857143,16.14285714,17.9012979,17.41785095,17.01195155,16.66212663,16.35474688,16.47618034,17.87253858,19.21899309,20.47669676,21.60936307,22.58431301,23.37341791,23.95391098,24.30904418,24.42857143,24.42857143,24.42857143,24.42857143,22.23809524,20.04761905,17.85714286,17.50783201,17.15852116,16.80921031
6/2/14,19.28571429,14.28571429,16.45989947,15.86111038,15.35851154,14.92543381,14.5449608,14.4943852,15.33603592,16.14744287,16.9052418,17.58761206,18.17490496,18.65020954,18.99983952,19.21372738,19.28571429,18.85714286,18.42857143,18,17.38095238,16.76190476,16.14285714,15.74735566,15.35185418,14.9563527
6/3/14,25,13.28571429,14.56085122,14.20908031,13.913898,13.65959577,13.43621576,13.79146271,15.76113329,17.65965871,19.43247411,21.02862762,22.40224475,23.51384683,24.3314857,24.83166189,25,25,25,25,23.9047619,22.80952381,21.71428571,20.91476553,20.11524535,19.31572516
6/4/14,31.85714286,17.57142857,18.51620498,18.2551532,18.0361529,17.84751731,17.68184245,18.20780374,20.60728282,22.91966598,25.07861301,27.02218566,28.69462458,30.04794901,31.04333328,31.6522207,31.85714286,30.95238095,30.04761905,29.14285714,27.14285714,25.14285714,23.14285714,22.44083399,21.73881084,21.03678769
6/5/14,34.14285714,17.57142857,20.33476454,19.57005968,18.92869563,18.37635598,17.89131227,18.33124953,21.11182017,23.79099355,26.29203778,28.54332264,30.48037104,32.04770567,33.20043786,33.90555322,34.14285714,33,31.85714286,30.71428571,29.28571429,27.85714286,26.42857143,25.50945501,24.5903386,23.67122218
6/6/14,34.42857143,20.42857143,22.75210576,22.10817507,21.56823227,21.10331486,20.69509421,21.08780229,23.43464052,25.69552394,27.8058054,29.70514403,31.3392306,32.66134044,33.63366947,34.22841513,34.42857143,33.47619048,32.52380952,31.57142857,29.95238095,28.33333333,26.71428571,25.62245642,24.53062712,23.43879782
6/7/14,34.85714286,19.28571429,22.34696853,21.49742438,20.78523132,20.17209635,19.63379851,20.03712163,22.64499956,25.15696988,27.50131581,29.61110628,31.42610675,32.89449895,33.97436027,34.63486067,34.85714286,33.76190476,32.66666667,31.57142857,29.76190476,27.95238095,26.14285714,25.10761539,24.07237363,23.03713187
6/8/14,34.42857143,18.85714286,22.00189011,21.12804429,20.39563276,19.76518698,19.21175447,19.62564559,22.2312823,24.74072602,27.08243528,29.18965054,31.00229743,32.46869937,33.54705087,34.20660931,34.42857143,33.19047619,31.95238095,30.71428571,28.52380952,26.33333333,24.14285714,23.5991841,23.05551106,22.51183802
6/9/14,32.71428571,19,21.96816498,21.14238378,20.45039434,19.85482785,19.33206996,19.69093783,21.98396121,24.19202988,26.25227916,28.10605281,29.7005731,30.9904433,31.93894025,32.51905981,32.71428571,31.0952381,29.47619048,27.85714286,26.42857143,25,23.57142857,22.94388664,22.3163447,21.68880277
6/10/14,31.85714286,18.14285714,21.06126083,20.24840225,19.56736757,18.98130725,18.4669449,18.84691295,21.13821308,23.34434125,25.40256693,27.25436514,28.8470806,30.13542498,31.08276463,31.66216225,31.85714286,30.38095238,28.9047619,27.42857143,26.19047619,24.95238095,23.71428571,23.18198113,22.64967655,22.11737197
6/11/14,32,19.28571429,21.58506739,20.94395791,20.40691134,19.94481609,19.53929075,19.94968446,22.07243121,24.11603075,26.02244162,27.73751869,29.21255105,30.40564543,31.28291604,31.81944701,32,30.80952381,29.61904762,28.42857143,27.04761905,25.66666667,24.28571429,23.79857158,23.31142888,22.82428617
6/12/14,32.57142857,20.14285714,22.33714347,21.72473607,21.21181381,20.77052614,20.38329424,20.8020097,22.87572479,24.87190508,26.73391649,28.40893148,29.84942782,31.01453686,31.87120303,32.39512168,32.57142857,31.42857143,30.28571429,29.14285714,29.0952381,29.04761905,29,27.16504522,25.33009045,23.49513567
6/13/14,33.85714286,18.85714286,21.66018089,20.87718418,20.22147935,19.65740856,19.16247259,19.66377655,22.16507374,24.57261234,26.81815407,28.83805224,30.57505571,31.97993159,33.01286066,33.64456601,33.85714286,32.33333333,30.80952381,29.28571429,27.85714286,26.42857143,25,24.26374717,23.52749434,22.79124151
6/14/14,33.71428571,19.28571429,22.05498868,21.28080587,20.63256661,20.07497031,19.58574981,20.07124711,22.475988,24.79038457,26.94889619,28.89039666,30.55990529,31.9101438,32.90287522,33.50998672,33.71428571,32.71428571,31.71428571,30.71428571,29.19047619,27.66666667,26.14285714,25.20039505,24.25793297,23.31547088
6/15/14,31.71428571,19.71428571,22.37300879,21.62920296,21.0064714,20.47086081,20.00095956,20.37472637,22.37376921,24.29755794,26.09165603,27.70529678,29.09281977,30.21496293,31.03997352,31.54450663,31.71428571,30.28571429,28.85714286,27.42857143,26.61904762,25.80952381,25,24.18511779,23.37023558,22.55535338
6/16/14,29.57142857,19.28571429,21.74047117,21.05329847,20.47804021,19.98329758,19.54927453,19.85715532,21.56991489,23.21808386,24.75505675,26.13737241,27.32594293,28.28715896,28.99384008,29.4260034,29.57142857,28.28571429,27,25.71428571,24.47619048,23.23809524,22,21.22780671,20.45561343,19.68342014
6/17/14,29.85714286,15.85714286,18.91122686,18.05582342,17.33979561,16.72402491,16.1838531,16.6411804,18.97161247,21.21402811,23.30505555,25.18560132,26.8025203,28.11011755,29.07143974,29.65931943,29.85714286,28.76190476,27.66666667,26.57142857,25.23809524,23.9047619,22.57142857,21.64395471,20.71648085,19.78900699
