,OUARGLA,Figuier,Foues,Boumerdes,BIR SLAM,BEJAIA,MEDEA 1,MEDEA 2,BOUIRA 1,BOUIRA 2,BLIDA 1,BLIDA 2,BLIDA 3,BLIDA 4,"B,Ezzouar",Beaulieu,Baraki,Benzerga,Ain Taya,Nador,Tipaza,Cherchell,Hadjout,Sidi Ammar Tipaza,Taref,Naama,Total
0.5,816,102.8,,1188,2472,5714,5395,221,1041,1340,541,5092,3899,959,7995,5051,2778,3461,1298,197,674,131,1081.1,105,427,135,52115.04
0.54,772,55.6,,991,705,5384,4249,0,1358,1129,398,4591,2785,929,8221,3619,2175,2381,1612,155,432,165,685.4,52,268,141,43254.45
0.58,828,41.8,,629,246,4739,3849,0,1535,1075,401,4349,1605,909,8696,2412,1876,1638,1864,84,384,165,520,38,135,135,38153.57
0.63,866,65.1,,479,148,4621,3638,0,1628,1233,402,4265,1113,919,9331,1808,1673,1239,1409,53,241,175,481.4,28,86,146,36047.63
0.67,933,84.6,,432,299,4346,4136,0,1059,1449,304,4281,965,919,9629,1755,1830,1387,963,48,291,243,481.2,47,110,167,36159.74
0.71,1162,124.2,,537,906,4506,4703,0,657,1568,358,4404,1162,909,8421,2055,2042,1944,873,54,341,229,542.1,62,199,182,37940.30
0.75,1762,194.3,,672,1524,4654,6160,0,532,1634,356,4530,1565,959,7535,2610,2553,2745,877,70,442,339,830.4,103,360,213,43221.92
0.79,2958,176.4,,823,1942,5291,6343,0,559,1058,503,4760,2611,959,7193,3565,2813,3594,1186,104,491,611,1087.4,85,370,355,49436.98
0.83,3523,78.4,,725,775,5277,4904,0,828,794,746,4596,2483,879,7289,2577,2214,2563,1443,68,493,986,806.4,10,185,514,44756.89
0.88,3718,44,,545,261,4360,3856,0,1455,529,1184,4196,951,839,7731,761,1603,1470,1962,42,348,1220,442.1,5,74,696,38291.21
0.92,4352,24.4,,402,263,3157,3342,0,1862,424,1614,3911,101,809,8381,51,1244,816,1672,26,201,1513,256.5,5,20,803,35247.97
0.96,5067,14.6,,301,260,3073,2881,0,1151,371,1891,3676,0,779,9230,0,1038,359,1052,16,203,1489,183.3,5,0,880,33917.74
0,4736,0,,252,262,3102,2567,0,621,265,2405,3493,0,759,8564,0,780,154,684,10,102,960,168.2,5,0,654,30542.88
0.04,2953,0,,220,210,2792,2492,0,449,266,2672,3359,0,739,7436,0,726,52,579,16,103,653,136.7,0,5,465,26323.44
0.08,2183,4.9,,225,208,2819,2442,0,329,267,2193,3306,0,739,6646,0,778,0,422,37,51,501,147.9,0,0,374,23673.00
0.13,2259,19.6,,225,262,2779,2454,0,238,268,1425,3056,0,739,5688,0,830,0,476,37,103,487,168.8,10,15,394,21935.32
0.17,2797,24.6,,260,264,2836,2550,0,209,374,1092,2816,0,739,4973,0,778,0,372,43,103,483,185.5,5,30,402,21337.29
0.21,2647,39.4,,267,314,2812,2891,0,199,479,1098,2936,0,739,4462,0,882,0,371,48,103,596,238.2,15,45,387,21570.05
0.25,3557,88.9,,339,469,3002,3345,0,190,691,1204,3158,0,759,4105,0,1087,309,424,54,155,795,269.9,21,54,598,24672.85
0.29,4670,83.7,,354,676,3248,4403,0,196,1116,1211,3447,0,849,4002,0,1343,768,478,70,155,640,412.7,47,74,655,28897.86
0.33,2761,87.3,,577,1190,4213,5625,0,211,1428,1303,3978,306,919,4049,557,1801,1572,530,103,307,383,663.9,88,219,338,33208.79
0.38,1821,113.5,,703,1793,5017,6847,0,266,1683,1211,4444,1536,1019,4298,2106,2249,2554,843,102,500,253,1049.8,106,357,221,41091.63
0.42,1244,140.7,,760,2331,5417,7138,315,336,1987,878,4930,2830,1109,4994,3447,2890,3422,1157,131,634,194,1436.5,171,428,150,48470.95
0.46,957,150.2,,887,2770,5709,7081,1476,546,2084,492,5588,4312,1109,5840,4839,3638,4635,1239,143,819,160,1620.4,177,546,144,56961.71
0.5,812,94,,968,2309,5819,6412,1753,878,1504,399,5773,5091,999,7034,5749,3839,5266,1447,160,820,160,1417.7,152,632,139,59628.28
0.54,833,56.1,,775,951,5618,4634,268,1220,1131,303,5015,3664,889,7762,4374,2891,4199,1662,103,723,160,926.4,100,418,134,48809.43
0.58,874,42.3,,558,198,4351,3729,0,1527,971,305,4413,1411,849,8637,2211,1927,2432,1901,73,482,160,561.9,67,208,144,38032.35
0.63,875,60.9,,453,292,3943,3708,0,1822,1127,256,4227,239,869,9968,1051,1671,1490,1457,53,337,199,448.9,47,124,155,34872.13
0.67,946,104.2,,453,196,4027,4062,0,1265,1343,308,4221,0,889,10809,1049,1783,1539,1064,63,339,214,449.6,33,115,155,35424.79
0.71,1261,124.5,,523,697,4208,4337,0,664,1408,258,4272,0,909,9764,1403,1895,1800,859,64,341,276,516.7,48,173,190,35989.69
0.75,2345,194.6,,630,1323,4469,5588,0,416,1526,309,4389,191,959,8051,1559,2204,2202,956,96,344,334,775,73,265,236,39433.67
0.79,3955,152.1,,927,1999,4939,5919,0,408,951,457,4631,1423,929,7154,2565,2564,3202,1175,125,540,558,964.8,60,412,418,46428.50
0.83,3103,68.6,,790,676,4714,4471,0,611,688,749,4462,1638,869,7145,1975,2014,2367,1391,89,493,815,749.8,15,215,518,40628.22
0.88,3330,44.1,,524,264,3752,3392,0,1225,531,1186,4141,351,809,7440,911,1504,1371,1867,58,299,984,448,10,70,652,35162.56
0.92,4089,19.6,,364,158,3101,2931,0,1679,372,1419,3731,0,749,7793,0,1144,716,1631,31,201,1195,272.4,5,10,754,32365.75
0.96,4785,9.8,,280,53,3057,2672,0,1000,373,1546,3371,0,739,8745,0,937,360,1007,21,152,1243,210.1,10,0,690,31261.03
0,4117,4.9,,219,211,2529,2398,0,458,321,1721,3118,0,739,8226,0,833,155,797,16,102,879,163.2,0,0,500,27505.67
0.04,2259,0,,188,211,2526,2484,0,337,322,1989,2886,0,739,7543,0,782,0,586,21,103,620,163.6,5,0,400,24163.50
0.08,1618,0,,223,211,2526,2602,0,258,322,1751,2793,0,739,6602,0,678,0,480,37,103,547,179.3,5,0,382,22057.04
0.13,1939,14.7,,194,211,2527,2513,0,213,322,1274,2727,0,739,5842,0,677,0,426,42,104,487,179.8,10,10,426,20878.92
0.17,2554,29.4,,193,209,2609,2641,0,194,430,1137,2499,0,739,5180,0,626,0,428,42,104,573,190.6,10,15,434,20836.26
0.21,2616,39.3,,249,315,2714,2988,0,189,644,1144,2600,0,739,4619,0,626,104,374,53,104,715,217.7,21,45,513,21627.95
0.25,3728,78.8,,311,471,2803,3446,0,184,965,1152,2954,0,769,4414,0,626,517,426,59,156,954,292.1,26,55,818,25204.23
0.29,4340,78.8,,448,678,3253,4507,0,194,1337,1253,3370,0,849,4310,52,988,872,426,92,207,740,407.8,42,90,590,29122.70
0.33,2433,82.5,,695,1038,3965,5346,0,215,1487,1441,3924,205,919,4457,1116,1294,1625,584,119,256,420,618.4,73,201,321,32837.26
0.38,1529,109.1,,668,1436,4925,6115,0,254,1632,1449,4255,1145,989,4855,2613,1697,2357,633,107,452,281,821.8,91,358,210,38980.07
0.42,1088,146.5,,789,1974,5478,6849,0,373,1877,1076,4540,1906,1039,5652,3558,1985,2834,944,115,539,194,1101.4,132,380,149,44718.66
0.46,879,159.2,,893,2265,5779,6844,86,648,1917,788,4940,2911,1059,6449,4506,2628,3610,1435,143,675,174,1281.6,143,414,153,50781.27
0.5,791,97.8,,914,2059,5727,5968,305,1008,1390,547,5103,3631,979,7190,5262,2423,4388,602,130,721,141,1248,109,462,149,51343.27
0.54,821,55.6,,673,700,5381,4675,0,1307,1070,499,4642,2969,909,7665,4485,1058,3511,96,83,624,164,887.5,47,339,139,42798.58
0.58,885,46.4,,502,198,4158,4027,0,1522,1015,404,4309,1649,889,8246,2875,347,2181,294,43,352,188,637,61,185,144,36157.33
0.63,895,60.6,,438,146,3902,3927,0,1570,1220,406,4166,916,889,8877,2367,2250,1587,495,33,337,183,517.1,47,131,149,35509.69
0.67,951,103.7,,394,440,4090,4131,0,1097,1385,407,4148,671,919,9462,2263,2426,1735,87,43,386,235,523,57,137,164,36257.47
0.71,1219,129.4,,500,1003,4142,4458,0,636,1506,408,4234,721,949,8650,2509,2645,2294,148,64,389,269,614.6,67,239,230,38023.25
0.75,2239,189.5,,672,1732,4662,5859,0,477,1624,557,4441,1022,1009,7379,3262,3311,2994,544,96,440,438,949.2,68,318,466,44746.89
0.79,3874,147,,926,2306,5132,5995,0,500,1001,950,4817,2553,979,7030,4465,3939,4138,1577,104,636,687,1176,60,392,423,53805.37
0.83,3069,73.5,,738,1394,5137,4429,0,843,792,1497,4588,2623,899,7129,3584,3043,3011,2596,63,590,810,795.3,10,224,488,48426.03
0.88,3369,44.1,,482,367,4379,3419,0,1586,636,1997,4124,949,809,7718,1674,2433,1769,1646,36,398,947,426.1,0,94,618,39920.22
0.92,4203,29.4,,386,209,3695,2852,0,1993,478,2039,3766,50,739,8569,356,1971,1016,100,26,201,1073,245.5,5,35,686,34723.04
0.96,4851,9.8,,285,158,3069,2474,0,1231,373,2120,3466,0,739,9824,0,1920,562,465,16,203,1105,198.7,5,5,570,33647.98
0,4019,4.9,,209,210,2958,2307,0,652,373,2196,3293,0,739,9218,0,1611,257,1021,10,154,707,162.9,5,15,324,30445.25
0.04,2134,0,,228,158,2437,2291,0,402,374,2320,2951,0,739,8048,0,1559,52,50,31,103,523,163.1,5,0,268,24836.15
0.08,1558,4.9,,230,209,2357,4742,0,297,375,2074,2842,0,739,7205,0,1611,0,340,37,103,438,200,5,0,261,25626.67
0.13,1938,14.7,,188,209,2671,2488,0,233,376,1830,2807,0,739,6655,0,1561,0,1058,37,156,498,179.4,10,59,395,24100.91
0.17,2581,29.5,,228,263,2739,2740,0,208,483,1748,2772,0,739,5950,0,1662,0,907,42,104,566,195.4,10,49,379,24396.92
0.21,2715,34.5,,269,313,2865,3452,0,214,751,1908,2919,0,739,5236,0,1816,259,1068,48,105,762,253.4,21,64,644,26454.33
0.25,3653,49.2,,321,625,3527,4578,0,209,1286,2013,3361,0,829,4979,51,2020,769,1236,64,155,900,301.1,21,129,738,31815.32
0.29,4347,93.2,,422,883,4451,4801,0,215,1342,2170,3929,152,859,4925,1114,2376,1423,1606,75,307,453,505.4,64,299,398,37208.52
0.33,2466,115.3,,652,1346,5012,5471,0,230,1384,2420,4306,1203,889,5019,2317,2783,1922,1472,109,406,227,714.6,69,306,212,41051.61
0.38,1531,161,,720,1540,5353,5852,0,309,1583,2332,4369,1433,939,5513,2907,2622,2056,1008,108,401,149,819.1,87,323,150,42265.74
0.42,1113,188.7,,755,2231,5747,6138,0,639,1828,1840,4580,2101,989,6407,3849,2753,2432,799,115,590,130,1021.9,104,367,136,46855.24
0.46,893,223.1,,866,2420,5893,4867,0,1183,1868,1391,4778,2817,1009,7550,4797,3086,2914,534,143,632,121,1161,111,385,136,49778.46
0.5,820,151.7,,835,1855,5789,3623,0,1236,1339,1147,4805,3298,909,8098,5253,3227,3401,534,136,679,97,1058,81,252,136,48759.73
0.54,845,85,,633,847,5472,3116,0,1514,1126,852,4304,2287,859,8173,4124,2522,2374,430,84,484,904,653.1,43,115,137,41982.81
0.58,883,66,,473,196,4811,3197,0,1680,1123,705,4123,1157,819,8391,2963,2118,1585,430,54,338,188,468.3,24,81,132,36006.76
0.63,898,52.1,,429,97,4716,3809,0,1696,1280,707,4013,332,839,8817,2360,1919,1138,428,43,291,218,378.6,14,124,148,34747.42
0.67,959,81.2,,414,194,4173,4286,0,1113,1491,709,4067,186,889,9153,2305,2081,1386,373,49,341,251,406,24,201,188,35318.47
0.71,1239,106.2,,550,948,4409,5785,0,687,1503,708,4198,424,919,8090,2754,2798,1991,535,75,343,285,533.8,53,294,259,39486.67
0.75,2346,160.9,,770,1527,4778,5771,0,536,1625,810,4415,1163,969,7256,3557,3209,2840,535,97,445,436,873,78,397,442,45035.40
0.79,3981,132.4,,948,1948,5307,4164,0,532,1058,960,4687,2502,929,6916,4764,3777,3887,691,129,644,637,1090.7,65,219,469,50436.76
0.83,3210,58.8,,763,933,5335,2993,0,880,849,1610,4405,2329,839,7163,3433,2986,2608,950,62,499,734,718.6,10,89,630,44087.46
0.88,3468,34.3,,469,263,4328,2371,0,1680,692,2369,3949,549,779,7807,1470,2328,1364,1398,46,302,942,377.6,5,35,718,37744.06
0.92,4238,19.6,,291,211,3591,2107,0,2103,533,2408,3595,0,749,8656,153,2022,813,1571,31,203,1135,253.5,10,20,687,35399.78
0.96,4862,9.8,,297,211,3056,1951,0,1188,480,2592,3297,0,739,10069,0,1868,408,1897,31,205,1020,192.8,5,10,440,34829.52
0,4090,4.9,,229,158,3066,1999,0,631,428,2671,3034,0,739,9322,0,1764,102,2157,21,156,697,182.8,0,20,329,31802.08
0.04,2288,0,,192,158,2738,2051,0,449,321,2795,2838,0,739,8100,0,1610,0,1806,21,106,496,167.5,5,25,264,27170.94
0.08,1700,4.9,,224,311,2916,1901,0,324,375,2391,2803,0,739,7259,0,1713,0,1318,26,161,421,183.1,10,35,387,25202.53
0.13,1999,14.8,,198,209,2837,2175,0,239,375,2044,2786,0,749,6603,0,1713,0,1112,42,108,468,178.4,5,60,396,24311.73
0.17,2628,24.6,,223,104,2662,2473,0,204,429,1953,2809,0,739,5894,0,1763,0,1063,47,109,550,210,5,70,444,24405.09
0.21,2651,44.4,,248,310,2855,3137,0,184,750,2010,2836,0,739,5128,0,1918,206,1276,47,162,739,236.7,21,85,710,26294.76
0.25,3798,49.4,,311,467,3219,4217,0,189,1283,2215,3023,0,769,5076,51,2173,717,1493,64,107,943,320.9,27,121,610,31243.16
0.29,4365,78.6,,452,729,3683,4546,0,200,1445,2109,3689,51,829,4924,1266,2428,1373,2067,80,207,668,483.8,53,278,300,36305.07
0.33,2445,96.3,,682,1089,4605,5423,0,215,1487,2204,4170,955,859,5120,2470,2731,1924,1779,118,409,426,693.3,69,295,188,40451.80
0.38,1534,113.8,,689,1437,5042,6096,0,300,1683,2021,4387,1436,899,5664,3258,2925,2058,1209,100,403,271,816.4,93,314,143,42891.97
0.42,1137,165,,781,1978,5437,6245,0,625,1928,1380,4557,2009,959,6557,4202,3208,2436,896,118,590,218,1004.2,114,375,137,47055.98
0.46,892,179.4,,864,1865,6186,4873,0,1152,1867,932,4835,2774,969,7650,4603,3595,3067,637,131,634,217,1164.7,117,413,138,49756.32
0.5,836,118,,870,1453,6137,3670,0,1302,1336,590,4837,3304,889,8201,4907,3791,3460,533,135,682,199,1057.7,106,280,143,48838.12
0.54,850,75.4,,642,349,5264,3407,0,1537,1068,446,4285,2094,839,8422,3874,2890,2430,481,99,486,179,674.8,38,125,139,40696.26
0.58,894,61.3,,503,195,4452,3461,0,1681,1063,399,4085,868,829,8846,2619,2333,1589,429,58,388,223,457.5,34,90,144,35702.97
0.63,906,71.1,,410,49,4213,3828,0,1723,1268,349,4036,333,859,9134,2215,2182,1141,428,39,291,223,393.8,24,113,155,34383.42
0.67,1000,105.2,,461,391,4209,4544,0,1130,1484,350,4158,282,889,9223,2213,2395,1390,427,49,341,281,481.9,34,192,190,36218.25
0.71,1197,144.9,,517,1005,4474,5891,0,747,1603,400,4267,864,929,8258,2712,2808,2095,479,64,393,286,612.9,68,340,382,40536.90
0.75,2258,194.8,,636,1681,4828,5790,0,619,1665,448,4454,1612,969,7177,3917,3066,3043,637,101,444,494,941.3,74,434,441,45923.31
0.79,3934,146.1,,942,1999,5041,4184,0,613,1045,640,4683,2802,919,6882,4976,3732,3890,896,129,640,654,1150.9,60,231,479,50667.36
0.83,3123,77.9,,750,1033,5112,3005,0,963,785,828,4316,2381,859,7079,3693,2887,2610,1213,72,493,833,753.4,15,96,680,43656.26
0.88,3272,43.6,,457,262,4221,2369,0,1741,629,1261,3937,751,819,7770,1828,2277,1466,1133,51,348,1018,405,0,50,765,36872.84
0.92,3942,29,,346,157,3521,2346,0,2050,474,1353,3711,101,779,8765,662,1918,863,968,36,251,1190,254.9,0,25,659,34400.09
0.96,4425,14.5,,266,210,3215,2107,0,1239,369,1536,3488,0,749,10078,102,1712,407,46,37,151,1155,182.8,5,15,398,31908.14
0,3653,4.9,,255,156,3198,2178,0,688,316,1662,3355,0,739,9178,0,1609,204,383,44,152,765,172.3,0,5,373,29091.70
0.04,2170,0,,201,210,3174,2237,0,508,264,1737,3205,0,739,7950,0,1507,51,1581,40,102,598,156.7,0,25,343,26798.48
0.08,1587,4.8,,215,208,2877,2197,0,360,317,1313,3232,0,739,7204,0,1559,0,1768,29,152,507,182.6,5,56,425,24937.92
0.13,1954,19.2,,205,362,3116,2375,0,296,317,889,3218,0,739,6652,0,1404,0,1450,34,101,535,188.7,5,66,387,24313.99
0.17,2545,28.7,,209,466,3266,2732,0,266,370,750,3263,0,739,6146,0,1607,52,1014,28,152,594,200.1,0,66,519,25011.66
0.21,2705,43.1,,244,417,3615,3497,0,272,634,798,3397,0,789,5638,0,1708,206,808,32,152,720,236.5,15,91,781,26797.86
0.25,3761,81.7,,317,314,3618,4674,0,272,1212,902,3632,0,829,5280,408,2014,767,913,58,152,1008,310.4,26,143,492,31185.14
0.29,4273,86.2,,440,932,4231,4862,0,282,1319,1005,4026,254,869,5229,1618,2319,1473,1119,86,302,684,472.8,52,317,263,36514.67
0.33,2378,90.1,,619,1397,5170,5669,0,292,1311,1335,4350,1502,929,5325,2672,2524,1922,1437,120,398,420,631.4,83,312,176,41063.54
0.38,1487,109.3,,714,1542,5371,6336,0,385,1508,1199,4524,1879,989,5818,3515,2821,2159,2015,101,444,299,688.3,86,317,139,44447.12
0.42,1119,148.2,,800,2183,5539,6576,0,765,1856,677,4793,2645,1059,6710,4210,3158,2641,1622,130,580,228,927.7,123,377,145,49012.45
0.46,918,143,,906,2529,5793,5315,0,1334,1797,440,5147,3507,1069,7504,4957,3553,3221,998,143,719,222,1094.1,116,412,150,51988.22
0.5,837,86,,896,1962,5853,4173,0,1423,1326,296,5200,3993,979,8052,5166,3354,3513,738,141,671,218,1043,82,283,146,50431.98
0.54,848,47.5,,660,803,5646,3724,0,1710,1166,300,4649,2932,939,8383,4384,2594,2580,527,94,478,194,785.9,58,146,140,43787.61
0.58,884,42.3,,460,149,5043,3742,0,1921,1164,302,4393,1800,909,8656,3275,2135,1839,479,58,430,203,573.9,43,109,156,38767.46
0.63,896,51.9,,400,443,5164,4080,0,1895,1267,303,4243,1357,939,9185,2620,2032,1340,373,43,336,261,692.3,19,114,156,38211.09
0.67,967,99.9,,453,298,4516,4557,0,1291,1431,305,4314,1307,949,9283,2565,2193,1391,429,54,337,276,545,43,167,232,38001.39
0.71,1234,168.5,,534,954,4355,6038,0,841,1549,306,4335,1511,969,8414,2966,2504,2046,320,79,435,357,609.7,77,304,470,41377.17
0.75,2225,215,,669,1731,4979,6043,0,678,1614,305,4610,1815,1019,7578,3769,3214,2894,372,102,487,493,918.1,74,414,444,46661.22
0.79,3824,132.7,,950,2102,5250,4383,0,674,1048,550,4962,3145,969,7083,5127,3581,3986,479,129,680,662,1148.7,65,226,531,51685.57
0.83,3108,64.2,,796,879,5064,3315,0,1050,789,935,4628,2774,879,7229,3896,2785,2809,583,67,487,847,780.5,10,85,683,44541.32
0.88,3510,34.3,,545,262,4120,2691,0,1758,633,1321,4193,1149,839,7772,1828,2175,1516,850,52,393,971,426.8,5,30,760,37831.99
0.92,4159,14.6,,389,263,3275,2354,0,2171,423,1261,3928,302,789,8469,713,1866,863,1167,48,248,1090,276.7,0,15,542,34625.83
0.96,4642,9.7,,272,157,3162,2298,0,1299,424,1488,3691,0,759,9922,153,1764,510,1192,61,150,1100,193.5,0,0,359,33607.32
0,3939,0,,263,158,2863,2358,0,674,371,1616,3483,0,739,9122,0,1558,205,1423,59,152,709,172.8,5,30,298,30198.63
0.04,2254,0,,236,210,2575,2310,0,479,372,1738,3315,0,739,7745,0,1510,103,1719,37,153,496,183.8,0,15,305,26494.00
0.08,1666,4.9,,221,259,2710,2305,0,366,372,1269,3186,0,739,7000,0,1457,0,1874,0,102,411,173.6,5,41,431,24592.57
0.13,2066,19.5,,237,261,2821,2482,0,307,373,938,3104,0,749,6550,0,1561,0,1476,0,153,458,190.1,5,56,469,24274.41
0.17,2707,29.2,,237,416,2858,2747,0,292,480,801,3053,0,739,5992,0,1560,0,1019,0,153,523,216.3,5,61,699,24589.08
0.21,2713,43.8,,262,468,3062,3549,0,283,799,852,3180,0,749,5539,0,1763,258,815,40,154,709,248.3,15,82,703,26287.02
0.25,3738,73.1,,328,624,3418,4825,0,279,1276,954,3528,0,839,5079,257,1915,820,911,66,153,973,333.3,31,143,369,30932.30
0.29,3958,78,,524,987,4186,5060,0,279,1438,1056,4047,255,869,4921,1469,2425,1474,1179,87,304,689,517,52,302,226,36379.22
0.33,2265,91.8,,749,1297,5024,5822,0,294,1428,1289,4346,1553,939,5068,2723,2579,2024,1542,124,452,405,744.3,67,334,160,41319.95
0.38,1487,104,,741,1748,5412,6494,0,392,1677,1198,4531,1881,1019,5563,3314,2776,2161,2064,106,448,294,861,91,329,154,44843.71
0.42,1061,121.1,,821,2389,5645,6685,0,760,1976,773,4803,2692,1069,6505,4059,3111,2741,1675,118,633,197,1014.6,113,377,149,49485.84
0.46,880,134.8,,856,2375,6054,5272,0,1349,1867,586,5138,3406,1049,7399,4956,254,3173,998,139,720,203,1134.6,111,417,150,48621.66
0.5,807,88.2,,842,1810,6134,4168,0,1455,1338,444,5150,3940,959,8149,5160,0,3564,787,146,671,145,1088.4,91,278,145,47360.74
0.54,771,55.7,,679,650,5755,3675,0,1700,1174,399,4574,2834,909,8280,2316,0,2680,578,103,527,183,673,38,169,145,38868.85
0.58,808,51.1,,476,249,4726,3662,0,1936,1170,302,4308,1652,889,8556,0,0,2086,475,64,431,184,551.3,28,108,150,32862.93
0.63,856,70,,444,49,4311,4264,0,1956,1327,353,4231,1161,909,9183,0,0,1638,425,55,337,184,455.1,28,113,190,32540.40
0.67,1006,113.5,,435,295,4384,4984,0,1278,1439,354,4270,1015,939,9378,0,96,1740,373,60,339,276,504.8,57,158,281,33775.46
0.71,1192,168.5,,525,450,4284,6633,0,875,1560,404,4366,1310,969,9194,0,0,2246,428,75,389,295,625.1,82,314,511,36894.71
0.75,1642,219.3,,759,966,4490,6588,0,712,1678,552,4604,1763,1039,9454,0,594,3192,373,106,488,449,929.6,98,434,451,41579.22
0.79,2776,157,,972,1897,4843,5001,44,731,1106,697,4966,3196,969,9793,4156,2859,3987,477,113,585,696,1159.8,65,247,636,52127.86
0.83,3658,73.2,,732,676,4776,3786,45,1082,898,1036,4664,2827,869,9669,3074,2559,2708,317,74,538,823,761.4,20,101,765,46530.61
0.88,4046,43.7,,480,264,3917,3161,0,1790,742,1421,4246,1300,819,9572,961,2315,1566,0,50,346,1050,386.2,0,61,721,39258.04
0.92,5004,29.1,,390,212,3072,2850,0,2153,639,1363,3955,252,799,11112,102,2492,915,53,40,250,1199,251.4,0,45,421,37597.28
0.96,5952,19.4,,291,212,2761,2583,0,1370,533,1395,3750,0,759,11184,0,2806,562,0,30,152,1180,194.3,5,30,357,36124.98
0,5783,0,,243,212,2602,2616,0,776,480,1619,3526,0,739,9923,0,3368,360,212,20,153,776,179.2,0,25,307,33919.65
0.04,4211,0,,215,212,2499,2670,0,585,481,1694,3467,0,749,8586,0,3788,155,895,15,153,565,184.6,5,36,410,31576.42
0.08,2442,4.8,,266,158,2430,2626,0,421,482,1364,3403,0,739,7575,0,2840,104,1263,40,154,469,195.8,5,46,436,27464.06
0.13,2198,24,,241,261,2566,2861,0,337,483,1033,3363,0,739,6713,0,2333,104,1242,45,154,515,206.4,5,66,510,26000.41
0.17,2703,33.9,,227,211,2591,3166,0,323,591,897,3412,0,739,6155,0,1976,156,1477,46,103,554,217.3,15,77,739,26409.50
0.21,2553,43.9,,283,264,2530,3970,0,319,806,999,3527,0,779,5491,0,1609,415,1712,56,155,751,244.2,21,92,538,27157.00
0.25,3630,83,,306,469,2804,5160,0,324,1342,1100,3745,0,829,5086,52,1560,924,1857,57,207,888,335.1,37,148,282,31222.51
0.29,4257,92.1,,383,885,3621,5384,0,330,1398,1199,4188,256,869,5178,963,1407,1630,1572,83,256,717,535.9,47,311,195,35756.37
0.33,2451,85.6,,581,1247,4656,6197,0,350,1598,1336,4493,1555,929,5425,2112,1409,2130,1062,115,405,407,742.4,84,343,155,39868.41
0.38,1510,114.1,,838,1496,5160,6929,0,439,1586,1297,4579,1885,1009,5923,2949,1512,2414,860,145,500,268,887.2,103,352,144,42899.04
0.42,1142,146,,1000,1936,5673,6923,0,853,1832,824,4787,2402,1069,6915,3794,1617,2842,962,177,635,214,1113.9,144,371,130,47501.85
0.46,910,145,,1160,2173,5645,5849,87,1468,2239,637,5090,3165,1079,8009,4435,1718,3325,1224,217,674,200,1317.5,146,424,129,51465.30
0.5,859,93.3,,1156,1812,5764,4744,308,1730,1454,495,5159,3742,969,8662,4840,1770,3716,1491,208,721,166,1174.1,92,333,150,51607.20
0.54,901,50.6,,915,401,5099,4244,0,1903,1236,400,4661,2978,919,8837,3814,2589,2733,2065,167,527,151,794.3,48,165,135,45733.74
0.58,901,45.5,,632,198,4005,4277,0,2015,1129,354,4394,1802,909,9167,2608,2589,1891,1673,108,431,170,579.3,38,116,161,40192.91
0.63,932,85,,465,197,4142,4637,0,2199,1334,306,4315,1360,919,9698,2056,2823,1443,1102,56,336,194,515.3,29,120,176,39438.98
0.67,995,99.7,,432,344,4106,5510,0,1473,1447,307,4375,1259,959,9940,2306,3232,1692,789,51,337,234,519.2,38,217,242,40903.30
0.71,1300,158.9,,531,1159,4409,6905,0,878,1619,358,4511,1457,989,8881,2457,2318,2250,583,61,388,240,659,78,345,388,42922.07
0.75,1795,204.7,,615,1893,4834,6990,0,706,1743,307,4745,2156,1039,8047,3006,2003,3151,478,77,489,341,1003.2,94,407,577,46699.32
0.79,3146,145.5,,872,1959,5383,5795,226,734,1277,508,4985,3250,959,7603,3909,1298,3800,427,123,587,614,1150.3,55,217,770,49793.08
0.83,3975,67.4,,726,1091,5164,4773,272,1120,1013,797,4658,2783,879,7848,2827,544,2767,374,74,539,1004,793.8,20,106,905,45121.19
0.88,3993,48.4,,516,422,4391,4014,0,1851,856,1188,4242,1252,829,8196,1014,446,1725,427,45,397,1317,481.1,5,56,835,38545.54
0.92,4567,24.3,,421,212,3441,3652,0,2165,750,1670,3994,355,789,8946,51,554,1020,426,40,251,1593,299.2,0,41,547,35807.91
0.96,5223,9.7,,314,212,3124,3380,0,1338,591,2049,3774,0,759,9950,0,914,718,426,20,203,1605,236.6,5,36,405,35291.47
0,5000,4.9,,279,261,3190,3309,0,817,591,2515,3570,0,749,9145,0,1428,310,637,20,154,1075,216.5,0,0,364,33633.90
0.04,3234,0,,257,211,3167,3307,0,617,484,2819,3400,0,739,8117,0,1742,260,950,25,155,728,201,5,35,397,30849.39
