8/8/14 00:59,0.540382498,0.557058795,0.577448837,0.533256013
8/8/14 01:59,0.526246837,0.540382498,0.557058795,0.518145989
8/8/14 02:59,0.513979052,0.526246837,0.540382498,0.505036849
8/8/14 03:59,0.503142624,0.513979052,0.526246837,0.49346011
8/8/14 04:59,0.493438172,0.503142624,0.513979052,0.483094714
8/8/14 05:59,0.554926847,0.493438172,0.503142624,0.538834411
8/8/14 06:59,0.621621677,0.554926847,0.493438172,0.59821545
8/8/14 07:59,0.684315572,0.621621677,0.554926847,0.654016336
8/8/14 08:59,0.741064393,0.684315572,0.621621677,0.704512757
8/8/14 09:59,0.790108355,0.741064393,0.684315572,0.748144316
8/8/14 10:59,0.829926602,0.790108355,0.741064393,0.783562748
8/8/14 11:59,0.859284368,0.829926602,0.790108355,0.809673583
8/8/14 12:59,0.877271266,0.859284368,0.829926602,0.825669965
8/8/14 13:59,0.883329521,0.877271266,0.859284368,0.831057586
8/8/14 14:59,0.877271266,0.883329521,0.877271266,0.825669965
8/8/14 15:59,0.859284368,0.877271266,0.883329521,0.809673583
8/8/14 16:59,0.829926602,0.859284368,0.877271266,0.783562748
8/8/14 17:59,0.790108355,0.829926602,0.859284368,0.748144316
8/8/14 18:59,0.741064393,0.790108355,0.829926602,0.704512757
8/8/14 19:59,0.738638379,0.741064393,0.790108355,0.701330261
8/8/14 20:59,0.684839942,0.738638379,0.741064393,0.640194064
8/8/14 21:59,0.652512212,0.684839942,0.738638379,0.603625925
8/8/14 22:59,0.629327096,0.652512212,0.684839942,0.577448837
8/8/14 23:59,0.611273308,0.629327096,0.652512212,0.557058795
8/9/14 00:59,0.596472189,0.611273308,0.629327096,0.540382498
8/9/14 01:59,0.583920309,0.596472189,0.611273308,0.526246837
8/9/14 02:59,0.573023384,0.583920309,0.596472189,0.513979052
8/9/14 03:59,0.563395407,0.573023384,0.583920309,0.503142624
8/9/14 04:59,0.554771427,0.563395407,0.573023384,0.493438172
8/9/14 05:59,0.612268636,0.554771427,0.563395407,0.554926847
8/9/14 06:59,0.67588747,0.612268636,0.554771427,0.621621677
8/9/14 07:59,0.735709637,0.67588747,0.612268636,0.684315572
8/9/14 08:59,0.789873375,0.735709637,0.67588747,0.741064393
8/9/14 09:59,0.836693021,0.789873375,0.735709637,0.790108355
8/9/14 10:59,0.874711469,0.836693021,0.789873375,0.829926602
8/9/14 11:59,0.902745523,0.874711469,0.836693021,0.859284368
8/9/14 12:59,0.919922718,0.902745523,0.874711469,0.877271266
8/9/14 13:59,0.92570847,0.919922718,0.902745523,0.883329521
8/9/14 14:59,0.919922718,0.92570847,0.919922718,0.877271266
8/9/14 15:59,0.902745523,0.919922718,0.92570847,0.859284368
8/9/14 16:59,0.874711469,0.902745523,0.919922718,0.829926602
8/9/14 17:59,0.836693021,0.874711469,0.902745523,0.790108355
8/9/14 18:59,0.789873375,0.836693021,0.874711469,0.741064393
8/9/14 19:59,0.785605494,0.789873375,0.836693021,0.738638379
8/9/14 20:59,0.724619459,0.785605494,0.789873375,0.684839942
8/9/14 21:59,0.687812408,0.724619459,0.785605494,0.652512212
8/9/14 22:59,0.661367419,0.687812408,0.724619459,0.629327096
8/9/14 23:59,0.640733444,0.661367419,0.687812408,0.611273308
8/10/14 00:59,0.623829913,0.640733444,0.661367419,0.596472189
8/10/14 01:59,0.609488842,0.623829913,0.640733444,0.583920309
8/10/14 02:59,0.597034626,0.609488842,0.623829913,0.573023384
8/10/14 03:59,0.586027996,0.597034626,0.609488842,0.563395407
8/10/14 04:59,0.576167207,0.586027996,0.597034626,0.554771427
8/10/14 05:59,0.634225715,0.576167207,0.586027996,0.612268636
8/10/14 06:59,0.70001597,0.634225715,0.576167207,0.67588747
8/10/14 07:59,0.761901368,0.70001597,0.634225715,0.735709637
8/10/14 08:59,0.817948706,0.761901368,0.70001597,0.789873375
8/10/14 09:59,0.866407158,0.817948706,0.761901368,0.836693021
8/10/14 10:59,0.905762958,0.866407158,0.817948706,0.874711469
8/10/14 11:59,0.934786692,0.905762958,0.866407158,0.902745523
8/10/14 12:59,0.952571707,0.934786692,0.905762958,0.919922718
8/10/14 13:59,0.958562425,0.952571707,0.934786692,0.92570847
8/10/14 14:59,0.952571707,0.958562425,0.952571707,0.919922718
8/10/14 15:59,0.934786692,0.952571707,0.958562425,0.902745523
8/10/14 16:59,0.905762958,0.934786692,0.952571707,0.874711469
8/10/14 17:59,0.866407158,0.905762958,0.934786692,0.836693021
8/10/14 18:59,0.817948706,0.866407158,0.905762958,0.789873375
8/10/14 19:59,0.811898214,0.817948706,0.866407158,0.785605494
8/10/14 20:59,0.743822998,0.811898214,0.817948706,0.724619459
8/10/14 21:59,0.702553078,0.743822998,0.811898214,0.687812408
8/10/14 22:59,0.672846668,0.702553078,0.743822998,0.661367419
8/10/14 23:59,0.649634257,0.672846668,0.702553078,0.640733444
8/11/14 00:59,0.630617148,0.649634257,0.672846668,0.623829913
8/11/14 01:59,0.614475577,0.630617148,0.649634257,0.609488842
8/11/14 02:59,0.600453074,0.614475577,0.630617148,0.597034626
8/11/14 03:59,0.588057272,0.600453074,0.614475577,0.586027996
8/11/14 04:59,0.576949682,0.588057272,0.600453074,0.576167207
8/11/14 05:59,0.63030146,0.576949682,0.588057272,0.634225715
8/11/14 06:59,0.692446548,0.63030146,0.576949682,0.70001597
8/11/14 07:59,0.750923747,0.692446548,0.63030146,0.761901368
8/11/14 08:59,0.803899368,0.750923747,0.692446548,0.817948706
8/11/14 09:59,0.849712236,0.803899368,0.750923747,0.866407158
