,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2014-08-03,18222.69,17549.43,17677.11,18208.29,18467.98,19390.33,21684.69,23293.8,25435.88,28450.57,32385.67,37201.35,39537.1,36684.26,31242.1,27746.43,27622.84,30851.71,37094.97,41096.83,39739.28,29581.15,23000.84,20016.0
2014-08-04,18509.78,17535.01,17434.23,17480.37,18168.29,19396.6,20921.11,22861.13,25066.79,27856.2,32323.62,37551.71,40068.63,37858.74,31110.72,27640.37,27015.38,30481.41,36982.72,41295.29,40063.93,28482.69,22144.61,20050.51
2014-08-05,18102.78,17181.75,17098.84,17732.88,18445.17,18839.37,20827.41,23082.99,25718.28,29098.18,33830.44,38719.26,40388.1,36456.25,31292.91,28191.96,28150.49,31519.35,36649.34,40595.22,40640.95,30104.62,23139.36,20370.47
2014-08-06,18836.02,17404.03,17716.24,18103.24,19105.49,19996.58,21486.74,23840.53,26502.08,30103.05,35208.85,39472.58,40549.4,36076.36,31564.29,30435.59,30785.71,32470.67,37608.56,42169.91,42264.79,33288.76,26157.28,23883.82
2014-08-07,21943.46,20948.28,20703.23,20694.53,21958.38,22822.79,24511.62,27015.8,30348.59,33255.41,37029.01,40853.38,42156.46,37933.4,33279.86,30308.98,29982.77,32233.74,37202.37,41014.42,40873.46,31124.75,24804.9,22967.72
2014-08-08,21074.79,19676.35,19725.26,20285.74,20636.2,22111.28,24153.62,25401.57,27834.45,31499.68,37173.27,42857.59,44074.51,38214.5,30949.33,27611.3,26644.1,28607.88,32608.27,36839.13,36964.24,29212.2,24161.31,22398.32
2014-08-09,20588.23,19636.45,20383.91,20608.07,20987.78,21883.51,23726.94,26554.62,28739.88,31989.1,35434.13,37208.69,37990.22,34829.25,31504.16,28335.88,26828.69,29052.82,32805.45,37157.52,38115.29,30463.14,23862.79,22566.81
2014-08-10,20402.33,18813.27,13515.11,18785.34,19310.88,19835.43,21656.82,19679.86,21092.81,24729.71,22039.79,32870.99,39293.15,38628.76,32128.44,28428.11,27938.45,30459.28,36122.52,42199.98,44136.89,37400.81,30219.77,26249.55
2014-08-11,22643.95,19956.47,18391.55,17590.32,17286.5,17576.25,18929.98,21620.15,26453.61,31104.58,35131.73,39470.59,40730.68,37385.24,31436.61,28036.66,27700.68,30204.89,35509.18,40555.53,42708.44,35673.97,29146.79,24922.08
2014-08-12,21223.76,19019.19,16972.97,16480.93,16121.21,13973.4,18292.13,20694.24,23195.12,27701.16,33519.98,37619.26,39583.3,36107.05,31074.81,29116.66,28660.57,31431.44,35687.37,39842.48,41799.17,35056.69,29266.23,26845.66
2014-08-13,24702.67,21074.9,19341.9,18185.86,17682.22,17455.57,18575.95,21232.04,25660.6,30435.61,34738.09,38987.85,40714.73,37432.84,32534.48,30723.91,30161.18,31555.32,35911.24,40007.69,42170.61,36262.37,30474.47,27602.38
2014-08-14,25170.01,21618.2,19824.3,18559.53,17736.27,17424.98,18525.41,20953.18,25275.43,30435.75,34686.1,37136.09,38404.97,35726.81,30846.72,27982.21,28618.16,30863.42,33966.31,38973.18,41560.1,32148.97,26948.76,26818.01
2014-08-15,24433.06,21451.22,19984.93,19375.0,18917.79,18726.96,19684.43,20613.57,23772.46,28283.65,33151.88,40302.35,41808.91,36378.99,30057.49,27665.01,28295.42,29790.0,31604.73,35384.96,37148.56,31745.69,26314.74,25117.25
2014-08-16,23142.44,20189.5,18449.69,18586.13,16898.06,18144.02,19878.85,21708.24,24073.43,28259.93,33145.02,37421.22,39198.02,35332.24,30204.38,28053.73,28215.16,30908.91,34302.53,37847.92,39300.59,31895.4,26749.2,25187.69
2014-08-17,23016.82,20328.35,19248.42,18061.37,17933.02,18087.54,18027.55,20253.93,25314.22,28537.33,33856.12,36785.18,38892.89,35555.28,30885.68,29516.19,29112.48,30200.84,34541.05,39212.98,41323.77,34389.83,28655.08,27594.56
2014-08-18,25233.51,21110.64,18832.92,17376.63,17021.41,16567.53,17350.01,16607.54,23451.14,27422.17,26913.52,35070.94,37158.59,32872.11,27647.08,25095.44,27425.64,30963.07,35764.67,40720.24,40515.2,31045.47,25744.0,24633.72
2014-08-19,23395.74,22417.83,21643.95,20816.21,19588.61,18802.15,19080.49,20749.14,22442.51,25661.3,30307.75,35083.22,35591.15,28038.18,27556.13,26105.02,27455.13,30481.21,36134.62,40738.08,41125.54,31542.51,26224.65,23647.57
2014-08-20,21944.33,20550.29,21129.52,21727.64,22163.75,22401.33,21875.73,22639.03,25348.97,25841.92,30137.72,34577.9,36568.52,33508.36,27870.11,25143.06,27141.13,23802.66,33619.79,40165.66,41623.07,33605.04,27686.18,25146.99
2014-08-21,22536.96,20838.44,19279.24,19282.66,20129.33,21575.67,21760.84,22108.1,24319.9,26271.17,28425.72,33625.52,35378.05,32001.24,26903.58,25081.13,25329.9,29149.73,35960.63,40751.29,37639.02,32558.19,29183.87,27032.91
2014-08-22,24407.63,21332.22,19830.59,19467.51,19233.96,19876.38,21120.58,23891.2,27761.31,29806.91,32440.85,36813.49,35568.45,31177.81,23402.82,20345.63,21608.7,24977.56,29976.61,34767.5,37625.67,30839.28,26053.6,19613.57
2014-08-23,22085.64,23580.45,22544.94,21344.8,20528.3,20159.59,20810.26,22572.84,25748.4,29879.21,33319.52,35967.94,35938.95,29600.87,22246.56,20634.24,22589.96,24692.24,28945.26,34027.88,35647.41,28170.85,23929.42,21871.8
2014-08-24,17058.96,19329.82,20561.29,21636.48,21441.79,21738.49,21980.11,24165.41,28246.03,31703.59,36677.61,41592.3,43460.41,37986.45,30059.87,26053.59,24564.05,24630.83,30163.87,35634.89,37545.29,27802.22,22118.13,21668.31
2014-08-25,14680.93,19560.83,19489.59,20172.28,20799.02,22347.54,22780.47,25007.36,28674.02,31445.57,35583.91,39554.79,41862.68,38358.79,32054.03,28836.75,27729.41,28611.05,32108.49,38467.48,38122.15,27046.21,22887.24,21245.39
2014-08-26,19957.14,14902.69,17623.77,20391.75,20921.64,21284.39,22180.66,25389.0,29235.58,31229.25,35292.0,39220.08,40581.51,36391.16,31945.9,30142.01,29950.48,31666.58,34703.38,38753.54,39658.84,29448.37,21160.8,19524.19
2014-08-27,19119.8,17620.91,17022.65,18964.06,13607.15,20431.92,21300.22,24302.73,29601.89,33619.89,36826.14,40271.8,40961.08,36451.62,31065.75,29935.27,30862.33,34143.84,37442.39,41211.76,41682.19,30391.1,24650.88,23320.05
2014-08-28,18544.31,19476.09,19022.32,18809.41,19505.84,15953.19,20555.66,27128.86,31207.58,34438.42,38270.64,41663.38,40990.77,33737.74,27498.05,25315.96,25157.61,28421.52,32605.57,37299.69,38248.83,33707.3,25661.85,21177.88
2014-08-29,18284.95,16153.44,15296.41,12854.17,15703.89,17047.83,18187.1,18506.38,23692.54,31234.06,37533.57,44137.37,46274.39,38621.66,28490.45,24236.22,23395.75,25642.63,28714.39,32910.79,35361.73,33178.48,26836.28,23298.01
2014-08-30,20031.69,17385.59,16310.92,16208.12,15324.26,15156.88,18168.49,21269.07,25812.57,29364.11,29965.39,39253.42,42818.26,39030.16,31972.9,29641.4,28491.84,29030.2,31656.52,35879.44,39743.56,35138.48,28103.9,25721.96
2014-08-31,22283.93,19912.96,18678.55,18586.59,17878.39,18046.06,17383.21,20190.01,26922.91,30487.13,34888.42,37456.89,40814.31,37457.47,30374.85,27313.02,29015.11,31207.09,34138.91,37637.81,40946.24,34202.94,26586.34,23745.92
2014-09-01,14192.73,13760.03,12518.42,11814.27,11759.23,11930.72,16991.68,19345.88,26269.46,31925.54,37173.9,42261.78,42699.45,36092.18,30225.04,26583.95,25826.75,28243.32,31344.59,35936.64,39511.61,32216.92,26610.09,23110.23
2014-09-02,20707.31,18336.82,16020.25,15180.2,15364.44,16550.4,18908.03,24072.66,31769.03,35088.94,39364.23,43159.71,42906.96,36951.78,30241.24,26680.38,25603.35,27753.24,29763.8,34685.85,38294.09,31616.97,25994.53,23118.39
2014-09-03,19643.66,15999.05,14416.17,13955.33,14578.19,16325.12,18322.76,22864.49,29609.26,34188.29,39480.43,43407.75,44207.12,38511.03,32882.07,30052.26,30491.76,32155.41,33287.98,37197.12,40391.53,33062.38,26619.4,24305.66
2014-09-04,19901.41,17101.51,15645.76,15271.48,15192.1,14938.63,17561.69,22115.72,29117.77,34921.49,39108.09,42878.26,43022.06,36162.34,30748.57,28161.55,27403.44,28919.83,31621.75,36591.63,38955.6,31843.11,26119.69,23156.13
2014-09-05,19816.41,16961.17,16302.1,14717.43,13247.0,11931.16,15016.94,18215.45,23992.62,30476.57,37922.37,41156.02,45095.94,37249.59,28072.17,25007.22,26197.66,27709.6,29416.18,32462.0,35170.96,29344.28,23272.69,21842.66
2014-09-06,20970.18,18938.98,18115.56,16767.7,15896.28,15341.7,16276.34,17094.65,25253.54,29843.83,34642.63,40581.73,38684.74,32929.59,28873.4,26109.01,27184.73,30750.17,35800.75,41020.67,42418.37,33500.49,26207.24,23080.46
2014-09-07,20889.87,20016.34,20458.74,18951.15,17730.12,17648.14,18861.09,24898.06,29374.76,32185.91,37082.46,41733.32,41289.07,34077.46,28771.17,26549.03,27406.03,32257.64,36572.21,41420.54,41450.5,31542.3,24308.59,22735.86
2014-09-08,20971.96,19903.24,19907.36,19481.34,19383.36,20061.27,21071.39,25193.84,29040.94,30016.21,34057.16,40796.98,39197.39,28870.51,25945.15,27447.66,29177.64,30781.94,35209.48,42809.41,43644.3,33299.22,26488.4,23706.27
2014-09-09,20483.15,18631.46,18447.48,19747.18,21791.28,23136.36,24742.77,29309.79,32714.96,34385.33,38122.81,42266.99,41570.65,33768.19,28548.59,27671.38,29536.56,33190.62,38336.08,43313.69,44141.75,33382.34,26863.1,24193.22
2014-09-10,22088.27,20347.84,19189.65,20078.46,21681.93,22365.9,23666.18,30065.71,35536.65,36260.17,38963.53,44347.55,42461.77,34297.22,27767.96,26779.52,28431.29,31831.63,37495.69,43969.91,45825.53,32402.21,25400.09,23722.02
2014-09-11,21692.47,19407.27,19151.88,19725.92,22886.5,23218.88,24184.92,28708.59,33233.44,34790.55,39370.35,43554.26,43057.79,34865.59,30622.14,29687.37,30867.19,32756.64,36661.93,41525.19,43342.22,32638.07,25217.23,22811.34
2014-09-12,20703.84,19375.08,19210.13,19802.93,21446.77,21741.18,20990.44,24459.16,29256.65,34222.86,39467.76,45593.13,49062.88,37819.63,26768.27,23117.48,23218.67,22919.53,30554.71,35383.46,38762.77,32590.32,27875.59,25466.31
2014-09-13,21569.89,19496.43,18350.89,18485.95,18556.67,20721.15,24119.9,29059.12,33402.24,36896.65,40561.6,44507.02,44646.61,36503.72,28944.86,26569.42,28604.09,32073.92,37143.47,42506.04,44553.25,34942.8,28975.71,25097.19
2014-09-14,21255.75,19458.53,18929.5,19663.47,21018.1,22515.68,27318.25,32452.49,36113.75,37753.72,41541.31,45003.3,43456.96,34675.37,29377.46,28059.85,29135.46,33856.75,38059.3,43727.06,44938.48,34129.54,27984.99,24643.57
2014-09-15,21145.25,19367.0,19040.01,19579.51,20550.19,23262.47,26741.0,32147.3,35617.25,37044.87,41618.15,45911.65,43423.09,35037.03,28180.4,26800.35,28938.54,33627.49,38703.6,44449.15,44348.53,33424.71,28116.24,24672.29
2014-09-16,21063.06,19196.08,18695.04,19114.54,20168.43,23277.88,27275.36,32579.24,36364.72,38610.75,42823.19,45060.76,43081.76,35603.01,29479.11,27786.45,29864.1,33738.96,39181.87,45644.43,44498.15,33371.81,26374.12,25243.29
2014-09-17,22219.75,19238.13,18635.01,19299.26,20517.87,23152.98,26223.49,31581.54,36304.31,37959.38,41693.79,45693.35,42983.48,31069.45,27197.05,26096.79,27635.22,29096.26,33145.22,43573.56,43842.34,33021.91,28003.89,26881.5
2014-09-18,25440.32,22188.06,20258.16,20012.33,21115.34,22315.58,25284.24,32864.29,38583.09,40431.13,44291.41,47917.09,44683.87,35235.98,28327.92,26687.8,27946.42,30759.62,35622.72,42317.03,43687.18,32927.02,27449.45,27054.38
2014-09-19,24911.41,21921.91,19593.51,18736.85,19442.64,21179.26,23519.03,29292.39,35053.2,40209.39,46538.4,52604.13,53202.86,39964.98,28004.33,23798.58,22061.83,26308.85,30974.44,33574.57,32641.05,26360.77,24006.91,23915.73
2014-09-20,22327.54,21112.06,21042.58,20200.73,19169.01,20025.64,22543.45,28285.85,32084.02,36796.86,42733.1,46541.0,46706.89,40572.93,31555.39,28436.9,26492.24,27176.21,31069.99,37065.29,39921.65,26696.1,24319.38,23290.88
2014-09-21,21536.26,20491.03,20822.95,20571.28,21962.94,22215.02,24438.27,30545.33,34346.17,37051.76,42025.77,47890.36,47122.4,37885.94,31157.41,28352.46,27655.9,29249.79,34333.05,40588.81,39667.89,28626.21,25258.2,23562.03
2014-09-22,21824.44,20362.04,20698.51,21267.47,21529.68,22117.68,24424.68,30701.34,34968.69,38380.03,43166.42,47991.94,49529.74,39937.38,30528.8,28533.68,28147.94,30204.78,35855.25,41418.53,38996.93,27977.24,24747.07,24440.63
2014-09-23,23024.05,21519.12,21322.62,21770.8,22427.33,22388.62,25333.85,32017.92,35814.71,38300.47,43972.49,49038.29,50114.57,38969.2,33423.28,31230.43,29887.17,29776.6,34239.34,41722.48,42330.08,30912.42,26472.06,25117.6
2014-09-24,23311.27,21218.39,21310.01,22546.12,24115.76,23721.79,25856.25,32574.13,36613.05,39180.09,44294.57,50746.75,50034.69,40023.76,33486.56,30315.12,30148.66,31839.39,36373.8,43704.11,42861.19,31942.94,27669.79,26114.79
2014-09-25,24177.35,22672.37,21891.13,22751.72,24225.51,24102.03,26032.31,32532.87,36855.23,39760.25,44158.24,49855.66,50093.96,39449.14,32172.71,29463.44,29480.81,31687.14,36392.85,42088.67,40516.35,30927.26,27340.18,26426.17
2014-09-26,24062.36,21186.25,20902.84,22278.03,23659.79,23083.07,24077.65,28467.9,33670.27,39472.17,47880.08,56393.65,56067.17,43635.16,31839.68,26723.99,26578.6,28609.92,32366.62,38330.76,37215.59,29249.98,25570.31,23587.21
2014-09-27,22031.46,20429.74,20819.07,22910.51,25068.69,24931.85,25282.76,28793.58,33386.15,37723.74,43035.81,48413.39,48932.44,40939.26,33733.48,30456.64,30232.85,31762.59,37773.47,44165.93,42039.83,33492.9,28042.52,25715.97
2014-09-28,22820.03,20671.06,20378.86,20762.96,23593.03,24260.38,26957.38,32749.12,37148.22,40267.17,45818.74,50062.59,48566.34,38761.34,32933.12,30274.78,29982.01,33658.35,41310.17,47378.37,40734.35,31681.52,27733.56,25135.82
2014-09-29,23160.72,21179.3,21097.5,22638.18,24841.05,25166.05,27555.21,33317.78,38242.7,40411.21,45975.43,48655.97,46603.48,37069.82,30056.31,28283.0,28076.0,30831.59,36799.4,42905.76,39938.72,32064.16,27722.45,26004.99
2014-09-30,24064.99,22055.28,22373.08,23178.05,23732.09,23864.79,26120.01,31906.85,36085.3,39406.35,44861.24,50986.39,49409.05,40911.89,34612.02,31478.71,30466.14,32326.11,37588.81,43911.74,40273.92,30393.91,26640.73,25602.85
2014-10-01,20720.03,19672.28,18497.63,18765.27,19698.25,22602.51,27109.67,33583.92,38830.14,41824.26,45358.04,49245.66,47843.92,39063.65,32301.08,29919.39,29958.58,34684.94,40858.36,48383.19,44915.23,33267.93,27928.16,25238.76
2014-10-02,22907.14,20710.66,18980.6,18637.71,20769.16,25210.07,28800.37,31736.53,38108.75,41968.3,45368.98,48819.48,47553.52,39888.46,33854.9,31661.28,32684.36,37868.29,47381.02,50540.21,42351.73,35620.95,32364.25,29088.02
2014-10-03,26351.09,23230.43,20028.72,18738.4,19607.82,21378.0,21458.65,22180.33,27168.17,33108.11,39659.52,45171.5,47725.04,43721.29,36589.46,35325.76,41152.0,49653.7,55918.33,49172.23,35686.25,32807.57,30234.13,27840.87
2014-10-04,24015.64,20982.2,18256.93,16795.77,16778.59,15808.78,23007.93,32380.83,32854.99,34880.93,44935.91,53064.8,54569.11,46459.96,40804.99,40441.5,41776.2,42764.25,43020.55,42895.65,37022.38,29932.27,25535.29,22872.31
2014-10-05,18767.11,15249.34,11921.79,11023.46,13126.87,13489.6,15793.85,21420.62,27522.76,31311.62,35600.0,42824.42,42055.25,35649.03,28072.27,23307.94,22441.59,22788.83,24837.67,30923.77,31547.48,27692.34,25370.9,24060.53
2014-10-06,21196.45,18019.81,15763.08,14506.84,14309.52,12503.9,17279.17,25420.38,29960.33,34047.29,35969.26,42511.02,45208.65,36343.87,28743.0,27855.7,29458.79,31485.81,34861.65,42484.09,41441.81,32709.05,28460.44,28117.01
2014-10-07,25320.86,20317.84,18117.41,16708.06,16886.31,17226.23,20665.81,27838.1,32113.55,36455.48,41839.76,47828.64,46435.12,38054.0,30866.13,30047.2,31538.82,32701.54,37192.75,44380.95,41183.51,31335.38,27322.27,27431.39
2014-10-08,26721.98,21869.97,19096.51,18063.67,17599.32,18084.13,21704.19,28933.16,33017.88,37166.78,43061.55,48653.83,46520.53,36825.02,30401.6,29693.18,31597.64,33833.95,38571.68,45676.98,42310.38,33438.97,30055.42,30227.47
2014-10-09,28258.77,23573.45,20100.98,18736.32,18745.62,18606.28,22053.19,28913.25,32991.97,37082.11,42591.63,47829.61,46504.79,37122.94,31248.0,30007.08,31211.76,33247.92,37664.01,43703.54,38991.73,30859.04,28126.69,28857.78
2014-10-10,27174.05,22706.43,20070.23,17333.43,16251.67,15599.34,17600.68,22633.43,27906.75,35621.57,42402.9,53987.94,54333.41,41845.64,30308.1,29053.64,30408.93,31814.74,34235.99,38828.9,33940.98,27336.32,25491.75,25787.7
2014-10-11,24025.11,20877.55,19171.54,17813.5,17755.15,17574.13,20110.91,24306.66,29955.44,35230.65,41589.97,46826.86,46552.85,38490.57,31056.26,29214.99,31311.55,33439.47,38072.46,44655.41,39459.64,31230.0,27976.86,27470.87
2014-10-12,25217.59,21974.3,19259.93,18268.64,17993.57,18130.53,21314.7,28136.65,32308.12,35854.58,42420.81,47754.63,46057.8,37324.34,31653.51,29943.4,32486.91,35452.84,41212.42,47277.03,40586.46,32070.16,29566.35,30023.75
2014-10-13,26745.25,22763.74,20635.62,19261.69,19646.54,20318.94,24250.29,31410.26,35245.75,38984.73,45188.1,49398.35,47999.26,39373.97,33345.22,31728.79,33620.93,37043.21,42646.11,48569.58,41485.59,32829.32,30374.31,30491.03
2014-10-14,27120.97,23032.5,20736.98,18865.95,18759.76,19899.33,24159.0,30973.33,35366.48,38739.18,44546.26,50238.39,49048.54,41529.69,36598.8,35906.15,37565.98,41124.7,47534.17,53576.36,48091.67,39079.43,35144.3,34132.35
2014-10-15,31895.91,27534.55,25114.25,23890.1,23874.98,24878.01,29377.91,36636.5,42083.14,44858.58,50653.15,55641.72,55082.25,44862.25,37843.81,36657.89,39351.79,43095.43,47069.45,53878.71,50118.95,38902.21,35163.65,35776.16
2014-10-16,33760.72,28841.21,24613.69,23020.96,23416.28,23784.98,28008.66,35389.28,40390.09,44108.24,49723.54,54271.32,53782.8,43248.69,36184.52,33821.8,35307.13,39252.58,44788.91,50726.71,46161.38,37198.51,33207.94,34093.0
2014-10-17,31015.13,27451.57,24386.36,22292.65,21551.03,21507.26,23620.24,28349.36,33263.37,41480.76,50407.83,58487.65,59591.37,47472.15,35206.42,31871.66,31864.36,33186.69,36224.22,42574.19,39095.12,32290.83,29669.7,29008.0
2014-10-18,25498.24,21666.75,19685.4,18618.84,19203.25,20096.38,23099.72,27846.95,32269.59,37906.07,43224.83,47930.8,48849.35,40776.57,33594.41,30620.71,32212.56,33936.64,40289.99,48078.69,41494.72,32423.17,29449.79,28884.34
2014-10-19,25916.99,22283.63,20287.45,19882.94,21216.87,22175.74,26576.21,33424.27,36564.03,39195.2,44494.62,49460.05,47712.28,39052.09,33034.7,31366.6,32730.4,35491.93,41650.21,48885.52,42000.98,32999.59,30464.06,30315.29
2014-10-20,27854.85,24316.2,22310.87,20980.97,21506.74,22544.34,27374.42,33932.94,36887.87,39004.09,44457.3,48754.05,47999.98,40901.78,34889.32,33393.03,33698.29,36085.46,41910.74,48794.57,41537.78,34196.36,31457.84,30718.64
2014-10-21,27002.86,23482.69,21570.91,19844.47,19719.16,20633.25,24619.01,30664.82,34913.37,37297.4,41989.51,47409.76,47338.03,39989.81,35619.7,32542.78,32768.52,34934.69,41913.55,49375.0,42439.51,35071.47,31325.51,29790.35
2014-10-22,26361.73,22270.88,19741.91,19077.34,19635.34,20507.66,24748.98,31784.73,35979.95,39542.5,45500.77,50371.83,50124.47,42288.43,36502.26,34962.69,35411.55,38345.12,44371.39,49931.91,44765.8,37585.14,34322.31,33061.21
2014-10-23,29739.34,26290.11,22812.38,21770.7,22209.11,22771.11,27291.65,33648.88,37529.75,41106.54,47163.91,52252.54,52115.04,43254.45,38153.57,36047.63,36159.74,37940.3,43221.92,49436.98,44756.89,38291.21,35247.97,33917.74
2014-10-24,30542.88,26323.44,23673.0,21935.32,21337.29,21570.05,24672.85,28897.86,33208.79,41091.63,48470.95,56961.71,59628.28,48809.43,38032.35,34872.13,35424.79,35989.69,39433.67,46428.5,40628.22,35162.56,32365.75,31261.03
2014-10-25,27505.67,24163.5,22057.04,20878.92,20836.26,21627.95,25204.23,29122.7,32837.26,38980.07,44718.66,50781.27,51343.27,42798.58,36157.33,35509.69,36257.47,38023.25,44746.89,53805.37,48426.03,39920.22,34723.04,33647.98
2014-10-26,30445.25,24836.15,25626.67,24100.91,24396.92,26454.33,31815.32,37208.52,41051.61,42265.74,46855.24,49778.46,48759.73,41982.81,36006.76,34747.42,35318.47,39486.67,45035.4,50436.76,44087.46,37744.06,35399.78,34829.52
2014-10-27,31802.08,27170.94,25202.53,24311.73,24405.09,26294.76,31243.16,36305.07,40451.8,42891.97,47055.98,49756.32,48838.12,40696.26,35702.97,34383.42,36218.25,40536.9,45923.31,50667.36,43656.26,36872.84,34400.09,31908.14
2014-10-28,29091.7,26798.48,24937.92,24313.99,25011.66,26797.86,31185.14,36514.67,41063.54,44447.12,49012.45,51988.22,50431.98,43787.61,38767.46,38211.09,38001.39,41377.17,46661.22,51685.57,44541.32,37831.99,34625.83,33607.32
2014-10-29,30198.63,26494.0,24592.57,24274.41,24589.08,26287.02,30932.3,36379.22,41319.95,44843.71,49485.84,48621.66,47360.74,38868.85,32862.93,32540.4,33775.46,36894.71,41579.22,52127.86,46530.61,39258.04,37597.28,36124.98
2014-10-30,33919.65,31576.42,27464.06,26000.41,26409.5,27157.0,31222.51,35756.37,39868.41,42899.04,47501.85,51465.3,51607.2,45733.74,40192.91,39438.98,40903.3,42922.07,46699.32,49793.08,45121.19,38545.54,35807.91,35291.47
2014-10-31,33633.9,30849.39,27508.06,25486.82,27372.27,26233.27,28926.59,34828.81,39033.28,45371.93,53117.46,60694.42,61949.41,52008.35,43115.93,40991.21,42354.41,44382.6,47067.98,50510.48,46031.85,39480.19,37464.21,37203.43
2014-11-01,37433.49,37146.09,36752.43,37485.8,39868.32,43132.18,45057.3,45785.78,44652.54,49851.67,54259.88,57024.05,57497.5,49812.89,40985.9,37050.39,39077.16,44107.43,49663.86,57011.99,50221.07,42407.05,38980.83,41364.99
2014-11-02,40565.67,37831.94,36582.29,37314.51,40208.83,44450.68,47933.81,47862.46,46559.45,49476.81,53329.36,57488.06,57966.88,51679.37,45698.19,43974.5,47871.22,57569.93,65884.73,57111.89,49456.02,43037.04,40909.91,43647.79
2014-11-03,41954.26,39583.84,38581.14,38064.87,40232.82,43659.27,47280.57,47325.95,43297.24,47503.9,52214.99,55523.97,56903.01,51728.05,44785.77,42903.43,48691.65,59929.13,68938.97,56793.42,49136.87,43829.26,41373.54,43735.67
2014-11-04,42226.63,39516.49,38387.27,39310.82,43134.27,46019.83,51072.29,50617.4,54277.45,58293.69,61797.55,63735.8,64044.15,56659.81,49040.27,45897.59,47967.01,54285.11,63448.14,67618.72,61483.37,55923.83,51692.5,48902.36
2014-11-05,45693.2,46666.09,44255.18,45308.2,47745.91,49237.27,55619.12,57704.95,64016.54,66171.6,69990.21,75163.93,74004.1,65909.57,57603.83,54896.89,58370.28,65774.68,75988.14,83210.08,79633.24,72352.44,66977.8,62768.28
2014-11-06,59823.49,56583.34,52707.46,52275.33,53815.68,56183.84,62919.21,70930.06,78450.59,82209.67,88890.2,92702.83,92313.93,83144.07,75526.02,73205.48,76002.92,84984.36,94892.76,102094.21,99901.29,91959.9,85284.11,78869.9
2014-11-07,73838.48,69846.96,66933.62,66011.67,67006.26,69468.7,73731.05,77243.64,82742.79,91746.25,100714.18,110615.05,112163.02,102229.24,87707.85,80809.92,83117.2,85272.49,91998.33,101813.7,96649.97,88337.84,77906.35,77347.29
2014-11-08,71527.8,65711.61,63343.15,64821.91,66441.83,69645.83,73590.34,76487.51,80473.07,84622.99,86623.36,89051.76,89425.59,82713.29,69855.4,71649.64,73267.08,77993.16,84924.38,93700.88,89474.59,83816.16,80192.93,74679.29
2014-11-09,68596.55,64131.55,60743.9,60421.41,64448.71,67477.4,72517.35,78376.37,81259.63,81850.98,85488.46,90011.93,91169.53,83527.83,78933.16,77166.79,80800.44,81481.37,97793.15,105801.99,100923.2,94652.1,85815.42,81709.08
2014-11-10,79310.44,75882.57,72276.09,70635.18,71229.99,73957.58,78259.86,85206.04,91770.75,92054.39,85842.13,100489.66,102031.31,97030.29,92687.87,84547.97,92739.07,100259.09,111747.32,119956.95,114847.49,106260.52,98981.75,92457.41
2014-11-11,84475.96,80669.5,77586.62,78933.04,78634.44,79703.81,84382.4,91115.41,96645.86,97585.26,98260.83,89133.39,81274.12,83974.39,85481.21,82371.27,83220.53,88565.42,99043.76,110545.38,107585.9,102264.08,95630.9,89202.44
2014-11-12,82879.55,79164.83,77369.67,73381.1,72956.34,76842.13,80228.74,84874.69,89607.74,89634.04,90459.1,94976.01,93814.87,88310.82,84992.33,82170.06,81554.81,84794.85,92936.14,101456.29,100331.1,95768.33,89621.06,84650.36
2014-11-13,80173.5,76742.9,74604.03,72962.24,72947.11,73509.4,76871.55,80871.41,82953.47,85045.34,88587.44,88401.0,86681.51,80229.58,74651.18,71982.57,72424.76,71430.61,81998.18,91459.9,92095.44,88740.96,82292.27,76992.32
2014-11-14,70754.05,66766.2,64450.54,64576.5,65951.22,65715.63,66591.2,67507.84,69574.93,72329.99,81814.55,86231.32,87109.87,80261.25,71894.33,66152.87,64446.76,66482.05,73604.09,83104.3,81119.17,78705.37,70724.03,66474.6
2014-11-15,65465.85,58720.92,59686.19,57258.01,62056.22,60814.62,65755.05,61486.12,67999.23,72871.49,78468.51,82680.45,84200.63,80848.46,75203.42,70115.89,69529.05,73758.6,81482.42,90224.36,88202.94,85766.0,83235.39,80216.66
2014-11-16,75011.06,71358.68,69764.88,68554.69,69332.9,72246.42,76926.5,77182.61,85834.1,88814.52,93324.34,93021.67,92084.44,85216.89,79509.35,74838.92,73543.61,79788.35,89764.53,98501.85,93947.97,89897.35,84839.32,81052.5
2014-11-17,76168.91,70932.15,62854.69,68604.01,72324.15,76432.81,79137.85,83520.76,86313.86,89245.49,90740.89,94541.44,95968.34,88349.56,81570.68,76427.9,77135.13,82623.23,90342.45,100377.4,98332.68,94089.78,87185.08,81496.18
2014-11-18,77156.36,74414.43,73058.15,66612.78,75378.92,78695.12,83536.64,88834.43,90617.21,89278.71,90327.29,91286.01,91082.68,85774.47,80441.05,76153.12,74574.84,77507.14,88712.22,98845.8,94513.9,95475.48,88245.87,82108.45
2014-11-19,76384.8,72442.35,74436.39,75860.26,76042.64,74142.69,83518.01,88563.22,92955.73,94131.66,93969.82,92490.3,90295.26,83254.29,77743.92,75634.89,76507.21,78806.92,85564.52,93068.07,93529.23,90340.97,84396.37,77277.58
