,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2014-04-16,39368.62,39480.75,38302.65,34384.14,39447.84,40152.06,41843.13,50283.93,58573.07,62375.97,65385.43,70588.86,71432.49,61024.39,50788.4,44191.63,41698.33,46839.76,52197.17,59744.98,66738.55,60961.71,47989.78,44297.3
2014-04-17,41122.7,38524.41,33448.61,33939.7,36747.84,36838.07,42036.71,45218.78,52225.41,57439.64,63248.2,68165.69,66881.12,61733.32,52934.57,46119.13,42642.7,44866.95,43520.17,54903.33,63211.97,58976.37,47814.21,41854.74
2014-04-18,37080.92,30780.23,32372.69,32396.72,34139.64,36026.19,34061.59,46276.4,55332.5,59880.06,66469.79,73213.34,76027.14,63767.14,49962.81,43017.55,42775.18,44725.57,47713.65,53191.6,58075.6,56276.49,46146.25,36131.43
2014-04-19,34458.48,31226.45,28585.35,26964.73,30782.36,33717.36,37686.5,43962.87,47766.94,59987.49,66390.3,68623.23,66911.06,55382.81,44467.22,41844.75,41073.74,44328.47,50549.81,54297.17,65466.94,59701.26,46917.19,39550.59
2014-04-20,32760.71,31256.39,28896.56,28112.44,28679.18,30576.1,34049.46,42729.31,52723.63,58336.66,64393.15,70316.34,66076.23,59654.79,50982.76,44429.26,42946.93,46679.44,50492.13,57764.06,66851.2,57659.51,49804.41,44035.49
2014-04-21,40006.41,34564.33,30633.35,28029.94,27984.3,31610.52,35001.22,43667.72,52842.42,55262.56,59308.95,62824.86,63977.74,54669.74,46748.05,43212.63,43760.55,43954.88,52035.18,61799.42,67054.28,59931.51,48883.73,42539.0
2014-04-22,38740.32,36476.96,35152.64,33796.61,32685.88,33135.76,34735.85,44657.58,53875.08,56974.01,61227.87,65822.64,67867.48,58949.22,51858.32,47761.16,47936.47,52279.44,56732.01,62927.21,73160.09,65795.48,53240.71,46050.65
2014-04-23,40998.95,37449.78,36898.9,37377.77,38863.71,39518.49,40598.34,47962.34,54979.54,59182.53,61115.67,61930.49,60854.8,52588.33,45564.5,43465.69,44841.33,49783.14,55768.41,63801.54,69285.88,57491.27,52921.28,45900.12
2014-04-24,40242.23,37107.82,35503.64,34642.07,35657.75,38594.31,42498.13,48456.03,54185.73,56977.89,59181.25,66047.13,64071.16,52906.84,44283.06,40496.03,41247.23,45622.21,52412.97,60299.6,65132.75,60562.96,47229.16,40812.61
2014-04-25,40035.88,35089.67,32324.03,31097.09,31570.29,33421.56,36354.29,43536.46,53061.58,60487.16,69006.27,77652.66,76589.46,66879.52,52840.49,47405.67,46659.61,50049.87,55264.46,61805.44,68676.83,66779.14,56647.76,49776.53
2014-04-26,40791.36,37212.51,39092.87,36497.19,36070.96,35350.66,37227.11,47893.1,56635.64,58827.07,62098.56,70919.76,71533.9,60893.66,50246.91,43232.38,42991.45,46793.57,51507.68,58254.21,64509.49,61018.75,50317.98,43260.88
2014-04-27,39089.63,32928.67,35353.56,39592.67,42192.14,44981.54,44061.62,48169.08,57933.4,57932.74,61293.01,68689.1,70446.11,61135.93,52599.77,44562.5,47223.9,52697.02,55703.75,59966.82,65026.28,61653.87,49961.9,42596.16
2014-04-28,37984.17,34665.27,33599.76,33906.18,35977.48,39127.26,42178.31,51465.56,59136.14,58204.83,60319.82,67876.45,66821.11,55807.18,46994.92,42944.61,44627.58,49180.87,56460.4,63155.52,66039.9,59985.87,45218.88,39526.51
2014-04-29,34181.21,30326.28,29053.89,29571.29,32274.31,35599.93,39883.65,49075.88,55837.66,57434.55,60999.56,64154.41,60882.89,54524.11,45114.27,40058.76,40282.15,44242.09,50364.92,57908.96,63477.49,56624.88,42951.84,36100.96
2014-04-30,30179.76,28564.13,27520.24,26911.88,28012.02,30410.7,34222.76,41738.5,48696.85,53226.03,56837.63,62001.09,59015.11,47960.65,41902.12,38582.62,39870.48,42361.96,46935.46,53996.56,59465.32,56390.6,45509.81,38762.26
2014-05-01,27681.5,26509.6,24640.58,24271.1,25604.27,28446.88,30371.89,36014.21,43435.2,49670.53,55320.1,61405.97,62633.74,52916.89,43173.78,38546.01,38612.76,42061.46,46105.74,51648.04,56516.5,53997.64,41638.82,34561.45
2014-05-02,29572.88,25495.23,23781.61,23261.79,24196.03,26558.56,28052.58,33660.25,42406.78,50657.76,60138.61,69654.1,71452.12,58223.94,43594.6,36866.08,36488.52,40177.23,45581.2,51316.44,56097.5,53074.97,41832.67,34751.17
2014-05-03,30273.69,26192.3,24617.27,24590.89,26131.25,28792.89,30900.28,37443.86,45476.62,52357.24,58163.94,64112.49,65468.71,54911.73,43911.2,39809.23,39994.84,43333.69,48301.59,55617.01,61008.96,59003.47,46356.55,38376.18
2014-05-04,31961.52,27857.35,25822.0,25908.84,27920.68,31039.8,34864.24,43935.22,50763.33,53530.95,57297.09,62439.91,62741.58,52233.75,46061.19,43085.69,43509.96,47558.23,53386.63,60721.9,64555.52,60420.86,48430.96,41323.11
2014-05-05,34792.27,27149.51,26515.58,26531.93,28685.82,31475.63,35159.87,43850.87,51797.38,53858.98,57593.31,62488.36,62358.38,51223.45,43567.99,39840.98,41333.08,45974.75,52258.02,59404.6,62892.49,57404.25,45222.97,38118.04
2014-05-06,32132.66,28863.36,27395.98,27303.25,28905.81,31995.92,35832.56,44250.77,51414.92,52528.48,56605.13,60343.62,59296.87,49127.67,41258.53,38486.32,39681.75,44132.75,50014.31,56298.22,61233.77,55502.97,42456.0,35068.71
2014-05-07,30017.31,26951.77,25248.82,25235.47,26516.79,28835.31,32629.62,39870.72,47999.97,51338.84,56403.98,61659.81,60311.7,49636.31,42007.35,38469.54,38693.97,42474.3,47896.28,54479.51,58845.4,53866.86,41593.39,35178.55
2014-05-08,30408.31,26839.47,25443.91,24652.98,25939.69,28438.49,31341.57,37970.26,45163.52,49081.27,54013.26,59212.5,59092.01,49124.84,41360.86,37850.96,38246.96,41914.69,47282.59,53011.74,56871.93,51134.13,39360.66,33767.32
2014-05-09,29141.18,25834.4,23775.47,23280.15,24244.23,26144.58,27747.02,32724.81,39938.36,48101.75,58312.69,67346.73,68853.91,55833.34,41119.38,35281.02,35541.85,38303.04,41850.71,46151.91,49850.12,48511.7,38514.42,32570.54
2014-05-10,27788.28,24462.9,23169.52,22914.73,23975.73,26388.16,28390.93,34020.47,40978.37,47277.66,43002.9,59261.98,60466.79,51373.93,40832.48,36051.47,35748.4,38775.43,43560.31,48879.44,53483.72,51692.35,39542.06,32345.78
2014-05-11,27441.21,23722.88,22677.76,22740.75,23014.25,24718.12,27358.2,34582.53,42371.12,46126.94,51221.61,55500.64,56214.95,46426.1,38927.74,35476.15,35796.07,39303.31,44714.99,50678.32,54229.09,49703.58,38176.86,31812.19
2014-05-12,27141.13,24573.31,22924.01,22224.73,22996.68,24796.47,27764.4,35213.72,41965.29,44529.7,49847.0,54723.03,55362.81,45196.91,37376.49,34706.03,35845.57,40001.15,44763.8,49994.93,52781.77,48264.65,36522.57,30566.73
2014-05-13,26548.61,23990.38,22737.02,22516.33,24446.14,26939.82,29239.13,35493.24,41793.97,45575.42,50486.63,54975.69,56372.09,46882.64,39266.55,36417.52,37442.3,41368.45,47031.06,52413.98,54019.1,48252.5,37349.22,31194.01
2014-05-14,27358.89,24655.49,23765.43,23348.51,24993.4,27798.8,31268.25,38415.31,44974.22,48585.37,53615.86,60206.95,60573.8,50369.96,42555.77,38772.56,39525.82,43664.22,48864.21,54576.36,57756.3,54429.62,41949.37,34846.76
2014-05-15,30421.66,27137.24,25213.84,24661.98,26389.04,28852.73,32184.66,39719.37,46348.67,52632.67,57996.83,58229.53,57585.55,47568.48,40584.89,37344.0,38170.05,41070.91,45118.12,50807.83,55003.1,52600.34,42987.3,36844.75
2014-05-16,32820.62,28236.46,24993.05,24322.21,25179.19,26687.42,27266.62,30811.49,38696.73,46906.8,55784.02,64705.46,68223.87,57072.76,43851.05,38637.34,38068.9,39733.88,42392.37,45762.17,49797.76,51437.75,42287.16,36580.42
2014-05-17,32817.56,29034.05,25861.48,25403.94,25885.31,27377.51,29268.5,34611.14,41452.47,47300.51,52916.08,58284.72,61543.91,54663.54,47364.02,45286.13,47065.92,48418.54,51070.74,56625.96,59214.55,55010.81,45459.71,39386.45
2014-05-18,35428.62,31660.65,28020.9,28092.97,29097.83,31090.31,33345.5,41296.89,47569.26,51320.55,56350.15,61160.73,62582.46,54462.55,49592.78,48983.74,50292.77,51653.08,54741.51,59646.78,62311.36,58785.34,50291.05,45032.41
2014-05-19,41116.29,36377.9,33248.82,31911.3,32758.09,35364.97,38135.34,45317.6,51796.19,53704.36,55211.15,59483.42,59312.14,52318.28,46837.47,45011.37,44761.46,44814.54,50301.59,56797.96,59313.09,56901.01,46996.03,40877.34
2014-05-20,36791.01,29256.69,29203.03,27191.47,26692.1,27192.76,28867.83,35638.29,41944.56,40004.65,39847.33,42778.6,44070.08,37559.22,32119.05,31262.56,31317.83,36001.89,47933.69,52563.29,55958.36,51036.74,41317.45,37100.61
2014-05-21,34480.41,33342.65,32487.19,31432.04,30910.99,30434.64,30909.72,36303.4,40858.03,42352.28,44434.06,47536.87,49003.83,43372.51,38006.31,37542.89,39406.64,42230.36,46617.86,52236.14,54177.11,50945.01,41344.99,36499.9
2014-05-22,34116.92,32923.92,31673.54,29989.21,29832.98,29585.71,29693.58,34490.38,39035.76,40795.83,43128.6,47278.75,48576.97,42595.54,36309.43,35650.96,37713.56,40859.98,45323.49,49045.98,53473.57,49089.39,39125.31,34170.98
2014-05-23,32066.86,30759.35,30246.86,28955.41,28137.8,27105.29,26565.46,28459.43,33379.14,40584.78,47837.81,55509.48,57505.85,48854.4,37851.66,34375.83,35686.35,38574.56,41557.49,44241.68,47678.0,47767.6,39046.72,33871.18
2014-05-24,31911.37,30616.85,30699.76,29390.91,28540.44,28453.24,28608.94,31509.89,36301.52,40284.61,43445.01,47222.12,48693.44,42857.47,37379.97,37116.65,39238.71,43450.06,48447.29,51928.98,53336.28,47680.81,38713.74,34205.71
2014-05-25,31932.37,30420.7,30553.14,30646.97,29863.39,30331.37,31602.58,36210.01,41222.14,42167.05,44831.97,48226.76,49376.87,42458.47,37991.26,38613.1,40020.78,43202.73,46791.37,50014.72,51750.68,48651.08,34665.68,25349.49
2014-05-26,27520.61,30920.12,30366.44,29206.84,29317.19,30484.97,32711.14,37701.59,42092.45,44102.41,45889.37,48617.86,50331.01,43855.76,40072.86,38408.45,39233.02,43439.05,48403.82,52049.4,54541.92,51320.08,42783.99,37929.22
2014-05-27,34710.68,33018.6,29700.73,22191.87,23594.9,21709.97,23208.11,27404.53,33126.84,36188.75,39468.7,52221.24,50071.05,39177.19,33121.97,31257.99,33498.61,35348.37,39070.36,46555.56,43981.88,41541.26,30875.7,30433.76
2014-05-28,36533.6,33924.5,31817.43,29426.78,27943.8,27812.39,29071.75,34416.31,40358.06,43939.63,47524.71,52102.53,54364.62,48582.34,43716.62,43195.21,43544.69,45195.69,48487.93,50776.79,52965.48,50716.22,42664.8,38955.08
2014-05-29,36395.11,34006.67,31765.86,29305.54,27269.26,26710.85,28450.3,32721.82,39176.2,42972.16,46148.56,51167.14,53747.7,48956.5,44278.55,42824.16,43474.36,45015.96,47735.99,49798.88,51727.54,49953.9,42520.36,37885.28
2014-05-30,35732.84,33499.23,30988.03,28822.65,27518.87,26396.76,26548.12,29676.31,35827.67,42083.1,48730.47,55996.54,58769.25,50533.29,40730.99,37828.55,38735.15,40726.57,41115.54,41161.16,42559.9,34985.48,28952.55,24551.86
2014-05-31,22209.88,20830.62,19926.38,18856.63,17721.62,18968.35,21931.81,24416.92,30614.8,31522.81,40086.85,49368.34,51462.12,45431.55,39007.51,38495.6,37097.66,39235.84,41725.94,42688.12,44824.69,44198.27,36584.77,32296.05
2014-06-01,23040.71,21797.69,21046.89,20894.96,23004.24,25214.45,29054.77,38140.73,43708.77,45688.21,52189.97,59343.62,62062.97,52188.17,43214.5,38644.96,39079.89,44796.34,51800.82,58742.12,61718.63,56456.31,46367.17,38093.09
2014-06-02,30640.06,26717.07,26277.03,25682.63,27391.76,29821.73,33630.64,42401.48,49174.68,53223.83,61360.67,69412.03,72435.16,63508.6,54540.87,50796.38,51427.08,57339.12,63331.44,68297.38,71461.1,66676.34,55186.85,45138.94
2014-06-03,35540.9,31561.59,30298.73,29302.77,30779.9,33097.34,38175.87,47533.38,53674.87,50847.13,54214.05,57488.79,57949.03,48902.45,41073.52,37133.23,36605.3,39930.46,45368.82,50210.99,55094.4,53113.05,42756.01,32958.58
2014-06-04,26100.98,23459.3,23421.99,22515.79,23619.87,27326.42,35366.52,42135.61,45946.69,48010.72,51159.92,55400.81,57557.58,49972.86,38423.29,37454.14,34523.69,37106.76,41770.45,46327.46,49980.47,47477.18,37488.45,29696.98
2014-06-05,23539.9,20513.8,20281.53,20476.58,21948.01,24119.2,26296.22,32893.82,38512.92,41689.84,45469.86,49497.87,50686.47,48185.28,38921.49,34501.0,33554.57,35372.26,39377.03,44716.82,48771.47,47057.66,38002.14,33367.17
2014-06-06,27867.48,20747.2,19632.08,20148.95,20596.53,21161.65,23197.81,27056.56,31749.87,37086.23,46059.07,56027.04,59019.17,47014.12,33107.82,27888.68,27496.56,29846.21,32134.83,35885.56,39620.92,40940.7,34009.75,32131.07
2014-06-07,26891.39,23288.64,22759.36,21916.45,22803.49,23629.76,25754.57,30892.56,34124.4,36316.98,40660.17,45965.78,47814.92,40515.76,32638.51,29085.85,28650.28,31526.49,34575.1,38671.72,44129.82,44792.61,35899.98,28926.46
2014-06-08,22686.0,19156.43,19323.26,19643.43,20361.05,20714.63,24030.38,30442.41,36548.11,36977.51,41105.38,45862.98,46840.15,38713.42,30739.61,27315.9,28111.19,31772.09,35793.12,44454.22,47714.37,47278.24,38791.51,31171.85
2014-06-09,24093.02,20770.7,20611.53,21001.52,22513.56,23969.29,27401.98,32820.91,35808.14,37915.14,40915.24,45411.46,47988.23,39600.74,32820.22,29737.0,28777.95,31403.41,35960.18,41026.13,45260.25,44383.49,36117.72,29437.37
2014-06-10,24762.24,22060.69,20686.96,20344.86,20731.24,20964.2,23750.71,30853.36,36720.04,37839.46,31984.51,46197.75,48057.03,39981.83,32920.53,29833.79,29913.12,33234.55,37156.22,41883.54,46235.33,45099.65,35970.24,29227.33
2014-06-11,23745.74,21620.11,20327.92,20511.5,22206.73,22172.86,24092.73,30454.59,35934.9,37250.64,40630.28,46158.46,48082.37,40765.41,37511.73,30522.6,30618.1,33825.52,38083.75,44084.72,46865.26,45800.52,36361.57,29115.27
2014-06-12,24027.56,21347.97,20717.99,21052.57,22410.27,21949.04,23546.3,29141.38,34784.37,40629.81,44122.76,43694.04,44986.29,38694.41,33782.22,32253.95,31886.41,33129.62,34954.8,38701.31,43963.41,45387.76,38147.89,32040.17
2014-06-13,27411.17,21557.7,20206.31,19535.45,25067.6,25087.51,24839.16,27597.31,31760.28,34012.44,40706.11,49818.91,52620.73,43743.86,31721.32,27209.07,28055.45,31165.81,32926.32,32080.73,37378.35,40001.72,33675.21,27242.17
2014-06-14,21815.64,19582.27,19704.93,19508.54,20565.96,20184.55,21609.99,26579.42,31312.49,33843.67,37424.58,42225.11,44862.19,38775.92,31061.6,27032.96,27089.51,29171.49,30803.2,34381.83,39808.32,41728.41,34915.21,27666.65
2014-06-15,26730.28,24440.25,22779.85,21746.25,22114.99,21996.18,24442.36,31389.21,37412.75,37937.89,40357.88,43424.95,44597.41,38145.81,33446.7,30182.64,29056.03,31830.36,35914.64,40864.82,46859.0,44889.53,37717.44,31403.09
2014-06-16,24752.87,24574.66,24903.64,19814.63,20120.25,19701.45,25457.35,30354.19,33968.1,34463.42,40676.3,45932.84,48729.21,38074.17,31867.03,29948.97,34183.92,36112.35,37948.24,40411.24,43820.71,42874.53,31834.3,27817.56
2014-06-17,25371.48,23038.95,22718.75,23463.02,24067.05,24782.67,23489.49,28293.3,34287.35,39398.93,42589.46,45749.35,48419.77,42229.64,34695.3,32383.45,31661.94,33292.41,38036.84,40401.0,43236.89,42559.1,33692.91,30167.91
2014-06-18,28198.87,22794.02,21820.84,20732.67,21548.82,22547.82,23935.86,28620.73,34100.97,37861.55,41850.2,45918.89,47951.25,41711.74,35467.62,31898.12,30470.52,32263.82,35590.45,39061.44,42867.77,46724.13,36061.2,29650.99
2014-06-19,25732.97,23014.56,21733.77,20949.09,21048.77,22042.71,24272.39,30591.84,37255.59,40246.88,44918.62,48127.13,47248.46,42824.16,36178.37,33118.6,32521.09,34204.71,37286.08,42373.03,46730.3,44210.55,35306.73,29193.16
2014-06-20,21037.61,20342.03,20193.62,20124.13,20302.02,20819.97,21822.03,25248.05,35198.75,41723.15,46274.39,52852.48,53742.62,44191.96,32217.1,28931.32,28385.13,27237.05,29185.2,31963.76,35305.95,37195.78,31123.99,26479.17
2014-06-21,23401.25,20664.24,19502.05,18912.71,19171.22,19575.41,20789.15,24654.19,30380.68,35254.79,39074.77,43064.17,45187.49,39577.67,32181.2,28135.92,26992.55,28516.57,30951.21,34468.18,39112.06,38436.27,30336.62,25373.44
2014-06-22,22143.46,19971.4,18771.92,18575.62,19211.93,20235.22,21994.14,27106.5,33406.94,37783.68,40355.86,44013.46,45428.08,39590.55,31103.6,27477.37,27275.36,33322.73,35338.02,38139.69,40913.53,34639.52,26637.63,24200.56
2014-06-23,21982.67,20773.29,20846.65,22089.14,23581.07,21656.02,23883.08,27590.24,33378.59,37276.86,39285.89,43696.11,45556.39,39790.1,32366.97,28547.31,28026.11,29725.16,33631.68,38766.51,42828.2,41682.06,32343.36,27533.33
2014-06-24,24432.52,21907.47,20728.23,20385.18,20841.14,21742.95,23049.58,28621.99,37630.2,40329.97,40786.72,43907.74,49419.8,40699.19,33467.98,28233.88,31014.68,34233.41,37959.13,38934.02,43388.78,42303.72,32520.12,27017.96
2014-06-25,23882.76,21283.54,20696.99,20003.09,20174.79,21430.12,23551.11,27394.74,34723.35,38742.01,41394.99,44242.69,46807.28,40448.13,32902.82,28991.94,28133.49,30029.78,33486.36,37193.35,41928.54,41711.75,33155.13,28322.71
2014-06-26,25656.28,23592.52,22137.52,21051.52,23838.79,26680.49,26532.73,30219.29,35907.38,39092.34,40625.55,44343.49,45292.84,40410.81,33894.77,32285.63,31922.1,31571.24,34152.58,37618.72,41919.77,40786.42,30427.52,26305.49
2014-06-27,25102.33,23436.48,22156.7,20979.22,20806.94,21487.12,21644.61,23822.58,29076.91,34818.29,39976.28,48104.57,53999.93,50516.34,37558.77,30458.35,29127.26,31094.6,32645.94,35656.83,40124.16,38749.46,32800.7,26764.9
2014-06-28,24027.5,22258.72,21138.71,20732.2,23078.85,25183.58,26480.8,27590.73,29300.82,33587.19,36600.86,41510.11,45138.9,40091.65,32269.4,28749.83,27817.58,28850.81,31296.67,35575.34,40575.11,43587.68,35676.07,28000.69
2014-06-29,25932.56,24159.14,22935.01,23142.53,24714.85,25014.04,25866.34,25675.29,24987.78,32123.48,34063.49,36389.86,37113.17,37482.56,36323.75,36686.82,43656.99,57519.2,65528.0,61426.57,52192.9,24923.93,22940.34,24582.21
2014-06-30,24495.18,23452.06,22145.13,24094.81,25143.92,26313.09,28092.53,28004.24,26120.38,26566.46,25912.51,28440.44,32824.55,33650.35,34569.03,33414.9,33794.28,43181.44,54144.05,54408.87,51044.34,27020.0,24013.32,23128.1
2014-07-01,20709.83,21054.16,20832.37,21536.31,22256.71,21701.51,21691.74,21499.78,22066.52,24971.17,29493.8,32772.44,35666.04,36134.65,36183.83,36298.86,43213.5,55304.06,64682.47,63332.01,54364.85,27595.52,24268.39,23903.78
2014-07-02,22514.51,21264.78,21538.82,22233.4,22430.63,21740.9,21583.63,21702.14,21443.33,25668.03,30655.64,34077.33,36186.1,36734.49,36772.53,37407.21,42998.61,54844.68,64255.43,64248.27,56814.01,26604.4,23548.54,23475.17
2014-07-03,22512.69,21465.03,21520.15,21778.55,21613.6,20640.87,21307.77,21335.63,21814.34,24298.47,27569.33,31210.06,33471.44,34606.85,34452.04,35722.08,42539.6,55385.91,65534.5,65678.93,56798.7,27144.73,24681.62,23558.92
2014-07-04,21897.33,20666.61,20624.74,19873.97,20496.03,17818.23,18061.46,17963.97,18305.32,21608.17,26372.44,31719.99,36912.57,38960.43,32985.66,32426.18,38608.96,50651.89,61723.95,63939.77,57434.23,27425.37,23663.53,22422.47
2014-07-05,20612.07,18992.02,19095.56,18970.24,19791.84,16772.65,17816.75,17403.65,17909.68,21018.94,25023.08,29025.52,31626.1,32723.53,32708.88,34226.69,41081.43,53147.95,63384.85,64085.64,56694.78,26893.3,23729.83,22830.05
2014-07-06,21016.29,19415.24,19421.31,18753.07,20076.29,18050.45,19040.0,19618.62,20229.16,23708.76,28162.29,31147.81,32701.2,32859.39,33324.67,35606.91,42215.62,53248.55,64538.28,65630.61,57332.07,28011.39,25367.22,24667.24
2014-07-07,22995.73,21886.87,21526.1,20915.08,21735.64,19902.46,20515.39,21439.47,21895.84,24922.6,28881.76,32143.47,33602.09,34874.62,34450.09,35975.64,42427.47,54658.14,66245.09,67132.86,59334.56,29196.03,26072.04,25412.54
2014-07-08,23739.32,21771.96,21336.78,21081.41,21566.46,19952.06,21102.84,21570.22,22810.17,26875.67,31129.81,33965.41,36264.92,36035.08,35354.33,35973.82,41049.15,51614.06,63108.59,66323.52,59907.27,30000.41,26835.26,25928.61
2014-07-09,24842.96,23016.37,21842.98,22183.93,23275.39,21451.77,22520.21,23432.48,24071.03,27509.3,31506.83,31666.19,33490.39,35427.1,36431.45,36338.7,41171.79,52686.72,63232.17,66271.75,60528.32,31504.84,27916.8,26332.1
2014-07-10,24375.59,22733.16,21568.57,21104.16,22100.85,19582.68,21036.93,21962.12,22587.02,25921.51,21578.87,33107.38,35611.96,36077.34,35534.04,35148.55,40206.57,51187.68,62394.95,65842.93,60092.28,31023.66,27259.07,25393.98
2014-07-11,23463.68,21400.13,20258.38,20423.18,21159.61,18413.85,19378.73,19118.47,19020.39,22792.17,27477.79,33220.15,37924.13,39706.88,35139.65,33558.02,39741.9,51125.97,61945.78,64387.29,58951.81,30514.53,27233.59,24742.35
2014-07-12,22685.95,20788.74,19601.61,19835.93,20876.96,19067.37,19943.47,19745.04,20121.58,22934.99,26278.52,29612.24,31555.99,33470.14,33313.98,34480.04,38942.54,49413.83,60680.84,63441.41,58977.0,30582.23,27534.0,25582.5
2014-07-13,23690.41,21604.03,20589.04,20390.76,21369.01,19658.26,20778.26,20814.07,21927.13,25454.81,28791.5,31731.44,33841.04,34821.56,34424.19,34463.2,38903.97,49995.29,61421.61,64682.97,59432.13,30281.61,27394.95,25576.38
2014-07-14,24228.12,22301.87,20986.47,20934.32,21779.33,20131.34,21375.54,21637.3,22293.64,26165.15,28062.43,29210.59,31019.8,32795.83,32598.42,31509.01,37240.64,48831.81,59185.7,63183.59,60192.17,27943.27,24603.21,25912.46
2014-07-15,24185.91,22533.64,22145.81,21872.63,23400.7,21790.1,22803.21,22446.68,22041.26,24917.35,27716.43,30985.17,32432.91,32128.95,32358.04,32643.56,38315.21,49193.06,59840.27,63460.0,57463.93,28006.9,24763.4,23591.5
2014-07-16,22555.95,21248.68,20082.65,20970.58,21720.62,21244.29,22953.99,23362.06,21312.81,24598.36,29890.2,31621.92,32996.34,34120.42,34016.97,34740.53,39309.16,49778.18,61164.13,64297.1,58176.31,27388.91,24141.69,24035.44
2014-07-17,22905.09,21405.36,20770.9,20803.45,22473.35,20549.22,20869.43,20759.99,20918.99,23884.5,28029.61,29218.06,30992.26,33030.15,33620.18,34721.68,39395.15,48784.7,59075.15,62721.37,57667.35,28338.65,26084.22,25953.31
2014-07-18,24274.24,21192.51,19807.91,19489.19,20714.1,18131.15,18672.35,18170.29,17625.29,20673.49,24869.3,29093.06,31715.86,24737.64,28922.67,27513.4,32642.76,40394.66,49764.47,54188.87,49156.53,25180.13,20746.16,20288.25
2014-07-19,19644.01,19338.29,20873.48,22029.87,23054.27,22652.85,23606.42,23294.06,22303.02,24325.55,27822.47,23630.8,29049.34,34389.86,34358.27,30189.63,33089.6,40679.3,50765.26,52814.71,46453.38,22902.97,22293.86,19573.23
2014-07-20,18428.42,18032.49,19497.49,20660.27,22635.12,23679.78,25458.78,24895.92,23996.69,26019.21,29041.41,31853.85,35571.39,37607.5,37198.77,32612.12,34675.87,42038.01,51803.03,54893.34,48975.75,24010.09,22765.58,21094.82
2014-07-21,20690.69,19753.72,19288.11,20219.3,21111.57,21710.45,23283.18,23389.43,22829.62,25120.72,29848.01,32535.91,35800.67,38190.36,38694.45,32959.84,35737.73,43880.14,54107.58,57394.3,52113.68,26881.93,25617.05,22963.83
2014-07-22,21068.15,19977.84,20202.83,20926.69,21168.17,14660.48,15644.15,22718.4,22829.43,25660.79,27713.79,30107.84,31686.83,33789.58,34829.94,35944.38,40449.39,44967.77,54504.77,58880.62,53463.49,26065.54,23358.57,23093.7
2014-07-23,22694.06,20205.35,19852.78,20037.74,20959.68,21629.71,22803.53,22225.28,20773.16,23433.42,26203.99,29251.73,31642.98,32627.37,34337.28,35112.74,38763.48,42604.81,51363.03,55480.34,50084.2,24466.17,22939.77,23331.33
2014-07-24,21741.61,18647.6,18791.14,19293.64,19774.2,21439.1,23209.63,23454.1,22040.35,24604.86,28408.97,31704.91,34766.47,36687.7,36875.17,37691.24,40266.95,43617.79,51255.91,54996.38,49013.6,23727.65,21993.84,21955.86
2014-07-25,21252.57,18988.6,17988.11,17875.64,18051.18,18562.69,20946.57,22385.2,22037.05,24131.14,26186.38,29443.75,34680.21,37997.01,35733.45,36954.7,40966.32,43853.18,51677.03,56516.63,49769.7,24079.67,23127.84,23403.51
2014-07-26,22917.93,19900.71,18212.19,18113.19,18566.74,18838.87,19955.22,20391.86,19574.58,21736.56,24875.67,27534.03,30565.99,32716.95,34461.15,35836.74,39905.26,43184.37,52349.28,57504.56,53118.44,27255.57,25250.02,25086.3
2014-07-27,23894.68,21074.73,19136.56,18422.95,18612.41,16541.15,17234.9,18972.69,21942.95,24762.13,26467.76,28768.61,31938.51,33307.5,34001.33,35105.49,38322.63,40684.9,50116.9,57034.05,52664.15,27598.06,28992.0,29530.06
2014-07-28,27068.93,24715.32,23514.64,24255.73,22808.85,22411.78,24240.28,29794.46,29955.56,31781.18,32954.51,31687.85,26493.47,19929.36,16343.72,15339.08,16359.32,18520.68,18956.58,20138.96,21877.63,23665.8,19852.17,16402.12
2014-07-29,13854.74,12218.3,11885.45,12978.61,14089.14,15078.5,16434.17,18017.25,21968.35,25777.08,28306.58,32497.98,34842.22,30533.27,22645.32,19524.91,20364.32,22414.78,22450.5,23640.2,26290.47,26242.14,21755.76,18043.1
2014-07-30,15446.87,13983.66,13690.14,14945.21,16514.93,17775.37,19055.47,22177.49,25445.35,27113.24,29145.35,33943.84,37066.3,34293.01,27057.86,24316.78,24570.06,26055.53,27561.44,30410.78,34258.27,31596.49,24679.26,20022.14
2014-07-31,17889.66,16271.81,16015.07,17356.01,18378.22,19185.8,19783.83,21009.73,24239.2,27289.84,30439.57,35391.03,39184.85,35830.51,29377.32,25649.38,25209.41,26747.49,29473.74,33142.86,35742.7,31942.41,23336.57,18940.18
2014-08-01,18253.95,17920.77,18286.95,19535.94,20355.66,20157.84,19584.08,20291.54,22898.47,27091.73,30765.03,37295.78,42019.68,36924.46,28226.24,23432.15,23054.68,26208.33,31177.91,33685.0,33735.32,27536.75,22173.68,19855.97
2014-08-02,14778.43,15673.27,17225.94,17882.75,18116.79,18836.36,20339.41,22014.74,24364.35,28547.72,36347.19,40362.76,42824.52,39904.21,34830.84,31371.65,30606.97,33304.34,37376.05,41083.25,41673.41,29737.27,22373.18,19814.85
